,Date,SX5E,0,1,2,3,4,5,6,7,8,9
13,2010/1/22,-0.36604726,-0.378439,-0.37443098,-0.33588603,-0.3945326,-0.3387997,-0.35605392,-0.36139625,-0.34388557,-0.3859798,-0.3722986
14,2010/1/25,-0.26866868,-0.38561207,-0.37203363,-0.34081727,-0.38889349,-0.34976757,-0.3578,-0.35549283,-0.32972315,-0.37411422,-0.38054705
15,2010/1/26,-0.3493518,-0.39090788,-0.37986454,-0.34164658,-0.3877327,-0.34954232,-0.35779053,-0.35323682,-0.32689324,-0.36946353,-0.37828678
16,2010/1/27,-0.4623342,-0.39740962,-0.38846028,-0.3455222,-0.38801572,-0.34877563,-0.35826278,-0.35142696,-0.32210225,-0.36737546,-0.38178515
17,2010/1/28,-0.41577828,-0.4064896,-0.39478195,-0.3521654,-0.3833916,-0.34416887,-0.3597606,-0.35265326,-0.3192989,-0.36521858,-0.3851978
18,2010/1/29,-0.35069484,-0.40727884,-0.39832592,-0.35905373,-0.37873402,-0.3525314,-0.35932928,-0.35936764,-0.31938097,-0.36504036,-0.38472146
19,2010/2/1,-0.59761214,-0.4029467,-0.39941406,-0.36245006,-0.36977747,-0.37069,-0.3596546,-0.35896102,-0.3226002,-0.36159384,-0.38885245
20,2010/2/2,-0.71541536,-0.39696527,-0.40030256,-0.36366248,-0.36488456,-0.37034935,-0.36144477,-0.3560264,-0.3238748,-0.36067036,-0.38351184
21,2010/2/3,-0.6224326,-0.3911286,-0.39855382,-0.36390063,-0.36715212,-0.3734472,-0.3641119,-0.3585097,-0.32811975,-0.35838035,-0.38329938
22,2010/2/4,-0.6487519,-0.3854496,-0.3963675,-0.36120853,-0.36935267,-0.3774412,-0.36844155,-0.355242,-0.33262348,-0.35695398,-0.38436985
23,2010/2/5,-0.6495951,-0.38131866,-0.39425358,-0.35632652,-0.37103727,-0.3807288,-0.3697205,-0.3627738,-0.33445698,-0.36084718,-0.38291696
24,2010/2/8,-0.9084761,-0.382146,-0.39562136,-0.3559521,-0.3742365,-0.38470933,-0.38034415,-0.36482435,-0.32426083,-0.34450173,-0.39799476
25,2010/2/9,-0.97906154,-0.38549295,-0.39772132,-0.36264423,-0.37379357,-0.38555953,-0.3801536,-0.36325178,-0.32602108,-0.34426826,-0.39768133
26,2010/2/10,-1.1483835,-0.3899363,-0.40076858,-0.36676747,-0.3745505,-0.38458812,-0.3800501,-0.36905926,-0.3306144,-0.34164226,-0.39915618
27,2010/2/11,-1.435549,-0.38986185,-0.39998075,-0.36425456,-0.37603185,-0.3802449,-0.38016263,-0.36854687,-0.33073658,-0.33982456,-0.39851972
28,2010/2/12,-0.78593904,-0.3894259,-0.40735558,-0.36353678,-0.37731513,-0.3863757,-0.38118294,-0.3660866,-0.3365412,-0.33374983,-0.39822763
29,2010/2/16,-0.85422796,-0.38843018,-0.42017397,-0.36752003,-0.36984107,-0.3883205,-0.37451425,-0.37612492,-0.34257382,-0.33362532,-0.40076193
30,2010/2/17,-0.7729909,-0.3879266,-0.42620242,-0.36745313,-0.37052208,-0.38152054,-0.37526575,-0.37225246,-0.33656666,-0.33458856,-0.39220756
31,2010/2/18,-0.7736115,-0.39484,-0.42559415,-0.3683412,-0.37105364,-0.3717124,-0.37954277,-0.3684672,-0.33187377,-0.33016267,-0.38332736
32,2010/2/19,-1.0917592,-0.39789423,-0.43098423,-0.3631558,-0.3672212,-0.36702466,-0.38195816,-0.37113762,-0.33330035,-0.32397404,-0.37888765
33,2010/2/22,-1.0882034,-0.41530484,-0.44178542,-0.35422918,-0.36064544,-0.35528436,-0.38178304,-0.37729326,-0.33081695,-0.31817806,-0.37457922
34,2010/2/23,-0.93266237,-0.41511622,-0.44837266,-0.34886727,-0.36014774,-0.361281,-0.3824657,-0.37993422,-0.32918996,-0.30572516,-0.36926085
35,2010/2/24,-1.1280273,-0.4143984,-0.4523539,-0.33641917,-0.35931414,-0.36638594,-0.38211343,-0.38387075,-0.32611263,-0.29856098,-0.369549
36,2010/2/25,-1.2549161,-0.4139296,-0.45936847,-0.32368836,-0.3641556,-0.36826444,-0.38089147,-0.3792316,-0.32915175,-0.2944642,-0.36661085
37,2010/2/26,-1.2431163,-0.41462967,-0.4662244,-0.32054067,-0.36824864,-0.36377406,-0.3839089,-0.3789982,-0.32698095,-0.2931665,-0.3656408
38,2010/3/1,-1.2840183,-0.4137756,-0.46461242,-0.31906155,-0.38552338,-0.35618913,-0.3779928,-0.37160778,-0.32738778,-0.3098715,-0.36413163
39,2010/3/2,-1.4664416,-0.4104768,-0.4682734,-0.3175902,-0.38701805,-0.35801288,-0.37993073,-0.37664694,-0.32735083,-0.31291902,-0.3652022
40,2010/3/3,-1.3564408,-0.40830603,-0.4695912,-0.3163438,-0.38464594,-0.36156753,-0.3832415,-0.3801466,-0.32632145,-0.30980873,-0.36501563
41,2010/3/4,-1.1283296,-0.4090882,-0.46570408,-0.3165832,-0.37988973,-0.36688247,-0.38290638,-0.38494164,-0.32787973,-0.31216246,-0.3608913
42,2010/3/5,-1.1416922,-0.41414434,-0.46710703,-0.32109165,-0.37597498,-0.37244073,-0.39432433,-0.37934548,-0.32734245,-0.3165195,-0.35595053
43,2010/3/8,-1.1512895,-0.4150716,-0.4568307,-0.32818702,-0.37106732,-0.3770983,-0.4023442,-0.37404025,-0.32245833,-0.30554366,-0.35504484
44,2010/3/9,-1.1605971,-0.41657236,-0.456947,-0.32795784,-0.3683696,-0.3830985,-0.39617604,-0.36783543,-0.3174714,-0.3100117,-0.35462302
45,2010/3/10,-1.17225,-0.4137067,-0.4598094,-0.33538646,-0.3728597,-0.38725087,-0.39546263,-0.36690664,-0.310505,-0.3076746,-0.35294968
46,2010/3/11,-1.091158,-0.4130819,-0.46779644,-0.3317277,-0.37386286,-0.38779575,-0.4011651,-0.37244913,-0.3044067,-0.30810258,-0.3514639
47,2010/3/12,-1.2960982,-0.4241214,-0.47029552,-0.32767776,-0.37518445,-0.38493618,-0.4067533,-0.37101638,-0.30191454,-0.3023725,-0.35218167
48,2010/3/15,-1.3574055,-0.42477056,-0.46487048,-0.3225317,-0.3754552,-0.38845527,-0.41086167,-0.37688553,-0.29022235,-0.30137685,-0.34820524
49,2010/3/16,-1.4074799,-0.42355868,-0.46279323,-0.31938088,-0.36698842,-0.39389834,-0.41387025,-0.38101387,-0.28804994,-0.30136052,-0.35219726
50,2010/3/17,-1.2881199,-0.41784024,-0.45906132,-0.31699327,-0.3687298,-0.3989472,-0.4160283,-0.38281482,-0.2837843,-0.30216542,-0.36128417
51,2010/3/18,-1.1551323,-0.42220315,-0.4605391,-0.31499627,-0.36765897,-0.39862865,-0.4159157,-0.37983745,-0.27779955,-0.30400375,-0.3652305
52,2010/3/19,-1.0807725,-0.4222813,-0.4642936,-0.31702888,-0.36431003,-0.39217824,-0.4171831,-0.3747634,-0.2765654,-0.3074544,-0.36928773
53,2010/3/22,-0.9688262,-0.42159534,-0.45662084,-0.32336226,-0.3539942,-0.39375967,-0.4256653,-0.37508947,-0.26909566,-0.3110504,-0.3700082
54,2010/3/23,-0.8885786,-0.42249593,-0.453397,-0.32776666,-0.35480446,-0.38941184,-0.4271065,-0.37340057,-0.2712432,-0.3049078,-0.36520302
55,2010/3/24,-0.8826793,-0.42575076,-0.45809543,-0.3205337,-0.35210812,-0.39039603,-0.43115503,-0.3817291,-0.2684282,-0.30793577,-0.363958
56,2010/3/25,-0.8599326,-0.42526537,-0.45898074,-0.32030204,-0.3501258,-0.39158857,-0.43417218,-0.38692424,-0.2655654,-0.30909088,-0.36791435
57,2010/3/26,-0.83844507,-0.42788005,-0.45554906,-0.32148245,-0.3470524,-0.3943245,-0.43046612,-0.38749707,-0.2665031,-0.31134048,-0.37070227
58,2010/3/29,-0.7635467,-0.42122462,-0.4607428,-0.3332873,-0.34246552,-0.40880194,-0.41804788,-0.3790082,-0.27009937,-0.31657508,-0.37033415
59,2010/3/30,-0.8169071,-0.4231289,-0.456545,-0.33571246,-0.33846676,-0.40875795,-0.41506436,-0.37534115,-0.27419892,-0.31413093,-0.36594054
60,2010/3/31,-0.916569,-0.42229205,-0.45467865,-0.33514583,-0.34362537,-0.406048,-0.41412222,-0.37277246,-0.2755544,-0.3090695,-0.3618743
61,2010/4/1,-1.0632666,-0.42452183,-0.45211455,-0.3367049,-0.3430218,-0.40035063,-0.41098908,-0.36984715,-0.27898598,-0.3181389,-0.36059335
62,2010/4/5,-1.1034667,-0.4338283,-0.46288246,-0.32414314,-0.33879706,-0.396538,-0.3999746,-0.3697128,-0.2850283,-0.32257345,-0.35766247
63,2010/4/6,-1.0052881,-0.42632824,-0.4705335,-0.32320255,-0.33943492,-0.39853796,-0.3981853,-0.36630672,-0.28748792,-0.32205418,-0.3578064
64,2010/4/7,-1.2889973,-0.42691383,-0.47883725,-0.3235022,-0.33862084,-0.39766264,-0.39778528,-0.36480173,-0.28990918,-0.32124338,-0.35635185
65,2010/4/8,-1.2453207,-0.4343047,-0.48168445,-0.32262418,-0.34044507,-0.3978609,-0.3989625,-0.36266223,-0.29066893,-0.3198322,-0.35661155
66,2010/4/9,-1.3869907,-0.43541875,-0.4789165,-0.32220075,-0.34293118,-0.39588103,-0.39356586,-0.36249307,-0.28457722,-0.32158303,-0.35645866
67,2010/4/12,-1.3772799,-0.4411235,-0.4779268,-0.31995577,-0.3537547,-0.38579285,-0.38499218,-0.35813436,-0.28693888,-0.32268348,-0.35283425
68,2010/4/13,-1.4153935,-0.4421329,-0.470423,-0.31835398,-0.35842854,-0.3851346,-0.3803741,-0.3575987,-0.28772765,-0.32851958,-0.34985876
69,2010/4/14,-1.2315677,-0.44092998,-0.4663915,-0.31926703,-0.357829,-0.38481635,-0.37944382,-0.36021987,-0.28844678,-0.3266963,-0.34945494
70,2010/4/15,-1.090582,-0.43904054,-0.46566963,-0.31353432,-0.35737053,-0.38892794,-0.37665597,-0.36099845,-0.28919098,-0.3264378,-0.35596535
71,2010/4/16,-1.0108528,-0.43448064,-0.4672723,-0.3118478,-0.35807312,-0.388184,-0.37420568,-0.3658755,-0.2872414,-0.32574788,-0.36083338
72,2010/4/19,-0.9743847,-0.43794796,-0.4629993,-0.30177918,-0.3600536,-0.37825322,-0.3710441,-0.36719763,-0.28691202,-0.32575637,-0.36201724
73,2010/4/20,-0.9623634,-0.43861914,-0.46419954,-0.29625565,-0.3637166,-0.3777431,-0.37175438,-0.3702236,-0.28825486,-0.33454558,-0.36324447
74,2010/4/21,-0.83707124,-0.4405522,-0.459669,-0.29140195,-0.361636,-0.37698564,-0.37567136,-0.37184653,-0.28822407,-0.33867288,-0.36478996
75,2010/4/22,-0.8337705,-0.44146624,-0.45522243,-0.29399785,-0.36259118,-0.37240505,-0.37703902,-0.37327865,-0.29188582,-0.33991116,-0.36929762
76,2010/4/23,-0.9214246,-0.44586498,-0.46010283,-0.29404876,-0.36896995,-0.3621179,-0.37572473,-0.37339976,-0.29620567,-0.34020954,-0.3711163
77,2010/4/26,-1.0625434,-0.4516067,-0.47613493,-0.30874118,-0.35501283,-0.36430174,-0.37962183,-0.3721868,-0.3155969,-0.33587244,-0.37208882
78,2010/4/27,-1.0900562,-0.44838965,-0.47693482,-0.3087447,-0.3571745,-0.36407992,-0.38126826,-0.37216464,-0.31747356,-0.3350855,-0.37079751
79,2010/4/28,-1.1084118,-0.44920582,-0.47623917,-0.3087724,-0.35827577,-0.3619838,-0.384713,-0.3716323,-0.31712505,-0.3317021,-0.37498665
80,2010/4/29,-1.0777475,-0.44947416,-0.47237334,-0.3034905,-0.3602142,-0.35755348,-0.38862613,-0.37107423,-0.31683552,-0.3347695,-0.37923768
81,2010/4/30,-0.89365673,-0.4514471,-0.47665614,-0.30168355,-0.36575943,-0.3593717,-0.3945708,-0.37566772,-0.31418088,-0.33544987,-0.38294283
82,2010/5/3,-0.88170874,-0.4650778,-0.4774122,-0.29148814,-0.3702094,-0.3472632,-0.387475,-0.37428328,-0.31227103,-0.33761713,-0.39348337
83,2010/5/4,-0.82375795,-0.4681339,-0.47308257,-0.29125613,-0.37605938,-0.3453568,-0.38385168,-0.3754485,-0.3102439,-0.33646458,-0.39628527
84,2010/5/5,-0.76106864,-0.47374403,-0.46997982,-0.29362774,-0.3803487,-0.34872177,-0.3838317,-0.3815636,-0.30678582,-0.34082234,-0.39386934
85,2010/5/6,-0.7686964,-0.48071757,-0.470226,-0.29486084,-0.37635216,-0.35033372,-0.38646775,-0.38358968,-0.30493435,-0.34592155,-0.39443892
86,2010/5/7,-0.80020654,-0.48783255,-0.47375834,-0.2938339,-0.36854348,-0.34604228,-0.3877426,-0.37506622,-0.30647925,-0.3474955,-0.39760908
87,2010/5/10,-0.8261153,-0.48109633,-0.47191897,-0.2871292,-0.36191642,-0.34550607,-0.39612967,-0.37354496,-0.30459425,-0.33815384,-0.39977753
88,2010/5/11,-0.63632715,-0.474434,-0.47524846,-0.28330696,-0.36308193,-0.3469639,-0.395473,-0.3736335,-0.30993035,-0.33745718,-0.39982098
89,2010/5/12,-0.64381194,-0.47416848,-0.47408602,-0.28277344,-0.36025393,-0.34832796,-0.3938547,-0.36930484,-0.313669,-0.33686632,-0.40062812
90,2010/5/13,-0.629528,-0.4757781,-0.47767738,-0.28192887,-0.35688224,-0.3504317,-0.39106014,-0.3681729,-0.3141262,-0.33413428,-0.40196106
91,2010/5/14,-0.64294606,-0.47158897,-0.48483756,-0.28294742,-0.3643154,-0.35000488,-0.3857991,-0.36156556,-0.3132364,-0.3273512,-0.4078391
92,2010/5/17,-0.73721737,-0.47617367,-0.5064748,-0.2902885,-0.36146447,-0.36121917,-0.3907285,-0.3691627,-0.30582812,-0.3224579,-0.41117945
93,2010/5/18,-0.62441576,-0.4770045,-0.5088125,-0.29128125,-0.3626292,-0.36560956,-0.39527664,-0.36564535,-0.3018983,-0.32321072,-0.4085189
94,2010/5/19,-0.6883109,-0.4813837,-0.5051411,-0.29072702,-0.3639741,-0.3668199,-0.39776087,-0.361614,-0.29933384,-0.3245488,-0.40711147
95,2010/5/20,-0.8695159,-0.48165506,-0.5051515,-0.29061428,-0.36187416,-0.3714264,-0.39830598,-0.3582,-0.29900968,-0.32818887,-0.40164945
96,2010/5/21,-0.8775369,-0.4801538,-0.5059167,-0.2847396,-0.359018,-0.3700382,-0.39746833,-0.3485882,-0.2988629,-0.32948455,-0.3934023
97,2010/5/24,-0.90699023,-0.47071522,-0.49875295,-0.2813367,-0.34209687,-0.38297704,-0.41105178,-0.34620726,-0.29550537,-0.33158797,-0.38078845
98,2010/5/25,-0.9324668,-0.46840772,-0.48921582,-0.27775827,-0.33780524,-0.3828638,-0.40889525,-0.33900967,-0.29744148,-0.32888827,-0.37669113
99,2010/5/26,-0.83683026,-0.4648567,-0.48792976,-0.28340307,-0.3323593,-0.38700804,-0.4037127,-0.33444023,-0.30089787,-0.32768172,-0.37767598
100,2010/5/27,-0.85862684,-0.46471277,-0.4812715,-0.28009364,-0.32731208,-0.39694247,-0.3967492,-0.32943878,-0.3034613,-0.32838356,-0.3749566
101,2010/5/28,-0.9896087,-0.46240738,-0.47266957,-0.28293365,-0.33031082,-0.39717326,-0.39615625,-0.33785936,-0.30379462,-0.33471426,-0.38047355
102,2010/6/1,-1.0666094,-0.46104893,-0.45565924,-0.28185445,-0.33839998,-0.39666894,-0.38282573,-0.33503917,-0.2923194,-0.3463278,-0.39366803
103,2010/6/2,-1.0246735,-0.45507604,-0.45491284,-0.2819423,-0.3432015,-0.39651406,-0.37322927,-0.32611465,-0.29345983,-0.34474483,-0.39406416
104,2010/6/3,-1.1404808,-0.45238817,-0.4578716,-0.2837584,-0.34463266,-0.3986156,-0.36998752,-0.32018,-0.2896723,-0.35563275,-0.39607504
105,2010/6/4,-1.2093216,-0.45114797,-0.4605497,-0.2859463,-0.3434799,-0.39768285,-0.3704896,-0.3206589,-0.28912148,-0.35517254,-0.39491692
106,2010/6/7,-1.1598125,-0.4495481,-0.46258682,-0.2843875,-0.33475736,-0.399341,-0.3672787,-0.3228944,-0.2910462,-0.34745207,-0.39858344
107,2010/6/8,-1.1007073,-0.4478433,-0.46127707,-0.27985838,-0.32755476,-0.4018991,-0.36435544,-0.31876948,-0.29077435,-0.3491899,-0.4002362
108,2010/6/9,-1.1353605,-0.4484727,-0.45799366,-0.27915013,-0.32884112,-0.4075586,-0.35889047,-0.31802037,-0.29369295,-0.3565258,-0.39698792
109,2010/6/10,-1.1192937,-0.44810784,-0.45707273,-0.27794322,-0.3279908,-0.41113266,-0.36089036,-0.31755134,-0.29848993,-0.36282286,-0.39678058
110,2010/6/11,-0.89108074,-0.45213467,-0.46262598,-0.28087607,-0.3246116,-0.40969956,-0.35659862,-0.31125262,-0.30138403,-0.37135193,-0.39542168
111,2010/6/14,-0.8912751,-0.45611238,-0.4660272,-0.27555326,-0.31626952,-0.41907808,-0.33763778,-0.3134201,-0.31136268,-0.37806243,-0.39617747
112,2010/6/15,-0.8162825,-0.4548126,-0.4601165,-0.27752593,-0.31758326,-0.4217089,-0.3402707,-0.31176287,-0.30480912,-0.3814944,-0.40020543
113,2010/6/16,-0.7986011,-0.46210423,-0.46135637,-0.27471006,-0.32014295,-0.4274433,-0.33405626,-0.3183257,-0.30363673,-0.38183993,-0.40575182
114,2010/6/17,-0.86225456,-0.4665296,-0.4577428,-0.27944723,-0.3212264,-0.42804223,-0.33362263,-0.32248834,-0.30000055,-0.38647762,-0.40662637
115,2010/6/18,-0.80030245,-0.46644711,-0.45327199,-0.28370106,-0.32047835,-0.4278049,-0.33073527,-0.32646936,-0.29745638,-0.39051408,-0.40393844
116,2010/6/21,-0.7298867,-0.4740846,-0.44954,-0.2891466,-0.32358724,-0.42729414,-0.33087602,-0.32183227,-0.2906652,-0.41073892,-0.41594782
117,2010/6/22,-0.7347017,-0.4723306,-0.44561243,-0.2876009,-0.32785824,-0.43098068,-0.32903162,-0.32336462,-0.28810194,-0.4139822,-0.41242352
118,2010/6/23,-0.6764465,-0.4708685,-0.44362366,-0.28268245,-0.32731768,-0.429287,-0.3278216,-0.32343403,-0.28824592,-0.4176978,-0.41113597
119,2010/6/24,-0.6731311,-0.47963652,-0.43728608,-0.28624246,-0.3218156,-0.4271836,-0.32473236,-0.32226253,-0.28582066,-0.4170002,-0.41422632
120,2010/6/25,-0.7016604,-0.4746518,-0.43105313,-0.29310688,-0.31755134,-0.42105457,-0.32360992,-0.32302198,-0.28176832,-0.4184762,-0.40807402
121,2010/6/28,-0.7247198,-0.46450794,-0.41782805,-0.31149927,-0.30920497,-0.41202822,-0.3175998,-0.32685274,-0.2749456,-0.41328043,-0.4052874
122,2010/6/29,-0.7895748,-0.46504474,-0.4223322,-0.3153192,-0.3062374,-0.41246253,-0.3184661,-0.33175132,-0.27308896,-0.42047262,-0.39990178
123,2010/6/30,-0.6820701,-0.4603981,-0.41875932,-0.31206766,-0.30840558,-0.4139409,-0.314795,-0.32610428,-0.274004,-0.42720726,-0.3961922
124,2010/7/1,-0.7012118,-0.45560718,-0.4122194,-0.32000443,-0.30497113,-0.414802,-0.3098915,-0.32715085,-0.2760894,-0.42516512,-0.39448282
125,2010/7/2,-0.80059,-0.44565123,-0.4093153,-0.32382938,-0.30008554,-0.41877466,-0.30346337,-0.32996464,-0.2732634,-0.42745683,-0.3939475
126,2010/7/6,-0.8346136,-0.42802712,-0.41697007,-0.32201537,-0.3032186,-0.42430776,-0.29420766,-0.3210902,-0.27007458,-0.43507785,-0.39452997
127,2010/7/7,-0.7054626,-0.42915165,-0.41396618,-0.32521254,-0.3025423,-0.4267279,-0.28951928,-0.32127383,-0.26853105,-0.44150025,-0.39694828
128,2010/7/8,-0.74436605,-0.42649117,-0.41728276,-0.32786578,-0.29808804,-0.42414984,-0.29055095,-0.3218075,-0.26573724,-0.44579265,-0.39702553
129,2010/7/9,-0.7484308,-0.42677012,-0.41241673,-0.33156618,-0.29936314,-0.41736835,-0.29274943,-0.3187434,-0.26485765,-0.4533063,-0.39872366
130,2010/7/12,-0.8007338,-0.41526526,-0.40991202,-0.32622012,-0.3023688,-0.41481295,-0.280513,-0.31744194,-0.26802185,-0.45443636,-0.39841878
131,2010/7/13,-0.81227183,-0.41655207,-0.4074079,-0.3293393,-0.3032793,-0.4156181,-0.28087646,-0.31587693,-0.26787278,-0.45168415,-0.40201598
132,2010/7/14,-0.8483592,-0.41174856,-0.40458146,-0.33171642,-0.30280134,-0.41612658,-0.28240663,-0.3175262,-0.2725386,-0.44524026,-0.40714604
133,2010/7/15,-0.9257953,-0.40782088,-0.40372682,-0.33622304,-0.30379045,-0.41657457,-0.28628913,-0.3147258,-0.27845746,-0.4418831,-0.41479173
134,2010/7/16,-0.7867282,-0.4089713,-0.39992902,-0.337726,-0.30389974,-0.42005527,-0.2853783,-0.31027797,-0.28333786,-0.4417007,-0.41553086
135,2010/7/19,-0.7356509,-0.40756297,-0.39054912,-0.32612664,-0.29617304,-0.43082592,-0.29518157,-0.31140646,-0.2908662,-0.44242996,-0.4079185
136,2010/7/20,-0.7193439,-0.40517908,-0.38507837,-0.32106894,-0.29543704,-0.43064898,-0.29860267,-0.30923548,-0.29299137,-0.44063705,-0.41118705
137,2010/7/21,-0.72277737,-0.40895036,-0.3840551,-0.3176505,-0.29604197,-0.43308523,-0.3003244,-0.3133615,-0.2909569,-0.43876097,-0.414388
138,2010/7/22,-0.71262425,-0.4110953,-0.38513973,-0.32008487,-0.29889283,-0.43974346,-0.3005689,-0.31461453,-0.28903192,-0.44145265,-0.42020893
139,2010/7/23,-0.74574447,-0.4127494,-0.38435423,-0.32325083,-0.29722333,-0.44113326,-0.3064102,-0.31198046,-0.29175958,-0.45048776,-0.4196191
140,2010/7/26,-0.5934999,-0.41193122,-0.37892288,-0.33294007,-0.30107912,-0.44272885,-0.30563492,-0.3210699,-0.29442316,-0.45895505,-0.4186914
141,2010/7/27,-0.60382015,-0.40649915,-0.37690657,-0.33541614,-0.30642188,-0.44168326,-0.30328467,-0.31974325,-0.29327965,-0.46056527,-0.42873183
142,2010/7/28,-0.5909456,-0.405607,-0.37740734,-0.34011176,-0.3078897,-0.44433105,-0.2991294,-0.31852674,-0.2972213,-0.46529478,-0.43113318
143,2010/7/29,-0.5699218,-0.40462485,-0.38094592,-0.34289968,-0.30363744,-0.44621637,-0.294698,-0.3203916,-0.29855296,-0.46840426,-0.43615386
144,2010/7/30,-0.6009828,-0.40483153,-0.382804,-0.34324563,-0.29961196,-0.4416854,-0.2976813,-0.32008782,-0.30506203,-0.46655074,-0.4444619
145,2010/8/2,-0.5680706,-0.39751205,-0.36654565,-0.33904052,-0.3042268,-0.45746043,-0.29921657,-0.32021573,-0.31666407,-0.45847723,-0.45282474
146,2010/8/3,-0.497262,-0.39552543,-0.36706883,-0.34329498,-0.30468816,-0.4566104,-0.29828972,-0.32024765,-0.3205786,-0.4581055,-0.45063245
147,2010/8/4,-0.5168613,-0.39473414,-0.36977932,-0.34554917,-0.30696473,-0.44920814,-0.30343354,-0.31866762,-0.32011318,-0.45862886,-0.4462554
148,2010/8/5,-0.5220517,-0.3936809,-0.36934227,-0.34608108,-0.31120393,-0.44355014,-0.3017243,-0.32384986,-0.31767923,-0.45490307,-0.4486054
149,2010/8/6,-0.5569977,-0.39244285,-0.3635578,-0.34371915,-0.31582838,-0.43508843,-0.30439952,-0.3186345,-0.3138048,-0.45291808,-0.44917038
150,2010/8/9,-0.6194007,-0.4003832,-0.36750412,-0.3421951,-0.32670808,-0.43345663,-0.30531085,-0.30779862,-0.31853765,-0.45242065,-0.45287484
151,2010/8/10,-0.58194375,-0.3931581,-0.36643514,-0.33743864,-0.3227335,-0.435071,-0.30622414,-0.30676714,-0.32477653,-0.4500302,-0.4522564
152,2010/8/11,-0.58319587,-0.38843173,-0.36807,-0.33793032,-0.32203788,-0.43739486,-0.30487302,-0.30954885,-0.32711166,-0.4504715,-0.4512553
153,2010/8/12,-0.6023781,-0.38995633,-0.36829132,-0.33941945,-0.32108063,-0.4340949,-0.31163603,-0.30494344,-0.32777223,-0.45074344,-0.45013544
154,2010/8/13,-0.54615086,-0.3887764,-0.368597,-0.33548677,-0.3233211,-0.43712085,-0.31222743,-0.30132863,-0.3312001,-0.45112535,-0.44802162
155,2010/8/16,-0.6170461,-0.3931417,-0.3653053,-0.33725435,-0.32706144,-0.4379726,-0.32154432,-0.30819684,-0.3445043,-0.46226436,-0.43920517
156,2010/8/17,-0.49286875,-0.3917766,-0.37005153,-0.3360946,-0.33109927,-0.44270846,-0.3201667,-0.30965465,-0.34791195,-0.46325895,-0.43596634
157,2010/8/18,-0.5118126,-0.3914533,-0.37550077,-0.33749938,-0.33333403,-0.44908202,-0.32199892,-0.31100973,-0.35192212,-0.46119416,-0.4390866
158,2010/8/19,-0.530144,-0.3952521,-0.38265157,-0.33749855,-0.3441416,-0.45457414,-0.3209147,-0.31102258,-0.3562491,-0.46573287,-0.43922877
159,2010/8/20,-0.47817716,-0.39887646,-0.38405737,-0.3359963,-0.35436118,-0.4546909,-0.31683144,-0.31073505,-0.3555007,-0.46455508,-0.44280213
160,2010/8/23,-0.5810164,-0.40413022,-0.38085353,-0.33135045,-0.36599922,-0.45765197,-0.31766537,-0.3107022,-0.3579409,-0.4556836,-0.4344827
161,2010/8/24,-0.615205,-0.40411308,-0.37678304,-0.33517256,-0.36682326,-0.464117,-0.3120817,-0.31126776,-0.36115664,-0.45593107,-0.4341301
