,Date,Value
311,2001/3/28,-0.18769693
312,2001/3/29,-0.18769693
313,2001/3/30,-0.18769693
314,2001/4/2,-0.18769693
315,2001/4/3,-0.18769693
316,2001/4/4,-0.18769693
317,2001/4/5,-0.18769693
318,2001/4/6,-0.18769693
319,2001/4/9,-0.18001264
320,2001/4/10,-0.18001264
321,2001/4/11,-0.18001264
322,2001/4/12,-0.18001264
323,2001/4/16,-0.18001264
324,2001/4/17,-0.18001264
325,2001/4/18,-0.18001264
326,2001/4/19,-0.18001264
327,2001/4/20,-0.18001264
328,2001/4/23,-0.19497623
329,2001/4/24,-0.19497623
330,2001/4/25,-0.19497623
331,2001/4/26,-0.19497623
332,2001/4/27,-0.19497623
333,2001/4/30,-0.19497623
334,2001/5/1,-0.19497623
335,2001/5/2,-0.19497623
336,2001/5/3,-0.19497623
337,2001/5/4,-0.19497623
338,2001/5/7,-0.19497623
339,2001/5/8,-0.19283417
340,2001/5/9,-0.19283417
341,2001/5/10,-0.19283417
342,2001/5/11,-0.19283417
343,2001/5/14,-0.19283417
344,2001/5/15,-0.19283417
345,2001/5/16,-0.19283417
346,2001/5/17,-0.19283417
347,2001/5/18,-0.19283417
348,2001/5/21,-0.19283417
349,2001/5/22,-0.19283417
350,2001/5/23,-0.19283417
351,2001/5/24,-0.19910476
352,2001/5/25,-0.19910476
353,2001/5/29,-0.19910476
354,2001/5/30,-0.19910476
355,2001/5/31,-0.19910476
356,2001/6/1,-0.19910476
357,2001/6/4,-0.19910476
358,2001/6/5,-0.19910476
359,2001/6/6,-0.19910476
360,2001/6/7,-0.19910476
361,2001/6/8,-0.19743626
362,2001/6/11,-0.19743626
363,2001/6/12,-0.19743626
364,2001/6/13,-0.19743626
365,2001/6/14,-0.19743626
366,2001/6/15,-0.19743626
367,2001/6/18,-0.19743626
368,2001/6/19,-0.19743626
369,2001/6/20,-0.19743626
370,2001/6/21,-0.19743626
371,2001/6/22,-0.19743626
372,2001/6/25,-0.20207728
373,2001/6/26,-0.20207728
374,2001/6/27,-0.20207728
375,2001/6/28,-0.20207728
376,2001/6/29,-0.20207728
377,2001/7/2,-0.20207728
378,2001/7/3,-0.20207728
379,2001/7/5,-0.20207728
380,2001/7/6,-0.20207728
381,2001/7/9,-0.20585492
382,2001/7/10,-0.20585492
383,2001/7/11,-0.20585492
384,2001/7/12,-0.20585492
385,2001/7/13,-0.20585492
386,2001/7/16,-0.20585492
387,2001/7/17,-0.20585492
388,2001/7/18,-0.20585492
389,2001/7/19,-0.20585492
390,2001/7/20,-0.20585492
391,2001/7/23,-0.20585492
392,2001/7/24,-0.18597308
393,2001/7/25,-0.18597308
394,2001/7/26,-0.18597308
395,2001/7/27,-0.18597308
396,2001/7/30,-0.18597308
397,2001/7/31,-0.18597308
398,2001/8/1,-0.18597308
399,2001/8/2,-0.18597308
400,2001/8/3,-0.18597308
401,2001/8/6,-0.18597308
402,2001/8/7,-0.18597308
403,2001/8/8,-0.19032094
404,2001/8/9,-0.19032094
405,2001/8/10,-0.19032094
406,2001/8/13,-0.19032094
407,2001/8/14,-0.19032094
408,2001/8/15,-0.19032094
409,2001/8/16,-0.19032094
410,2001/8/17,-0.19032094
411,2001/8/20,-0.19032094
412,2001/8/21,-0.19032094
413,2001/8/22,-0.19032094
414,2001/8/23,-0.19032094
415,2001/8/24,-0.19129471
416,2001/8/27,-0.19129471
417,2001/8/28,-0.19129471
418,2001/8/29,-0.19129471
419,2001/8/30,-0.19129471
420,2001/8/31,-0.19129471
421,2001/9/4,-0.19129471
422,2001/9/5,-0.19129471
423,2001/9/6,-0.19129471
424,2001/9/7,-0.19129471
425,2001/9/10,-0.18220776
426,2001/9/17,-0.18220776
427,2001/9/18,-0.18220776
428,2001/9/19,-0.18220776
429,2001/9/20,-0.18220776
430,2001/9/21,-0.18220776
431,2001/9/24,-0.18855624
432,2001/9/25,-0.18855624
433,2001/9/26,-0.18855624
434,2001/9/27,-0.18855624
435,2001/9/28,-0.18855624
436,2001/10/1,-0.18855624
437,2001/10/2,-0.18855624
438,2001/10/3,-0.18855624
439,2001/10/4,-0.18855624
440,2001/10/5,-0.18855624
441,2001/10/8,-0.18855624
442,2001/10/9,-0.18673281
443,2001/10/10,-0.18673281
444,2001/10/11,-0.18673281
445,2001/10/12,-0.18673281
446,2001/10/15,-0.18673281
447,2001/10/16,-0.18673281
448,2001/10/17,-0.18673281
449,2001/10/18,-0.18673281
450,2001/10/19,-0.18673281
451,2001/10/22,-0.18673281
452,2001/10/23,-0.18673281
453,2001/10/24,-0.1961194
454,2001/10/25,-0.1961194
455,2001/10/26,-0.1961194
456,2001/10/29,-0.1961194
457,2001/10/30,-0.1961194
458,2001/10/31,-0.1961194
459,2001/11/1,-0.1961194
460,2001/11/2,-0.1961194
461,2001/11/5,-0.1961194
462,2001/11/6,-0.1961194
463,2001/11/7,-0.1961194
464,2001/11/8,-0.1959151
465,2001/11/9,-0.1959151
466,2001/11/12,-0.1959151
467,2001/11/13,-0.1959151
468,2001/11/14,-0.1959151
469,2001/11/15,-0.1959151
470,2001/11/16,-0.1959151
471,2001/11/19,-0.1959151
472,2001/11/20,-0.1959151
473,2001/11/21,-0.1959151
474,2001/11/23,-0.1959151
475,2001/11/26,-0.19439484
476,2001/11/27,-0.19439484
477,2001/11/28,-0.19439484
478,2001/11/29,-0.19439484
479,2001/11/30,-0.19439484
480,2001/12/3,-0.19439484
481,2001/12/4,-0.19439484
482,2001/12/5,-0.19439484
483,2001/12/6,-0.19439484
484,2001/12/7,-0.19439484
485,2001/12/10,-0.19181655
486,2001/12/11,-0.19181655
487,2001/12/12,-0.19181655
488,2001/12/13,-0.19181655
489,2001/12/14,-0.19181655
490,2001/12/17,-0.19181655
491,2001/12/18,-0.19181655
492,2001/12/19,-0.19181655
493,2001/12/20,-0.19181655
494,2001/12/21,-0.19181655
495,2001/12/24,-0.2135664
496,2001/12/26,-0.2135664
497,2001/12/27,-0.2135664
498,2001/12/28,-0.2135664
499,2001/12/31,-0.2135664
500,2002/1/2,-0.2135664
501,2002/1/3,-0.2135664
502,2002/1/4,-0.2135664
503,2002/1/7,-0.2135664
504,2002/1/8,-0.2135664
505,2002/1/9,-0.22157799
506,2002/1/10,-0.22157799
507,2002/1/11,-0.22157799
508,2002/1/14,-0.22157799
509,2002/1/15,-0.22157799
510,2002/1/16,-0.22157799
511,2002/1/17,-0.22157799
512,2002/1/18,-0.22157799
513,2002/1/22,-0.22157799
514,2002/1/23,-0.22157799
515,2002/1/24,-0.21465605
516,2002/1/25,-0.21465605
517,2002/1/28,-0.21465605
518,2002/1/29,-0.21465605
519,2002/1/30,-0.21465605
520,2002/1/31,-0.21465605
521,2002/2/1,-0.21465605
522,2002/2/4,-0.21465605
523,2002/2/5,-0.21465605
524,2002/2/6,-0.21465605
525,2002/2/7,-0.21465605
526,2002/2/8,-0.23902532
527,2002/2/11,-0.23902532
528,2002/2/12,-0.23902532
529,2002/2/13,-0.23902532
530,2002/2/14,-0.23902532
531,2002/2/15,-0.23902532
532,2002/2/19,-0.23902532
533,2002/2/20,-0.23902532
534,2002/2/21,-0.23902532
535,2002/2/22,-0.23902532
536,2002/2/25,-0.24856752
537,2002/2/26,-0.24856752
538,2002/2/27,-0.24856752
539,2002/2/28,-0.24856752
540,2002/3/1,-0.24856752
541,2002/3/4,-0.24856752
542,2002/3/5,-0.24856752
543,2002/3/6,-0.24856752
544,2002/3/7,-0.24856752
545,2002/3/8,-0.24856752
546,2002/3/11,-0.22955032
547,2002/3/12,-0.22955032
548,2002/3/13,-0.22955032
549,2002/3/14,-0.22955032
550,2002/3/15,-0.22955032
551,2002/3/18,-0.22955032
552,2002/3/19,-0.22955032
553,2002/3/20,-0.22955032
554,2002/3/21,-0.22955032
555,2002/3/22,-0.22955032
556,2002/3/25,-0.22955032
557,2002/3/26,-0.25580487
558,2002/3/27,-0.25580487
559,2002/3/28,-0.25580487
560,2002/4/1,-0.25580487
561,2002/4/2,-0.25580487
562,2002/4/3,-0.25580487
563,2002/4/4,-0.25580487
564,2002/4/5,-0.25580487
565,2002/4/8,-0.25580487
566,2002/4/9,-0.25580487
567,2002/4/10,-0.25580487
568,2002/4/11,-0.24935138
569,2002/4/12,-0.24935138
570,2002/4/15,-0.24935138
571,2002/4/16,-0.24935138
572,2002/4/17,-0.24935138
573,2002/4/18,-0.24935138
574,2002/4/19,-0.24935138
575,2002/4/22,-0.24935138
576,2002/4/23,-0.24935138
577,2002/4/24,-0.24935138
578,2002/4/25,-0.24935138
579,2002/4/26,-0.25156444
580,2002/4/29,-0.25156444
581,2002/4/30,-0.25156444
582,2002/5/1,-0.25156444
583,2002/5/2,-0.25156444
584,2002/5/3,-0.25156444
585,2002/5/6,-0.25156444
586,2002/5/7,-0.25156444
587,2002/5/8,-0.25156444
588,2002/5/9,-0.25156444
589,2002/5/10,-0.25156444
590,2002/5/13,-0.24779761
591,2002/5/14,-0.24779761
592,2002/5/15,-0.24779761
593,2002/5/16,-0.24779761
594,2002/5/17,-0.24779761
595,2002/5/20,-0.24779761
596,2002/5/21,-0.24779761
597,2002/5/22,-0.24779761
598,2002/5/23,-0.24779761
599,2002/5/24,-0.24779761
600,2002/5/28,-0.2544685
601,2002/5/29,-0.2544685
602,2002/5/30,-0.2544685
603,2002/5/31,-0.2544685
604,2002/6/3,-0.2544685
605,2002/6/4,-0.2544685
606,2002/6/5,-0.2544685
607,2002/6/6,-0.2544685
608,2002/6/7,-0.2544685
609,2002/6/10,-0.2544685
610,2002/6/11,-0.2605163
611,2002/6/12,-0.2605163
612,2002/6/13,-0.2605163
613,2002/6/14,-0.2605163
614,2002/6/17,-0.2605163
615,2002/6/18,-0.2605163
616,2002/6/19,-0.2605163
617,2002/6/20,-0.2605163
618,2002/6/21,-0.2605163
619,2002/6/24,-0.2605163
620,2002/6/25,-0.2605163
621,2002/6/26,-0.25634772
622,2002/6/27,-0.25634772
623,2002/6/28,-0.25634772
624,2002/7/1,-0.25634772
625,2002/7/2,-0.25634772
626,2002/7/3,-0.25634772
627,2002/7/5,-0.25634772
628,2002/7/8,-0.25634772
629,2002/7/9,-0.25634772
630,2002/7/10,-0.25634772
631,2002/7/11,-0.25634772
632,2002/7/12,-0.25895548
633,2002/7/15,-0.25895548
634,2002/7/16,-0.25895548
635,2002/7/17,-0.25895548
636,2002/7/18,-0.25895548
637,2002/7/19,-0.25895548
638,2002/7/22,-0.25895548
639,2002/7/23,-0.25895548
640,2002/7/24,-0.25895548
641,2002/7/25,-0.25895548
642,2002/7/26,-0.25895548
643,2002/7/29,-0.26403233
644,2002/7/30,-0.26403233
645,2002/7/31,-0.26403233
646,2002/8/1,-0.26403233
647,2002/8/2,-0.26403233
648,2002/8/5,-0.26403233
649,2002/8/6,-0.26403233
650,2002/8/7,-0.26403233
651,2002/8/8,-0.26403233
652,2002/8/9,-0.26403233
653,2002/8/12,-0.2634632
654,2002/8/13,-0.2634632
655,2002/8/14,-0.2634632
656,2002/8/15,-0.2634632
657,2002/8/16,-0.2634632
658,2002/8/19,-0.2634632
659,2002/8/20,-0.2634632
660,2002/8/21,-0.2634632
661,2002/8/22,-0.2634632
662,2002/8/23,-0.2634632
663,2002/8/26,-0.2634632
664,2002/8/27,-0.26035285
665,2002/8/28,-0.26035285
666,2002/8/29,-0.26035285
667,2002/8/30,-0.26035285
668,2002/9/3,-0.26035285
669,2002/9/4,-0.26035285
670,2002/9/5,-0.26035285
671,2002/9/6,-0.26035285
672,2002/9/9,-0.26035285
673,2002/9/10,-0.26035285
674,2002/9/11,-0.24907903
675,2002/9/12,-0.24907903
676,2002/9/13,-0.24907903
677,2002/9/16,-0.24907903
678,2002/9/17,-0.24907903
679,2002/9/18,-0.24907903
680,2002/9/19,-0.24907903
681,2002/9/20,-0.24907903
682,2002/9/23,-0.24907903
683,2002/9/24,-0.24907903
684,2002/9/25,-0.24907903
685,2002/9/26,-0.25121045
686,2002/9/27,-0.25121045
687,2002/9/30,-0.25121045
688,2002/10/1,-0.25121045
689,2002/10/2,-0.25121045
690,2002/10/3,-0.25121045
691,2002/10/4,-0.25121045
692,2002/10/7,-0.25121045
693,2002/10/8,-0.25121045
694,2002/10/9,-0.25121045
695,2002/10/10,-0.25121045
696,2002/10/11,-0.25121045
697,2002/10/14,-0.2435766
698,2002/10/15,-0.2435766
699,2002/10/16,-0.2435766
700,2002/10/17,-0.2435766
701,2002/10/18,-0.2435766
702,2002/10/21,-0.2435766
703,2002/10/22,-0.2435766
704,2002/10/23,-0.2435766
705,2002/10/24,-0.2435766
706,2002/10/25,-0.2435766
707,2002/10/28,-0.24347189
708,2002/10/29,-0.24347189
709,2002/10/30,-0.24347189
710,2002/10/31,-0.24347189
711,2002/11/1,-0.24347189
712,2002/11/4,-0.24347189
713,2002/11/5,-0.24347189
714,2002/11/6,-0.24347189
715,2002/11/7,-0.24347189
716,2002/11/8,-0.24347189
717,2002/11/11,-0.24327162
718,2002/11/12,-0.24327162
719,2002/11/13,-0.24327162
720,2002/11/14,-0.24327162
721,2002/11/15,-0.24327162
722,2002/11/18,-0.24327162
723,2002/11/19,-0.24327162
724,2002/11/20,-0.24327162
725,2002/11/21,-0.24327162
726,2002/11/22,-0.24327162
727,2002/11/25,-0.24327162
728,2002/11/26,-0.24327162
729,2002/11/27,-0.23928367
730,2002/11/29,-0.23928367
731,2002/12/2,-0.23928367
732,2002/12/3,-0.23928367
733,2002/12/4,-0.23928367
734,2002/12/5,-0.23928367
735,2002/12/6,-0.23928367
736,2002/12/9,-0.23928367
737,2002/12/10,-0.23928367
738,2002/12/11,-0.23928367
739,2002/12/12,-0.2406453
740,2002/12/13,-0.2406453
741,2002/12/16,-0.2406453
742,2002/12/17,-0.2406453
743,2002/12/18,-0.2406453
744,2002/12/19,-0.2406453
745,2002/12/20,-0.2406453
746,2002/12/23,-0.2406453
747,2002/12/24,-0.2406453
748,2002/12/26,-0.2406453
749,2002/12/27,-0.24760069
750,2002/12/30,-0.24760069
751,2002/12/31,-0.24760069
752,2003/1/2,-0.24760069
753,2003/1/3,-0.24760069
754,2003/1/6,-0.24760069
755,2003/1/7,-0.24760069
756,2003/1/8,-0.24760069
757,2003/1/9,-0.24760069
758,2003/1/10,-0.24760069
759,2003/1/13,-0.2441011
760,2003/1/14,-0.2441011
761,2003/1/15,-0.2441011
762,2003/1/16,-0.2441011
763,2003/1/17,-0.2441011
764,2003/1/21,-0.2441011
765,2003/1/22,-0.2441011
766,2003/1/23,-0.2441011
767,2003/1/24,-0.2441011
768,2003/1/27,-0.2527937
769,2003/1/28,-0.2527937
770,2003/1/29,-0.2527937
771,2003/1/30,-0.2527937
772,2003/1/31,-0.2527937
773,2003/2/3,-0.2527937
774,2003/2/4,-0.2527937
775,2003/2/5,-0.2527937
776,2003/2/6,-0.2527937
777,2003/2/7,-0.2527937
778,2003/2/10,-0.2527937
779,2003/2/11,-0.25373602
780,2003/2/12,-0.25373602
781,2003/2/13,-0.25373602
782,2003/2/14,-0.25373602
783,2003/2/18,-0.25373602
784,2003/2/19,-0.25373602
785,2003/2/20,-0.25373602
786,2003/2/21,-0.25373602
787,2003/2/24,-0.25373602
788,2003/2/25,-0.25373602
789,2003/2/26,-0.25373602
790,2003/2/27,-0.24488187
791,2003/2/28,-0.24488187
792,2003/3/3,-0.24488187
793,2003/3/4,-0.24488187
794,2003/3/5,-0.24488187
795,2003/3/6,-0.24488187
796,2003/3/7,-0.24488187
797,2003/3/10,-0.24488187
798,2003/3/11,-0.24488187
799,2003/3/12,-0.24488187
800,2003/3/13,-0.24488187
801,2003/3/14,-0.24763428
802,2003/3/17,-0.24763428
803,2003/3/18,-0.24763428
804,2003/3/19,-0.24763428
805,2003/3/20,-0.24763428
806,2003/3/21,-0.24763428
807,2003/3/24,-0.24763428
808,2003/3/25,-0.24763428
809,2003/3/26,-0.24763428
810,2003/3/27,-0.24763428
811,2003/3/28,-0.24763428
812,2003/3/31,-0.23635712
813,2003/4/1,-0.23635712
814,2003/4/2,-0.23635712
815,2003/4/3,-0.23635712
816,2003/4/4,-0.23635712
817,2003/4/7,-0.23635712
818,2003/4/8,-0.23635712
819,2003/4/9,-0.23635712
820,2003/4/10,-0.23635712
821,2003/4/11,-0.23635712
822,2003/4/14,-0.24424204
823,2003/4/15,-0.24424204
824,2003/4/16,-0.24424204
825,2003/4/17,-0.24424204
826,2003/4/21,-0.24424204
827,2003/4/22,-0.24424204
828,2003/4/23,-0.24424204
829,2003/4/24,-0.24424204
830,2003/4/25,-0.24424204
831,2003/4/28,-0.24424204
832,2003/4/29,-0.24767601
833,2003/4/30,-0.24767601
834,2003/5/1,-0.24767601
835,2003/5/2,-0.24767601
836,2003/5/5,-0.24767601
837,2003/5/6,-0.24767601
838,2003/5/7,-0.24767601
839,2003/5/8,-0.24767601
840,2003/5/9,-0.24767601
841,2003/5/12,-0.24767601
842,2003/5/13,-0.24767601
843,2003/5/14,-0.24816617
844,2003/5/15,-0.24816617
845,2003/5/16,-0.24816617
846,2003/5/19,-0.24816617
847,2003/5/20,-0.24816617
848,2003/5/21,-0.24816617
849,2003/5/22,-0.24816617
850,2003/5/23,-0.24816617
851,2003/5/27,-0.24816617
852,2003/5/28,-0.24816617
853,2003/5/29,-0.24816617
854,2003/5/30,-0.2642935
855,2003/6/2,-0.2642935
856,2003/6/3,-0.2642935
857,2003/6/4,-0.2642935
858,2003/6/5,-0.2642935
859,2003/6/6,-0.2642935
860,2003/6/9,-0.2642935
861,2003/6/10,-0.2642935
862,2003/6/11,-0.2642935
863,2003/6/12,-0.2642935
864,2003/6/13,-0.2642935
865,2003/6/16,-0.25854036
866,2003/6/17,-0.25854036
867,2003/6/18,-0.25854036
868,2003/6/19,-0.25854036
869,2003/6/20,-0.25854036
870,2003/6/23,-0.25854036
871,2003/6/24,-0.25854036
872,2003/6/25,-0.25854036
873,2003/6/26,-0.25854036
