,Date,Value
140,2010/7/26,-2.0997722
141,2010/7/27,-2.0971768
142,2010/7/28,-2.0945845
143,2010/7/29,-2.0919955
144,2010/7/30,-2.0894096
145,2010/8/2,-2.0816705
146,2010/8/3,-2.079097
147,2010/8/4,-2.0765276
148,2010/8/5,-2.0739605
149,2010/8/6,-2.0713966
150,2010/8/9,-2.063723
151,2010/8/10,-2.0611713
152,2010/8/11,-2.0586224
153,2010/8/12,-2.0560765
154,2010/8/13,-2.053534
155,2010/8/16,-2.045924
156,2010/8/17,-2.0433931
157,2010/8/18,-2.0408654
158,2010/8/19,-2.0383403
159,2010/8/20,-2.0358186
160,2010/8/23,-2.02827
161,2010/8/24,-2.0257602
162,2010/8/25,-2.0232522
163,2010/8/26,-2.020748
164,2010/8/27,-2.0182462
165,2010/8/30,-2.0107582
166,2010/8/31,-2.008268
167,2010/9/1,-2.0057807
168,2010/9/2,-2.003296
169,2010/9/3,-2.000814
170,2010/9/7,-1.9909159
171,2010/9/8,-1.988448
172,2010/9/9,-1.9859827
173,2010/9/10,-1.9835204
174,2010/9/13,-1.9761493
175,2010/9/14,-1.9736977
176,2010/9/15,-1.9712489
177,2010/9/16,-1.9688028
178,2010/9/17,-1.9663595
179,2010/9/20,-1.9590446
180,2010/9/21,-1.9566118
181,2010/9/22,-1.9541817
182,2010/9/23,-1.951754
183,2010/9/24,-1.9493291
184,2010/9/27,-1.9420698
185,2010/9/28,-1.9396555
186,2010/9/29,-1.9372435
187,2010/9/30,-1.9348339
188,2010/10/1,-1.9324274
189,2010/10/4,-1.9252226
190,2010/10/5,-1.922826
191,2010/10/6,-1.920432
192,2010/10/7,-1.9180405
193,2010/10/8,-1.9156516
194,2010/10/11,-1.9084995
195,2010/10/12,-1.9061205
196,2010/10/13,-1.903744
197,2010/10/14,-1.90137
198,2010/10/15,-1.8989984
199,2010/10/18,-1.8918986
200,2010/10/19,-1.8895371
201,2010/10/20,-1.8871777
202,2010/10/21,-1.8848212
203,2010/10/22,-1.8824668
204,2010/10/25,-1.8754185
205,2010/10/26,-1.8730736
206,2010/10/27,-1.8707316
207,2010/10/28,-1.8683916
208,2010/10/29,-1.8660543
209,2010/11/1,-1.8590562
210,2010/11/2,-1.8567283
211,2010/11/3,-1.854403
212,2010/11/4,-1.8520799
213,2010/11/5,-1.849759
214,2010/11/8,-1.8428109
215,2010/11/9,-1.8404994
216,2010/11/10,-1.8381903
217,2010/11/11,-1.8358837
218,2010/11/12,-1.8335794
219,2010/11/15,-1.8266776
220,2010/11/16,-1.8243823
221,2010/11/17,-1.8220894
222,2010/11/18,-1.8197985
223,2010/11/19,-1.8175102
224,2010/11/22,-1.8106588
225,2010/11/23,-1.8083795
226,2010/11/24,-1.8061025
227,2010/11/26,-1.8015554
228,2010/11/29,-1.7947518
229,2010/11/30,-1.7924882
230,2010/12/1,-1.7902272
231,2010/12/2,-1.7879683
232,2010/12/3,-1.7857115
233,2010/12/6,-1.7789546
234,2010/12/7,-1.7767068
235,2010/12/8,-1.7744613
236,2010/12/9,-1.772218
237,2010/12/10,-1.7699767
238,2010/12/13,-1.7632666
239,2010/12/14,-1.7610343
240,2010/12/15,-1.7588038
241,2010/12/16,-1.7565761
242,2010/12/17,-1.7543502
243,2010/12/20,-1.7476858
244,2010/12/21,-1.7454686
245,2010/12/22,-1.7432566
246,2010/12/23,-1.741044
247,2010/12/27,-1.7322156
248,2010/12/28,-1.7300138
249,2010/12/29,-1.7278143
250,2010/12/30,-1.7256172
251,2010/12/31,-1.7234217
252,2011/1/3,-1.7168491
253,2011/1/4,-1.7146626
254,2011/1/5,-1.7124779
255,2011/1/6,-1.7102957
256,2011/1/7,-1.7081153
257,2011/1/10,-1.7015874
258,2011/1/11,-1.6994158
259,2011/1/12,-1.6972462
260,2011/1/13,-1.6950786
261,2011/1/14,-1.6929135
262,2011/1/18,-1.6842729
263,2011/1/19,-1.682118
264,2011/1/20,-1.6799655
265,2011/1/21,-1.6778147
266,2011/1/24,-1.6713824
267,2011/1/25,-1.669286
268,2011/1/26,-1.6671917
269,2011/1/27,-1.6650994
270,2011/1/28,-1.6630093
271,2011/1/31,-1.6567521
272,2011/2/1,-1.6546708
273,2011/2/2,-1.6525916
274,2011/2/3,-1.6505144
275,2011/2/4,-1.6484393
276,2011/2/7,-1.642227
277,2011/2/8,-1.6401606
278,2011/2/9,-1.6380961
279,2011/2/10,-1.6360339
280,2011/2/11,-1.6339737
281,2011/2/14,-1.6278057
282,2011/2/15,-1.6257541
283,2011/2/16,-1.6237044
284,2011/2/17,-1.6216569
285,2011/2/18,-1.6196117
286,2011/2/22,-1.6114511
287,2011/2/23,-1.609416
288,2011/2/24,-1.6073833
289,2011/2/25,-1.6053525
290,2011/2/28,-1.5992726
291,2011/3/1,-1.5972502
292,2011/3/2,-1.5952299
293,2011/3/3,-1.5932118
294,2011/3/4,-1.5911953
295,2011/3/7,-1.5851591
296,2011/3/8,-1.5831511
297,2011/3/9,-1.5811453
298,2011/3/10,-1.5791411
299,2011/3/11,-1.5771399
300,2011/3/14,-1.5711472
301,2011/3/15,-1.5691535
302,2011/3/16,-1.5671623
303,2011/3/17,-1.5651729
304,2011/3/18,-1.5631855
305,2011/3/21,-1.5572358
306,2011/3/22,-1.5552566
307,2011/3/23,-1.5532798
308,2011/3/24,-1.5513043
309,2011/3/25,-1.5493315
310,2011/3/28,-1.5434246
311,2011/3/29,-1.5414598
312,2011/3/30,-1.5394968
313,2011/3/31,-1.5375361
314,2011/4/1,-1.5355774
315,2011/4/4,-1.529713
316,2011/4/5,-1.5277624
317,2011/4/6,-1.5258138
318,2011/4/7,-1.5238671
319,2011/4/8,-1.5219228
320,2011/4/11,-1.5161009
321,2011/4/12,-1.5141643
322,2011/4/13,-1.5122298
323,2011/4/14,-1.5102973
324,2011/4/15,-1.5083671
325,2011/4/18,-1.5025874
326,2011/4/19,-1.500665
327,2011/4/20,-1.4987447
328,2011/4/21,-1.4968263
329,2011/4/25,-1.4891725
330,2011/4/26,-1.4872642
331,2011/4/27,-1.4853555
332,2011/4/28,-1.483451
333,2011/4/29,-1.4815484
334,2011/5/2,-1.4758527
335,2011/5/3,-1.473958
336,2011/5/4,-1.4720652
337,2011/5/5,-1.4701748
338,2011/5/6,-1.4682862
339,2011/5/9,-1.462632
340,2011/5/10,-1.460751
341,2011/5/11,-1.4588724
342,2011/5/12,-1.4569955
343,2011/5/13,-1.4551206
344,2011/5/16,-1.4495078
345,2011/5/17,-1.447641
346,2011/5/18,-1.445776
347,2011/5/19,-1.443913
348,2011/5/20,-1.442052
349,2011/5/23,-1.4364805
350,2011/5/24,-1.4346272
351,2011/5/25,-1.4327759
352,2011/5/26,-1.4309268
353,2011/5/27,-1.4290795
354,2011/5/31,-1.4217095
355,2011/6/1,-1.419872
356,2011/6/2,-1.4180365
357,2011/6/3,-1.4162028
358,2011/6/6,-1.4107134
359,2011/6/7,-1.4088876
360,2011/6/8,-1.4070635
361,2011/6/9,-1.4052414
362,2011/6/10,-1.4034215
363,2011/6/13,-1.397973
364,2011/6/14,-1.3961606
365,2011/6/15,-1.3943503
366,2011/6/16,-1.3925421
367,2011/6/17,-1.3907354
368,2011/6/20,-1.3853276
369,2011/6/21,-1.3835288
370,2011/6/22,-1.3817317
371,2011/6/23,-1.3799369
372,2011/6/24,-1.378144
373,2011/6/27,-1.3727764
374,2011/6/28,-1.3709912
375,2011/6/29,-1.3692079
376,2011/6/30,-1.3674265
377,2011/7/1,-1.3656468
378,2011/7/5,-1.3585477
379,2011/7/6,-1.3567778
380,2011/7/7,-1.3550098
381,2011/7/8,-1.3532437
382,2011/7/11,-1.3479565
383,2011/7/12,-1.346198
384,2011/7/13,-1.3444414
385,2011/7/14,-1.3426867
386,2011/7/15,-1.3409339
387,2011/7/18,-1.3356869
388,2011/7/19,-1.3339416
389,2011/7/20,-1.3321983
390,2011/7/21,-1.330457
391,2011/7/22,-1.3287172
392,2011/7/25,-1.3235099
393,2011/7/26,-1.321778
394,2011/7/27,-1.320048
395,2011/7/28,-1.3183197
396,2011/7/29,-1.3165935
397,2011/8/1,-1.3114258
398,2011/8/2,-1.309707
399,2011/8/3,-1.3079901
400,2011/8/4,-1.3062749
401,2011/8/5,-1.304564
402,2011/8/8,-1.2994363
403,2011/8/9,-1.2977307
404,2011/8/10,-1.296027
405,2011/8/11,-1.2943289
406,2011/8/12,-1.2927321
407,2011/8/15,-1.2879527
408,2011/8/16,-1.2863631
409,2011/8/17,-1.2847755
410,2011/8/18,-1.2831895
411,2011/8/19,-1.2816051
412,2011/8/22,-1.2768636
413,2011/8/23,-1.2752867
414,2011/8/24,-1.2737114
415,2011/8/25,-1.272138
416,2011/8/26,-1.2705665
417,2011/8/29,-1.2658626
418,2011/8/30,-1.264298
419,2011/8/31,-1.2627355
420,2011/9/1,-1.2611746
421,2011/9/2,-1.2596154
422,2011/9/6,-1.253397
423,2011/9/7,-1.2518467
424,2011/9/8,-1.2502983
425,2011/9/9,-1.2487515
426,2011/9/12,-1.2441223
427,2011/9/13,-1.2425827
428,2011/9/14,-1.2410449
429,2011/9/15,-1.2395089
430,2011/9/16,-1.2379745
431,2011/9/19,-1.2333825
432,2011/9/20,-1.2318552
433,2011/9/21,-1.2303296
434,2011/9/22,-1.228806
435,2011/9/23,-1.2272838
436,2011/9/26,-1.2227285
437,2011/9/27,-1.2212135
438,2011/9/28,-1.2197003
439,2011/9/29,-1.2181889
440,2011/9/30,-1.2166793
441,2011/10/3,-1.2121607
442,2011/10/4,-1.210658
443,2011/10/5,-1.2091569
444,2011/10/6,-1.2076578
445,2011/10/7,-1.2061603
446,2011/10/10,-1.2016783
447,2011/10/11,-1.2001874
448,2011/10/12,-1.1986986
449,2011/10/13,-1.1972116
450,2011/10/14,-1.1957262
451,2011/10/17,-1.1912804
452,2011/10/18,-1.189802
453,2011/10/19,-1.1883253
454,2011/10/20,-1.1868502
455,2011/10/21,-1.1853768
456,2011/10/24,-1.180967
457,2011/10/25,-1.1795008
458,2011/10/26,-1.178036
459,2011/10/27,-1.1765728
460,2011/10/28,-1.1751115
461,2011/10/31,-1.1707379
462,2011/11/1,-1.1692833
463,2011/11/2,-1.1678307
464,2011/11/3,-1.1663795
465,2011/11/4,-1.16493
466,2011/11/7,-1.1605918
467,2011/11/8,-1.1591494
468,2011/11/9,-1.1577084
469,2011/11/10,-1.1562692
470,2011/11/11,-1.1548318
471,2011/11/14,-1.1505291
472,2011/11/15,-1.1490985
473,2011/11/16,-1.1476693
474,2011/11/17,-1.1462418
475,2011/11/18,-1.1448163
476,2011/11/21,-1.1405491
477,2011/11/22,-1.1391298
478,2011/11/23,-1.1377125
479,2011/11/25,-1.1348828
480,2011/11/28,-1.130651
481,2011/11/29,-1.1292436
482,2011/11/30,-1.1278379
483,2011/12/1,-1.1264337
484,2011/12/2,-1.1250315
485,2011/12/5,-1.1208344
486,2011/12/6,-1.1194388
487,2011/12/7,-1.1180447
488,2011/12/8,-1.1166523
489,2011/12/9,-1.1152614
490,2011/12/12,-1.1110983
491,2011/12/13,-1.1097143
492,2011/12/14,-1.1083314
493,2011/12/15,-1.1069508
494,2011/12/16,-1.1055716
495,2011/12/19,-1.1014436
496,2011/12/20,-1.1000707
497,2011/12/21,-1.0986997
498,2011/12/22,-1.0973301
499,2011/12/23,-1.0959624
500,2011/12/27,-1.0905073
501,2011/12/28,-1.0891477
502,2011/12/29,-1.0877895
503,2011/12/30,-1.086433
504,2012/1/3,-1.0810232
505,2012/1/4,-1.0796747
506,2012/1/5,-1.078328
507,2012/1/6,-1.0769829
508,2012/1/9,-1.0729566
509,2012/1/10,-1.0716176
510,2012/1/11,-1.0702804
511,2012/1/12,-1.0689447
512,2012/1/13,-1.0676104
513,2012/1/17,-1.06229
514,2012/1/18,-1.0609637
515,2012/1/19,-1.059639
516,2012/1/20,-1.0583333
517,2012/1/23,-1.0544477
518,2012/1/24,-1.0531555
519,2012/1/25,-1.0518645
520,2012/1/26,-1.0505755
521,2012/1/27,-1.0492878
522,2012/1/30,-1.045434
523,2012/1/31,-1.0441521
524,2012/2/1,-1.0428722
525,2012/2/2,-1.0415934
526,2012/2/3,-1.0403165
527,2012/2/6,-1.0364941
528,2012/2/7,-1.0352229
529,2012/2/8,-1.0339534
530,2012/2/9,-1.0326853
531,2012/2/10,-1.0314188
532,2012/2/13,-1.0276277
533,2012/2/14,-1.026367
534,2012/2/15,-1.0251077
535,2012/2/16,-1.0238502
536,2012/2/17,-1.0225941
537,2012/2/21,-1.0175838
538,2012/2/22,-1.016335
539,2012/2/23,-1.0150876
540,2012/2/24,-1.0138415
541,2012/2/27,-1.0101125
542,2012/2/28,-1.0088724
543,2012/2/29,-1.0076342
544,2012/3/1,-1.0063967
545,2012/3/2,-1.005161
546,2012/3/5,-1.0014625
547,2012/3/6,-1.0002326
548,2012/3/7,-0.999004
549,2012/3/8,-0.997777
550,2012/3/9,-0.99655133
551,2012/3/12,-0.9928834
552,2012/3/13,-0.9916632
553,2012/3/14,-0.99044484
554,2012/3/15,-0.9892277
555,2012/3/16,-0.9880124
556,2012/3/19,-0.98437405
557,2012/3/20,-0.9831643
558,2012/3/21,-0.9819558
559,2012/3/22,-0.98074865
560,2012/3/23,-0.97954303
561,2012/3/26,-0.9759346
562,2012/3/27,-0.97473466
563,2012/3/28,-0.9735361
564,2012/3/29,-0.9723391
565,2012/3/30,-0.9711432
566,2012/4/2,-0.96756613
567,2012/4/3,-0.9663761
568,2012/4/4,-0.9651875
569,2012/4/5,-0.96400017
570,2012/4/9,-0.9592649
571,2012/4/10,-0.95808464
572,2012/4/11,-0.95690566
573,2012/4/12,-0.9557282
574,2012/4/13,-0.9545519
575,2012/4/16,-0.9510315
576,2012/4/17,-0.9498609
577,2012/4/18,-0.94869155
578,2012/4/19,-0.9475236
579,2012/4/20,-0.9463571
580,2012/4/23,-0.94286567
581,2012/4/24,-0.9417046
582,2012/4/25,-0.94054455
583,2012/4/26,-0.9393863
584,2012/4/27,-0.9382294
585,2012/4/30,-0.9347663
586,2012/5/1,-0.9336147
587,2012/5/2,-0.9324644
588,2012/5/3,-0.93131536
589,2012/5/4,-0.93016803
590,2012/5/7,-0.92673314
591,2012/5/8,-0.92559105
592,2012/5/9,-0.9244501
593,2012/5/10,-0.9233106
594,2012/5/11,-0.92217237
595,2012/5/14,-0.9187657
596,2012/5/15,-0.91763294
597,2012/5/16,-0.9165012
598,2012/5/17,-0.9153709
599,2012/5/18,-0.914242
600,2012/5/21,-0.9108632
601,2012/5/22,-0.90973943
602,2012/5/23,-0.9086174
603,2012/5/24,-0.907496
604,2012/5/25,-0.9063762
605,2012/5/29,-0.9019107
606,2012/5/30,-0.9007971
607,2012/5/31,-0.89968544
608,2012/6/1,-0.89857733
609,2012/6/4,-0.89525366
610,2012/6/5,-0.8941483
611,2012/6/6,-0.89304435
612,2012/6/7,-0.8919417
613,2012/6/8,-0.89084005
614,2012/6/11,-0.88754356
615,2012/6/12,-0.88644737
616,2012/6/13,-0.88535243
617,2012/6/14,-0.8842588
618,2012/6/15,-0.88316625
619,2012/6/18,-0.8798966
620,2012/6/19,-0.8788093
621,2012/6/20,-0.87772334
622,2012/6/21,-0.8766386
623,2012/6/22,-0.875555
624,2012/6/25,-0.8723121
625,2012/6/26,-0.8712335
626,2012/6/27,-0.8701565
627,2012/6/28,-0.8690805
628,2012/6/29,-0.86800575
629,2012/7/2,-0.86478925
630,2012/7/3,-0.86371964
631,2012/7/5,-0.8615839
632,2012/7/6,-0.86051804
633,2012/7/9,-0.8573278
634,2012/7/10,-0.85626674
635,2012/7/11,-0.85520697
636,2012/7/12,-0.85414857
637,2012/7/13,-0.8530913
638,2012/7/16,-0.8499271
639,2012/7/17,-0.8488745
640,2012/7/18,-0.84782356
641,2012/7/19,-0.84677386
642,2012/7/20,-0.84572506
643,2012/7/23,-0.84258634
644,2012/7/24,-0.84154266
645,2012/7/25,-0.8405002
646,2012/7/26,-0.839459
647,2012/7/27,-0.8384189
648,2012/7/30,-0.83530587
649,2012/7/31,-0.8342708
650,2012/8/1,-0.8332367
651,2012/8/2,-0.8322039
652,2012/8/3,-0.8311724
653,2012/8/6,-0.8280847
654,2012/8/7,-0.82705784
655,2012/8/8,-0.8260323
656,2012/8/9,-0.8250078
657,2012/8/10,-0.8239857
658,2012/8/13,-0.8209296
659,2012/8/14,-0.8199131
660,2012/8/15,-0.8188978
661,2012/8/16,-0.8178839
662,2012/8/17,-0.816871
663,2012/8/20,-0.81383955
664,2012/8/21,-0.8128314
665,2012/8/22,-0.8118245
666,2012/8/23,-0.81081873
667,2012/8/24,-0.80981404
668,2012/8/27,-0.8068074
669,2012/8/28,-0.80580753
670,2012/8/29,-0.8048086
671,2012/8/30,-0.80381113
672,2012/8/31,-0.80281466
673,2012/9/4,-0.7988406
674,2012/9/5,-0.79784995
675,2012/9/6,-0.7968605
676,2012/9/7,-0.79587203
677,2012/9/10,-0.7929141
678,2012/9/11,-0.79193026
679,2012/9/12,-0.79094774
680,2012/9/13,-0.78996634
681,2012/9/14,-0.78898597
682,2012/9/17,-0.786052
683,2012/9/18,-0.78507626
684,2012/9/19,-0.78410167
685,2012/9/20,-0.78312814
686,2012/9/21,-0.7821558
687,2012/9/24,-0.7792459
688,2012/9/25,-0.778278
689,2012/9/26,-0.77731127
690,2012/9/27,-0.7763419
691,2012/9/28,-0.77529544
692,2012/10/1,-0.77216417
693,2012/10/2,-0.7711229
694,2012/10/3,-0.77008086
695,2012/10/4,-0.76904184
696,2012/10/5,-0.76800394
697,2012/10/8,-0.7648978
698,2012/10/9,-0.76386464
699,2012/10/10,-0.76283276
700,2012/10/11,-0.761802
701,2012/10/12,-0.76077265
702,2012/10/15,-0.7576912
703,2012/10/16,-0.7566665
704,2012/10/17,-0.75564295
705,2012/10/18,-0.75462055
706,2012/10/19,-0.75359946
707,2012/10/22,-0.7505428
708,2012/10/23,-0.74952626
709,2012/10/24,-0.748511
710,2012/10/25,-0.747497
711,2012/10/26,-0.7464839
712,2012/10/31,-0.7414364
713,2012/11/1,-0.7404306
714,2012/11/2,-0.73942554
715,2012/11/5,-0.7364182
716,2012/11/6,-0.73541796
717,2012/11/7,-0.7344189
718,2012/11/8,-0.73342097
719,2012/11/9,-0.7324241
720,2012/11/12,-0.72944087
721,2012/11/13,-0.72844875
722,2012/11/14,-0.7274577
723,2012/11/15,-0.7264676
724,2012/11/16,-0.72547895
725,2012/11/19,-0.72251964
726,2012/11/20,-0.7215354
727,2012/11/21,-0.7205524
728,2012/11/23,-0.7185897
729,2012/11/26,-0.7156541
730,2012/11/27,-0.71467775
731,2012/11/28,-0.7137027
732,2012/11/29,-0.71272874
733,2012/11/30,-0.71175575
734,2012/12/3,-0.7088438
735,2012/12/4,-0.7078755
736,2012/12/5,-0.70690817
737,2012/12/6,-0.70594186
738,2012/12/7,-0.70497674
739,2012/12/10,-0.70208824
740,2012/12/11,-0.70112765
741,2012/12/12,-0.70016813
742,2012/12/13,-0.69920963
743,2012/12/14,-0.6982524
744,2012/12/17,-0.695386
745,2012/12/18,-0.6944329
746,2012/12/19,-0.693481
747,2012/12/20,-0.6925303
748,2012/12/21,-0.69158065
749,2012/12/24,-0.6887381
750,2012/12/26,-0.6868485
751,2012/12/27,-0.6859054
752,2012/12/28,-0.6849634
753,2012/12/31,-0.6821436
754,2013/1/2,-0.68026924
755,2013/1/3,-0.6793336
756,2013/1/4,-0.67839926
757,2013/1/7,-0.675602
758,2013/1/8,-0.67467177
759,2013/1/9,-0.67374265
760,2013/1/10,-0.6728147
761,2013/1/11,-0.6718877
762,2013/1/14,-0.66911304
763,2013/1/15,-0.66819024
764,2013/1/16,-0.6672686
765,2013/1/17,-0.6663479
766,2013/1/18,-0.6654282
767,2013/1/22,-0.6617605
768,2013/1/23,-0.66084623
769,2013/1/24,-0.6599329
770,2013/1/25,-0.6590207
771,2013/1/28,-0.6562905
772,2013/1/29,-0.6553823
773,2013/1/30,-0.6544753
774,2013/1/31,-0.6535694
775,2013/2/1,-0.65266436
776,2013/2/4,-0.6499561
777,2013/2/5,-0.64905506
778,2013/2/6,-0.64815545
779,2013/2/7,-0.64725673
780,2013/2/8,-0.6463591
781,2013/2/11,-0.6436722
782,2013/2/12,-0.64277864
783,2013/2/13,-0.6418862
784,2013/2/14,-0.6409946
785,2013/2/15,-0.64010423
786,2013/2/19,-0.6365525
787,2013/2/20,-0.6356672
788,2013/2/21,-0.63478285
789,2013/2/22,-0.63389945
790,2013/2/25,-0.6312554
791,2013/2/26,-0.6303763
792,2013/2/27,-0.6294973
793,2013/2/28,-0.62861997
794,2013/3/1,-0.6277436
795,2013/3/4,-0.6251208
796,2013/3/5,-0.6242485
797,2013/3/6,-0.6233772
798,2013/3/7,-0.6225067
799,2013/3/8,-0.6216376
800,2013/3/11,-0.6190357
801,2013/3/12,-0.6181704
802,2013/3/13,-0.61730593
803,2013/3/14,-0.6164426
804,2013/3/15,-0.61558026
805,2013/3/18,-0.61299914
806,2013/3/19,-0.6121407
807,2013/3/20,-0.61128336
808,2013/3/21,-0.61042684
809,2013/3/22,-0.6095714
810,2013/3/25,-0.6070109
811,2013/3/26,-0.6061595
812,2013/3/27,-0.60530895
813,2013/3/28,-0.6044593
814,2013/4/1,-0.60107046
815,2013/4/2,-0.60022587
816,2013/4/3,-0.599382
817,2013/4/4,-0.59853935
818,2013/4/5,-0.59769744
819,2013/4/8,-0.59517753
820,2013/4/9,-0.59433967
821,2013/4/10,-0.5935026
822,2013/4/11,-0.5926664
823,2013/4/12,-0.59183127
824,2013/4/15,-0.5893317
825,2013/4/16,-0.5885004
826,2013/4/17,-0.5876699
827,2013/4/18,-0.5868405
828,2013/4/19,-0.58601207
829,2013/4/22,-0.58353245
830,2013/4/23,-0.58270776
831,2013/4/24,-0.5818839
832,2013/4/25,-0.58106124
833,2013/4/26,-0.5802394
834,2013/4/29,-0.5777795
835,2013/4/30,-0.5769613
836,2013/5/1,-0.57614404
837,2013/5/2,-0.57532793
838,2013/5/3,-0.5745127
839,2013/5/6,-0.5720723
840,2013/5/7,-0.57126063
841,2013/5/8,-0.5704502
842,2013/5/9,-0.5696404
843,2013/5/10,-0.5688316
844,2013/5/13,-0.56641096
845,2013/5/14,-0.5656056
846,2013/5/15,-0.5647988
847,2013/5/16,-0.5639954
848,2013/5/17,-0.5631931
849,2013/5/20,-0.5607912
850,2013/5/21,-0.5599924
851,2013/5/22,-0.5591946
852,2013/5/23,-0.5583975
853,2013/5/24,-0.55760145
854,2013/5/28,-0.5544263
855,2013/5/29,-0.5536348
856,2013/5/30,-0.5528442
857,2013/5/31,-0.55205435
858,2013/6/3,-0.5496907
859,2013/6/4,-0.5489046
860,2013/6/5,-0.5481193
861,2013/6/6,-0.5473349
862,2013/6/7,-0.54655147
863,2013/6/10,-0.54420644
864,2013/6/11,-0.54342645
865,2013/6/12,-0.5426475
866,2013/6/13,-0.54186946
867,2013/6/14,-0.5410922
868,2013/6/17,-0.5387657
869,2013/6/18,-0.5379922
870,2013/6/19,-0.5372193
871,2013/6/20,-0.5364473
872,2013/6/21,-0.53567624
873,2013/6/24,-0.5333683
874,2013/6/25,-0.53260076
875,2013/6/26,-0.531834
876,2013/6/27,-0.53106815
877,2013/6/28,-0.5303032
878,2013/7/1,-0.52801365
879,2013/7/2,-0.5272522
