,Date,ethernet,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
10,0.00275,2.7232282,1.6821835,1.6986165,2.5355277,2.728671,1.5846254,2.551165,1.510509,2.2063212,2.8141508,2.1248298,1.900658,1.4791412,2.3438811,1.313283,1.9551276,1.8458973,1.0514805,2.1135635,2.1918268,1.9470904,1.2160941,2.8760748,1.9599065,2.2317452,2.5955145,3.0496383,2.81171,2.6402092,2.520902,2.4419432,2.964098,1.3720008,2.1538615,1.1213005,2.4243922,1.5479046,2.2526422,1.8962524,1.7131569,1.3383975,2.589222,1.6263677,0.60355175,1.6973304,2.0629594,2.5901828,1.4713347,2.3914106,1.7835002,2.3989644,1.4978983,2.2923913,2.1959558,2.5898817,2.2501874,1.9572439,2.1772423,2.7370815,1.6981843,1.0965692,2.1605377,2.3912282,2.4151585,2.0841331,1.6903458,2.3106508,2.6025903,2.6232855,1.937926,2.4288883,1.8655179,2.4351244,2.7207303,1.8989242,1.9116294,1.9471364,1.9686469,2.033012,2.725078,2.2670026,2.0697653,2.3392541,2.324124,1.5154121,2.3643603,1.9374359,2.0163486,1.5769994,2.2170098,1.8407109,1.8868213,1.6526814,2.3229003,3.1323743,2.17702,1.1418585,2.6133142,1.9137866,1.8181052,1.9875953
11,0.003,-0.16864602,1.6862924,1.5993637,2.5373478,2.5411172,1.4640009,2.485399,1.4425063,2.176966,2.8515935,2.2225692,1.8285984,1.3592409,2.3587232,1.2529466,2.0518885,1.7486103,0.88403016,2.1857579,2.163506,1.9516037,1.1943505,3.0988183,2.056638,2.3701458,2.440926,3.051952,3.0603437,2.6058593,2.472866,2.5575843,3.0534515,1.1842366,2.1528537,1.1699628,2.3927634,1.6064582,2.1461852,1.732306,1.7444638,1.2353631,2.6813772,1.5644677,0.50213355,1.5051856,2.1671655,2.8226547,1.6131603,2.353355,1.7437589,2.4112294,1.4416182,2.28286,2.1928203,2.636253,2.2615464,1.9926486,2.2102005,2.850358,1.8086344,1.0477648,2.2455904,2.4211934,2.3737168,2.0865579,1.6189452,2.44722,2.564174,2.58103,1.987782,2.4280944,1.9670056,2.3957248,2.7327647,1.9429016,1.754589,2.0025551,2.0327525,1.8576522,2.8772533,2.1765637,2.1119938,2.3837774,2.3149123,1.4627128,2.4102361,1.8642832,1.9332598,1.6309993,2.2368455,1.8568835,1.7011319,1.7451131,2.2356052,3.1548376,2.11724,1.1846431,2.71694,1.9772991,1.645196,2.070262
12,0.00325,-0.13818233,1.6904013,1.5001109,2.5391676,2.3535635,1.3433766,2.419633,1.3745034,2.1476107,2.889036,2.3203087,1.7565386,1.2393407,2.3735652,1.1926104,2.1486492,1.6513232,0.7165798,2.2579522,2.1351852,1.9561169,1.172607,3.3215618,2.1533694,2.5085459,2.2863374,3.0542653,3.308978,2.5715091,2.4248304,2.6732254,3.1428053,0.9964724,2.151846,1.2186251,2.3611348,1.6650119,2.0397282,1.5683596,1.7757707,1.1323289,2.7735324,1.5025675,0.40071535,1.3130409,2.2713714,3.0551267,1.7549858,2.315299,1.7040178,2.4234946,1.385338,2.2733288,2.189685,2.6826243,2.2729056,2.0280533,2.243159,2.9636343,1.9190845,0.99896044,2.3306432,2.4511585,2.332275,2.0889828,1.5475448,2.5837896,2.5257573,2.538774,2.037638,2.4273005,2.0684936,2.3563254,2.744799,1.9868789,1.5975485,2.057974,2.0968583,1.6822926,3.0294287,2.0861247,2.1542225,2.4283006,2.3057005,1.4100134,2.456112,1.7911305,1.8501711,1.6849992,2.2566814,1.8730563,1.5154426,1.8375447,2.1483102,3.177301,2.05746,1.2274278,2.8205657,2.0408118,1.4722865,2.1529288
13,0.0035,1.6308875,1.6480131,1.5570154,2.6037633,2.341154,1.2515161,2.4624665,1.4499177,2.0750692,2.9241717,2.40978,1.7390848,1.2884588,2.4907026,1.1348176,2.2528477,1.6622508,0.6336112,2.2374413,2.1065974,1.7749754,1.2151854,3.2896314,2.126297,2.3971045,2.3406546,3.0959895,3.3985574,2.600472,2.301334,2.650051,3.1224353,1.2709033,2.1562862,1.1069889,2.4455104,1.7839459,2.1387258,1.5053152,1.7777969,1.1506064,2.546558,1.5122278,0.20259145,1.283004,2.2314248,3.151994,1.74426,2.3543086,1.5499104,2.500532,1.4798187,2.16378,2.214415,2.665559,2.231042,2.0347786,2.0831122,2.8823102,1.8367643,0.98112845,2.3228712,2.4107723,2.52409,2.2108977,1.5388745,2.6127372,2.4365559,2.6724415,1.8507156,2.4744453,2.054033,2.4541657,2.5523424,1.9052937,1.5538764,2.0152137,2.1406627,1.6229153,3.0811033,2.138426,2.2488356,2.5014832,2.363542,1.4179924,2.5697036,1.8703282,1.9312415,1.8122096,2.3418968,1.8515395,1.5744672,1.8223383,2.2320824,3.2151446,2.035929,1.420286,2.9265065,1.9976188,1.4635425,2.294025
14,0.00375,2.8342032,1.6056249,1.6139197,2.6683588,2.3287446,1.1596557,2.5053,1.5253317,2.0025277,2.9593077,2.4992514,1.7216308,1.3375769,2.60784,1.0770249,2.3570461,1.6731782,0.5506427,2.2169304,2.0780098,1.5938339,1.2577639,3.257701,2.0992246,2.2856631,2.3949718,3.1377134,3.4881368,2.6294348,2.1778376,2.6268768,3.102065,1.545334,2.1607265,0.9953529,2.5298858,1.90288,2.2377234,1.4422708,1.7798231,1.168884,2.319584,1.521888,0.004467711,1.2529671,2.1914787,3.2488608,1.7335341,2.393318,1.3958032,2.577569,1.5742993,2.0542314,2.2391448,2.6484942,2.189178,2.041504,1.9230655,2.8009863,1.7544441,0.96329653,2.3150992,2.370386,2.715905,2.3328123,1.5302043,2.6416845,2.3473544,2.806109,1.6637933,2.5215902,2.0395727,2.5520058,2.3598862,1.8237088,1.5102043,1.9724531,2.184467,1.5635381,3.1327777,2.1907272,2.3434486,2.574666,2.4213839,1.4259712,2.6832952,1.9495256,2.012312,1.93942,2.427112,1.8300227,1.633492,1.8071319,2.3158545,3.2529883,2.0143979,1.6131442,3.0324476,1.9544258,1.4547985,2.435121
15,0.004,-0.2883248,1.5632367,1.6708243,2.7329547,2.3163352,1.0677952,2.5481339,1.6007462,1.929986,2.9944437,2.5887225,1.7041769,1.3866951,2.7249775,1.0192322,2.4612446,1.6841059,0.46767408,2.1964195,2.0494223,1.4126923,1.3003422,3.2257705,2.0721521,2.1742218,2.4492893,3.1794376,3.577716,2.6583977,2.054341,2.6037025,3.0816948,1.8197651,2.1651669,0.8837167,2.6142614,2.0218139,2.336721,1.3792262,1.7818491,1.1871616,2.092609,1.5315483,-0.19365638,1.2229302,2.1515322,3.345728,1.7228081,2.4323273,1.2416956,2.654606,1.6687802,1.9446825,2.263875,2.6314292,2.147314,2.0482295,1.7630186,2.719662,1.6721238,0.9454645,2.3073273,2.3299994,2.90772,2.4547272,1.5215341,2.6706324,2.2581525,2.939777,1.4768708,2.5687351,2.0251122,2.649846,2.1674294,1.7421235,1.4665321,1.9296925,2.2282717,1.5041606,3.1844523,2.2430286,2.4380617,2.6478488,2.4792254,1.43395,2.796887,2.0287232,2.0933824,2.0666304,2.5123272,1.8085059,1.6925168,1.7919254,2.3996272,3.290832,1.9928668,1.8060026,3.1383886,1.9112327,1.4460545,2.5762172
16,0.00425,-0.118598536,1.5208485,1.7277287,2.7975504,2.3039258,0.9759346,2.5909674,1.6761605,1.8574444,3.0295794,2.6781938,1.6867231,1.4358132,2.8421152,0.9614394,2.565443,1.6950333,0.3847055,2.1759086,2.0208344,1.2315507,1.3429207,3.19384,2.0450795,2.0627804,2.5036066,3.2211618,3.6672955,2.6873605,1.9308445,2.5805283,3.0613248,2.094196,2.1696072,0.77208054,2.698637,2.140748,2.4357185,1.3161817,1.7838753,1.2054391,1.8656346,1.5412084,-0.3917803,1.1928933,2.1115856,3.4425952,1.7120823,2.4713368,1.0875883,2.7316434,1.763261,1.8351337,2.288605,2.614364,2.1054502,2.0549548,1.6029718,2.6383379,1.5898036,0.9276325,2.299555,2.2896132,3.0995352,2.576642,1.5128638,2.6995797,2.168951,3.0734444,1.2899485,2.61588,2.0106516,2.7476864,1.974973,1.6605384,1.42286,1.886932,2.2720761,1.4447833,3.236127,2.29533,2.5326748,2.7210314,2.537067,1.4419289,2.9104786,2.107921,2.1744528,2.1938407,2.5975425,1.7869891,1.7515414,1.7767191,2.4833994,3.328676,1.9713355,1.9988608,3.2443295,1.8680396,1.4373103,2.7173133
17,0.0045,-0.12947842,1.5565202,1.8419216,2.9069366,2.339971,0.7343886,2.6009362,1.6667507,1.8162025,2.9849482,2.582235,1.6044393,1.275139,2.800224,1.0799847,2.7738938,1.7487022,0.33554494,2.2545795,2.1106138,1.3014529,1.5011733,3.1147447,1.9329762,2.002417,2.3174133,3.2007031,3.57066,2.8112533,1.8524691,2.6287875,3.1167104,2.2444806,2.3888578,0.67306274,2.598187,2.0165186,2.3945024,1.3092993,1.8738894,1.1634568,1.7881858,1.5095725,-0.35353398,1.0994269,1.9782758,3.457552,1.7243817,2.4910216,0.96410334,2.716999,1.7176808,1.9192784,2.2896454,2.6460085,2.220822,1.8848102,1.5805091,2.5873592,1.5863214,0.9090785,2.249278,2.4067194,3.2113657,2.7557063,1.549716,2.774479,2.2609026,3.1495423,1.4672157,2.409513,2.0824394,2.5714843,2.076091,1.6069313,1.6500732,2.0694187,2.2177224,1.6065905,3.1238728,2.3979406,2.4882793,2.8847847,2.4518344,1.4102086,2.852469,2.1086411,2.2329946,1.9563035,2.5675259,1.8243775,1.6691301,1.7399237,2.5381613,3.237112,1.9834223,2.0457048,3.3825989,1.8258291,1.4785657,2.6286254
18,0.00475,-0.29050076,1.5921917,1.9561148,3.0163229,2.3760166,0.4928421,2.6109047,1.657341,1.7749605,2.9403164,2.486276,1.5221553,1.1144644,2.7583327,1.1985301,2.9823446,1.8023713,0.2863843,2.3332508,2.2003934,1.371355,1.6594261,3.0356493,1.8208725,1.9420536,2.1312199,3.1802444,3.4740245,2.9351463,1.7740935,2.677047,3.1720963,2.3947654,2.608109,0.5740447,2.497737,1.8922889,2.353286,1.302417,1.9639037,1.1214744,1.710737,1.4779365,-0.3152876,1.0059602,1.8449657,3.4725087,1.7366812,2.5107064,0.84061813,2.7023544,1.6721005,2.0034232,2.2906857,2.677653,2.3361943,1.7146652,1.5580462,2.5363803,1.5828389,0.8905244,2.1990006,2.5238256,3.3231962,2.934771,1.5865681,2.849378,2.3528545,3.2256403,1.6444832,2.2031457,2.1542275,2.3952823,2.1772094,1.553324,1.8772867,2.2519057,2.1633687,1.768398,3.0116186,2.5005515,2.443884,3.048538,2.3666015,1.3784881,2.7944593,2.1093616,2.2915366,1.7187657,2.537509,1.8617662,1.5867186,1.7031281,2.5929232,3.1455476,1.9955091,2.0925488,3.5208683,1.7836186,1.5198212,2.5399375
19,0.005,-0.21760552,1.6278634,2.0703077,3.1257093,2.412062,0.2512956,2.6208735,1.6479313,1.7337186,2.8956847,2.3903167,1.4398713,0.95378983,2.7164416,1.3170755,3.1907957,1.8560402,0.23722367,2.411922,2.290173,1.4412574,1.8176789,2.956554,1.7087691,1.8816903,1.9450262,3.1597857,3.3773887,3.059039,1.6957179,2.7253065,3.2274818,2.5450504,2.8273597,0.47502673,2.397287,1.768059,2.3120697,1.2955346,2.0539181,1.079492,1.633288,1.4463005,-0.2770412,0.9124936,1.7116556,3.4874654,1.7489808,2.530391,0.7171329,2.6877098,1.6265203,2.0875678,2.2917259,2.7092977,2.4515665,1.5445204,1.5355834,2.4854016,1.5793566,0.8719703,2.1487234,2.6409318,3.4350266,3.1138358,1.6234204,2.9242773,2.444806,3.3017385,1.8217508,1.9967785,2.2260156,2.21908,2.2783277,1.4997169,2.1045003,2.4343927,2.109015,1.9302053,2.899364,2.6031623,2.3994884,3.2122915,2.2813687,1.3467677,2.7364495,2.110082,2.3500786,1.481228,2.507492,1.8991548,1.504307,1.6663326,2.647685,3.0539837,2.0075958,2.139393,3.6591382,1.7414081,1.5610768,2.4512496
20,0.00525,-0.18278988,1.663535,2.184501,3.2350955,2.4481072,0.0097490875,2.6308422,1.6385216,1.6924765,2.8510532,2.2943575,1.3575873,0.7931153,2.6745503,1.4356209,3.3992467,1.9097092,0.18806303,2.490593,2.3799527,1.5111597,1.9759318,2.8774586,1.5966655,1.8213269,1.7588326,3.1393268,3.2807531,3.1829321,1.6173425,2.7735658,3.2828674,2.6953351,3.0466108,0.37600875,2.2968364,1.6438292,2.2708533,1.2886523,2.1439323,1.0375096,1.5558391,1.4146644,-0.23879479,0.81902695,1.5783455,3.502422,1.7612802,2.5500758,0.59364766,2.6730652,1.5809401,2.1717129,2.292766,2.7409425,2.5669386,1.3743755,1.5131205,2.4344227,1.5758742,0.8534162,2.098446,2.758038,3.5468574,3.2929003,1.6602726,2.9991763,2.536758,3.3778365,1.9990183,1.7904111,2.2978034,2.0428777,2.379446,1.4461095,2.3317137,2.6168797,2.0546613,2.092013,2.7871096,2.705773,2.355093,3.3760448,2.1961362,1.3150474,2.6784399,2.1108022,2.4086204,1.2436903,2.4774752,1.9365433,1.4218955,1.629537,2.702447,2.9624193,2.0196826,2.1862373,3.7974074,1.6991974,1.6023324,2.3625612
21,0.0055,-0.29050076,1.7401044,2.0984883,3.2026405,2.3947098,-0.07647387,2.6568353,1.6312938,1.6886528,2.870487,2.3082507,1.1909564,0.8033922,2.4995441,1.4318507,3.2335556,2.0268078,0.077601865,2.4284167,2.288122,1.639678,1.8931268,2.7742493,1.703767,1.8536102,1.7421072,3.1273787,3.1733365,3.1278543,1.6165093,2.7799592,3.2724397,2.8171144,3.0354419,0.49803478,2.3109243,1.6092869,2.2001815,1.3571616,2.155883,1.2556589,1.5436907,1.3708928,-0.2530563,0.856839,1.5492373,3.2962499,1.8553257,2.6238186,0.5206993,2.7478416,1.5471368,2.2042289,2.2915747,2.5586383,2.7368605,1.449681,1.552646,2.312237,1.4208281,0.8128005,2.1595647,2.837848,3.577386,3.2859354,1.7337877,2.8513637,2.6661325,3.3923032,2.059303,1.8387662,2.401013,1.9236575,2.4838686,1.381753,2.3262866,2.7309532,2.0124586,2.108468,2.8712327,2.7008915,2.3328278,3.3091464,2.1869812,1.2963552,2.8266058,2.1558592,2.5181491,1.125293,2.5160513,1.8087301,1.3809111,1.4839277,2.6063616,2.9140716,2.0933936,2.0742142,3.7353325,1.5610538,1.5775661,2.29517
