"t","x"
"233",-0.39
"234",-0.19
"235",-0.08
"236",-0.05
"237",-0.25
"238",-0.24
"239",-0.36
"240",-0.06
"241",0.27
"242",-0.28
"243",-0.76
"244",-0.42
"245",-0.11
"246",0
"247",-0.13
"248",-0.27
"249",-0.08
"250",-0.45
"251",-0.58
"252",-0.53
"253",-0.87
"254",-0.95
"255",-0.92
"256",-0.62
"257",-0.18
"258",0.09
"259",-0.28
"260",-0.15
"261",-0.51
"262",-0.58
"263",-1.03
"264",-0.83
"265",-0.3
"266",-0.23
"267",-0.33
"268",-0.25
"269",-0.63
"270",0
"271",0.08
"272",-0.18
"273",-0.19
"274",-0.47
"275",-0.76
"276",-1.18
"277",-0.21
"278",-0.22
"279",-0.26
"280",-0.45
"281",-0.37
"282",0.11
"283",0.15
"284",0.19
"285",0.15
"286",-0.09
"287",0.21
"288",0.06
"289",-0.2
"290",0.33
"291",0.56
"292",0.55
"293",0.08
"294",0.47
"295",0.07
"296",0.25
"297",0.1
"298",0.07
"299",0.17
"300",-0.37
"301",-0.09
"302",-0.02
"303",-0.17
"304",-0.33
"305",0
"306",-0.26
"307",-0.2
"308",-0.28
"309",-0.35
"310",-0.07
"311",-0.72
"312",-0.9
"313",-0.18
"314",-0.61
"315",-0.33
"316",-0.25
"317",-0.17
"318",-0.28
"319",-0.24
"320",-0.1
"321",-0.32
"322",-0.51
"323",-0.63
"324",-0.66
"325",-0.54
"326",-0.35
"327",-0.37
"328",-0.2
"329",-0.01
"330",-0.36
"331",-0.2
"332",-0.1
"333",-0.34
"334",-0.63
"335",-0.7
"336",-0.43
"337",0.34
"338",-0.06
"339",0.01
"340",-0.51
"341",-0.52
"342",-0.48
"343",-0.32
"344",-0.09
"345",-0.17
"346",-0.6
"347",-0.59
"348",-0.85
"349",-0.84
"350",-0.85
"351",-0.49
"352",-0.36
"353",-0.41
"354",-0.12
"355",-0.17
"356",-0.11
"357",-0.42
"358",-0.45
"359",-0.58
"360",-0.26
"361",-0.27
"362",-0.34
"363",-0.67
"364",-0.8
"365",-0.5
"366",-0.39
"367",-0.42
"368",-0.56
"369",-0.61
"370",-0.34
"371",-0.91
"372",-0.58
"373",-0.87
"374",-0.63
"375",-0.28
"376",-0.61
"377",-0.62
"378",-0.47
"379",-0.25
"380",-0.39
"381",-0.34
"382",-0.35
"383",-0.43
"384",-0.03
"385",-0.65
"386",-0.83
"387",-0.47
"388",-0.28
"389",-0.18
"390",-0.24
"391",-0.14
"392",-0.21
"393",-0.22
"394",-0.42
"395",-0.57
"396",-0.2
"397",-0.82
"398",-0.52
"399",-0.26
"400",-0.32
"401",-0.25
"402",-0.3
"403",-0.13
"404",-0.37
"405",-0.22
"406",-0.43
"407",-0.19
"408",-0.23
"409",-0.55
"410",-0.68
"411",-0.48
"412",-0.06
"413",-0.2
"414",-0.15
"415",-0.17
"416",-0.24
"417",-0.23
"418",-0.05
"419",-0.17
"420",-0.33
"421",-0.48
"422",-0.11
"423",-0.04
"424",0.13
"425",-0.05
"426",-0.03
"427",-0.17
"428",-0.18
"429",-0.36
"430",-0.41
"431",-0.71
"432",-0.35
"433",-0.31
"434",-0.32
"435",-0.38
"436",-0.21
"437",-0.43
"438",-0.32
"439",-0.36
"440",-0.43
"441",-0.36
"442",-0.36
"443",-0.6
"444",-0.44
"445",-0.68
"446",-0.74
"447",-0.32
"448",-0.4
"449",-0.19
"450",-0.18
"451",-0.18
"452",-0.19
"453",-0.03
"454",-0.26
"455",-0.67
"456",0.05
"457",-0.53
"458",-0.13
"459",-0.6
"460",-0.51
"461",-0.37
"462",-0.22
"463",-0.38
"464",-0.31
"465",-0.16
"466",-0.31
"467",-0.78
"468",-1.05
"469",-1.71
"470",-1.25
"471",-0.36
"472",-0.39
"473",-0.68
"474",-0.23
"475",-0.06
"476",-0.32
"477",-0.23
"478",-0.18
"479",-0.29
"480",-0.4
"481",-0.7
"482",-0.21
"483",-0.15
"484",-0.34
"485",-0.32
"486",-0.34
"487",-0.26
"488",-0.23
"489",-0.34
"490",-0.36
"491",-0.51
"492",-0.52
"493",-0.93
"494",-1.04
"495",-0.62
"496",-0.31
"497",-0.31
"498",-0.32
"499",-0.26
"500",-0.29
"501",-0.08
"502",-0.23
"503",-0.21
"504",-0.3
"505",-0.25
"506",-0.31
"507",-0.61
"508",-0.51
"509",-0.04
"510",0.06
"511",-0.03
"512",-0.01
"513",-0.02
"514",-0.05
"515",-0.37
"516",-0.14
"517",-0.37
"518",-0.33
"519",-0.49
"520",-0.01
"521",0.1
"522",-0.05
"523",0.12
"524",0.06
"525",0.12
"526",-0.05
"527",-0.32
"528",-0.57
"529",0.23
"530",-0.42
"531",-1.11
"532",-0.49
"533",-0.33
"534",-0.15
"535",-0.18
"536",-0.14
"537",-0.14
"538",-0.31
"539",-0.15
"540",-0.17
"541",-0.01
"542",-0.48
"543",-0.45
"544",-0.21
"545",-0.15
"546",-0.36
"547",-0.08
"548",-0.04
"549",-0.06
"550",0.07
"551",0.36
"552",-0.51
"553",-0.44
"554",-0.27
"555",0.04
"556",-0.13
"557",-0.08
"558",-0.06
"559",-0.14
"560",0.05
"561",0.01
"562",0.35
"563",-0.11
"564",0.08
"565",-0.11
"566",-0.04
"567",0.18
"568",0.16
"569",-0.04
"570",-0.05
"571",0.04
"572",0.07
"573",-0.22
"574",-0.21
"575",-0.13
"576",-0.48
"577",-0.02
"578",-0.05
"579",-0.23
"580",-0.46
"581",-0.46
"582",-0.37
"583",-0.38
"584",-0.22
"585",-0.22
"586",-0.35
"587",-0.44
"588",-0.53
"589",0.09
"590",0.25
"591",-0.16
"592",-0.46
"593",-0.41
"594",-0.52
"595",-0.49
"596",-0.49
"597",-0.44
"598",-0.5
"599",-0.47
"600",-0.58
"601",-0.61
"602",-0.44
"603",-0.53
"604",-0.58
"605",-0.51
"606",-0.51
"607",-0.53
"608",-0.39
"609",-0.54
"610",-0.38
"611",-0.05
"612",-0.24
"613",-0.3
"614",-0.86
"615",-0.49
"616",-0.62
"617",-0.24
"618",-0.33
"619",-0.13
"620",-0.19
"621",-0.13
"622",-0.2
"623",0.12
"624",-0.03
"625",-0.19
"626",-0.47
"627",-0.13
"628",0.01
"629",-0.16
"630",-0.13
"631",-0.23
"632",-0.11
"633",-0.21
"634",-0.23
"635",-0.5
"636",0.1
"637",-0.44
"638",-0.7
"639",-0.36
"640",-0.57
"641",-0.65
"642",-0.64
"643",-0.37
"644",-0.47
"645",-0.34
"646",-0.17
"647",-0.6
"648",-0.44
"649",-0.32
"650",-0.36
"651",-0.74
"652",-0.49
"653",-0.47
"654",-0.3
"655",-0.4
"656",-0.44
"657",-0.32
"658",-0.53
"659",-0.55
"660",-0.42
"661",-0.63
"662",-0.45
"663",-0.62
"664",-0.54
"665",-0.45
"666",-0.41
"667",-0.39
"668",-0.22
"669",-0.21
"670",-0.22
"671",-0.03
"672",-0.45
"673",-0.16
"674",-0.35
"675",-0.29
"676",-0.37
"677",-0.41
"678",-0.47
"679",-0.32
"680",-0.34
"681",-0.42
"682",-0.34
"683",-0.55
"684",-0.64
"685",-0.54
"686",-0.6
"687",-0.56
"688",-0.56
"689",-0.48
"690",-0.39
"691",-0.34
"692",-0.35
"693",-0.24
"694",-0.3
"695",-0.19
"696",-0.29
"697",-0.3
"698",-0.13
"699",-0.46
"700",-0.25
"701",-0.22
"702",-0.16
"703",-0.47
"704",-0.67
"705",-0.66
"706",-0.79
"707",-0.6
"708",-0.58
"709",-0.45
"710",-0.61
"711",-0.41
"712",-0.46
"713",-0.63
"714",-0.59
"715",-0.62
"716",-0.44
"717",-0.44
"718",-0.53
"719",-0.13
"720",0.03
"721",0.19
"722",-0.12
"723",-0.26
"724",-0.37
"725",-0.2
"726",-0.37
"727",-0.35
"728",-0.3
"729",-0.26
"730",0.06
"731",-0.25
"732",-0.27
"733",-0.03
"734",0.06
"735",-0.25
"736",0
"737",-0.01
"738",0
"739",-0.03
"740",-0.03
"741",-0.02
"742",-0.25
"743",0.13
"744",0
"745",0.03
"746",-0.17
"747",-0.52
"748",-0.24
"749",-0.41
"750",-0.37
"751",-0.14
"752",-0.25
"753",-0.33
"754",-0.3
"755",-0.37
"756",-0.87
"757",-0.47
"758",-0.87
"759",-0.93
"760",-0.55
"761",-0.84
"762",-0.35
"763",-0.22
"764",-0.21
"765",-0.19
"766",-0.5
"767",-0.21
"768",-1.26
"769",-0.35
"770",-0.4
"771",-0.36
"772",-0.74
"773",-0.64
"774",-0.54
"775",-0.34
"776",-0.4
"777",-0.23
"778",0
"779",-0.3
"780",-0.67
"781",-0.29
"782",-0.21
"783",-0.5
"784",-0.1
"785",-0.5
"786",-0.32
"787",-0.33
"788",-0.24
"789",-0.16
"790",-0.2
"791",-0.71
"792",-0.61
"793",-0.03
"794",-0.39
"795",-0.03
"796",-0.32
"797",-0.17
"798",-0.22
"799",-0.23
"800",-0.12
"801",-0.23
"802",-0.28
"803",-0.59
"804",-0.73
"805",0.12
"806",-0.23
"807",-0.1
"808",-0.11
"809",-0.2
"810",-0.07
"811",-0.02
"812",-0.22
"813",-0.26
"814",-0.19
"815",-0.53
"816",-0.24
"817",-0.44
"818",-0.45
"819",-0.22
"820",-0.32
"821",-0.23
"822",-0.16
"823",-0.21
"824",-0.2
"825",-0.34
"826",-0.25
"827",-0.25
"828",-0.24
"829",-0.11
"830",-0.67
"831",-0.43
"832",-0.62
"833",-0.21
"834",-0.29
"835",-0.31
"836",-0.32
"837",-0.11
"838",0.03
"839",0.3
"840",0.1
"841",-0.35
"842",-0.27
"843",-0.23
"844",-0.37
"845",-0.15
"846",-0.17
"847",-0.18
"848",-0.22
"849",-0.16
"850",-0.2
"851",-0.17
"852",-0.52
"853",-0.27
"854",-0.29
"855",-0.15
"856",-0.17
"857",-0.17
"858",-0.17
"859",-0.12
"860",-0.07
"861",0.02
"862",-0.18
"863",0.02
"864",0.24
"865",0.51
"866",0.25
"867",0.24
"868",-0.17
"869",-0.12
"870",-0.08
"871",-0.06
"872",-0.01
"873",-0.02
"874",0.06
"875",0.14
"876",-0.19
"877",-0.09
"878",0.02
"879",-0.24
"880",-0.21
"881",-0.17
"882",0
"883",0.07
"884",0.09
"885",0.07
"886",0.17
"887",0.02
"888",-0.47
"889",0.23
"890",0.04
"891",-0.3
"892",-0.29
"893",-0.11
"894",-0.2
"895",-0.01
"896",-0.12
"897",-0.1
"898",0.02
"899",0.03
"900",-0.09
"901",-0.51
"902",-0.97
"903",-0.28
"904",-0.36
"905",-0.28
"906",-0.24
"907",-0.26
"908",-0.12
"909",-0.16
"910",0.03
"911",-0.01
"912",-0.62
"913",-0.3
"914",-0.13
"915",0.04
"916",-0.12
"917",-0.18
"918",-0.17
"919",0.08
"920",0.16
"921",-0.03
"922",0.02
"923",0.27
"924",0.09
"925",0.13
"926",-0.33
"927",0
"928",-0.07
"929",-0.11
"930",0.15
"931",0.1
"932",0.16
"933",0.15
"934",0.23
"935",0.03
"936",0.05
"937",0.45
"938",-0.36
"939",-0.28
"940",0.02
"941",-0.12
"942",-0.01
"943",-0.09
"944",0.05
"945",0.1
"946",0.18
"947",-0.23
"948",-0.14
"949",-0.4
"950",-0.41
"951",-0.36
"952",-0.2
"953",-0.27
"954",-0.25
"955",-0.02
"956",-0.08
"957",-0.15
"958",-0.13
"959",-0.24
"960",-0.61
"961",-0.25
"962",0.09
"963",-0.42
"964",-0.24
"965",-0.06
"966",-0.07
"967",-0.07
"968",-0.14
"969",-0.14
"970",0.03
"971",0.17
"972",0.05
"973",-0.41
"974",0.52
"975",-0.05
"976",-0.29
"977",-0.33
"978",-0.12
"979",-0.06
"980",-0.06
"981",-0.05
"982",0.13
"983",-0.42
"984",-0.26
"985",-0.25
"986",-0.54
"987",-0.15
"988",-0.23
"989",-0.06
"990",0.02
"991",0.14
"992",0.05
"993",0.02
"994",-0.06
"995",0.05
"996",0.17
"997",-0.12
"998",0.08
"999",-0.16
"1000",-0.06
"1001",0.01
"1002",0.13
"1003",0.17
"1004",0.22
"1005",0.3
"1006",0.38
"1007",0.18
"1008",-0.07
"1009",0.22
"1010",0.23
"1011",0.31
"1012",0.22
"1013",0.09
"1014",-0.03
"1015",0.08
"1016",0.2
"1017",0.3
"1018",0.36
"1019",0.21
"1020",-0.18
"1021",0.12
"1022",-0.08
"1023",-0.27
"1024",-0.09
"1025",-0.02
"1026",-0.03
"1027",0.09
"1028",0.1
"1029",0.02
"1030",-0.13
"1031",0.16
"1032",0.64
"1033",-0.34
"1034",0.01
"1035",-0.05
"1036",0.08
"1037",-0.11
"1038",-0.05
"1039",0.05
"1040",-0.09
"1041",0.16
"1042",0.02
"1043",0.05
"1044",0.19
"1045",0.01
"1046",0.33
"1047",0.03
"1048",0.05
"1049",-0.06
"1050",-0.08
"1051",0.05
"1052",-0.02
"1053",-0.17
"1054",0.18
"1055",-0.03
"1056",0.06
"1057",0.08
"1058",-0.11
"1059",0.21
"1060",0.1
"1061",0.05
"1062",0.06
"1063",0.01
"1064",-0.07
"1065",0.09
"1066",0.3
"1067",0.15
"1068",0.06
"1069",-0.22
"1070",0.22
"1071",-0.17
"1072",0.06
"1073",0.06
"1074",-0.15
"1075",0.08
"1076",0.11
"1077",0.08
"1078",0.38
"1079",0.27
"1080",0.44
"1081",0.6
"1082",0.4
"1083",0.26
"1084",0.07
"1085",0.21
"1086",0.15
"1087",0.08
"1088",0.08
"1089",0.31
"1090",0.36
"1091",0.09
"1092",-0.09
"1093",0.07
"1094",-0.09
"1095",0.18
"1096",0.06
"1097",-0.08
"1098",-0.06
"1099",-0.03
"1100",0.18
"1101",0.11
"1102",0.18
"1103",0.05
"1104",-0.33
"1105",0.49
"1106",0.28
"1107",0.15
"1108",0.26
"1109",-0.09
"1110",0.01
"1111",0.11
"1112",-0.04
"1113",0.12
"1114",-0.02
"1115",0.02
"1116",-0.4
"1117",-0.21
"1118",-0.03
"1119",0.21
"1120",0.12
"1121",-0.04
"1122",-0.05
"1123",0.06
"1124",0.05
"1125",0.01
"1126",0.27
"1127",0.19
"1128",-0.05
"1129",0.37
"1130",-0.12
"1131",-0.27
"1132",0.06
"1133",0.18
"1134",0.17
"1135",0.07
"1136",0.18
"1137",0.07
"1138",0.15
"1139",-0.04
"1140",-0.23
"1141",0.36
"1142",-0.14
"1143",-0.06
"1144",0.02
"1145",0.07
"1146",-0.08
"1147",-0.04
"1148",0.08
"1149",0
"1150",0.11
"1151",0.16
"1152",-0.18
"1153",-0.45
"1154",-0.29
"1155",0.07
"1156",-0.08
"1157",0.03
"1158",-0.06
"1159",-0.1
"1160",-0.14
"1161",0.03
"1162",-0.06
"1163",-0.32
"1164",0.01
"1165",-0.3
"1166",-0.51
"1167",-0.15
"1168",0.11
"1169",0.17
"1170",0.01
"1171",0.11
"1172",0.27
"1173",0.3
"1174",0.24
"1175",0.13
"1176",0.38
"1177",0.23
"1178",0.14
"1179",-0.14
"1180",0.19
"1181",0.14
"1182",0.2
"1183",0.18
"1184",0.13
"1185",0.16
"1186",0.03
"1187",-0.2
"1188",0.05
"1189",0.22
"1190",0.4
"1191",0.33
"1192",0.4
"1193",0.22
"1194",0.21
"1195",0.22
"1196",0.23
"1197",0.21
"1198",0.23
"1199",0.06
"1200",0.15
"1201",-0.35
"1202",-0.02
"1203",-0.1
"1204",-0.11
"1205",-0.08
"1206",0.01
"1207",-0.05
"1208",0.06
"1209",0.11
"1210",0.1
"1211",0.26
"1212",-0.17
"1213",0.43
"1214",-0.06
"1215",-0.43
"1216",-0.17
"1217",-0.01
"1218",0.01
"1219",0.03
"1220",0.12
"1221",-0.01
"1222",0.11
"1223",-0.14
"1224",-0.19
"1225",-0.01
"1226",-0.34
"1227",-0.32
"1228",-0.21
"1229",-0.26
"1230",-0.23
"1231",-0.18
"1232",-0.22
"1233",-0.28
"1234",-0.21
"1235",-0.28
"1236",-0.27
"1237",-0.12
"1238",-0.11
"1239",-0.09
"1240",-0.07
"1241",-0.05
"1242",0.07
"1243",0.08
"1244",0.16
"1245",0.14
"1246",0.04
"1247",0.17
"1248",0.35
"1249",0.59
"1250",0.33
"1251",0.27
"1252",0.11
"1253",0.1
"1254",0.02
"1255",0.05
"1256",0.12
"1257",0.07
"1258",0.07
"1259",0.1
"1260",0.22
"1261",0.32
"1262",0.19
"1263",0.27
"1264",0.17
"1265",0.03
"1266",0.15
"1267",0.08
"1268",0.07
"1269",0.16
"1270",-0.05
"1271",-0.14
"1272",0.02
"1273",0.1
"1274",0.54
"1275",-0.35
"1276",-0.13
"1277",0
"1278",0.17
"1279",0.1
"1280",0.1
"1281",0.12
"1282",0.05
"1283",-0.09
"1284",0.37
"1285",0.17
"1286",0.28
"1287",0.27
"1288",0.14
"1289",0.1
"1290",0.26
"1291",0.09
"1292",0.13
"1293",-0.02
"1294",-0.04
"1295",0.11
"1296",-0.05
"1297",0.32
"1298",0.43
"1299",0.24
"1300",0.21
"1301",0.12
"1302",-0.02
"1303",0.17
"1304",0.16
"1305",0.08
"1306",0.25
"1307",0.14
"1308",0.22
"1309",0.19
"1310",0.6
"1311",-0.09
"1312",0.04
"1313",0.01
"1314",-0.01
"1315",0.17
"1316",0.21
"1317",0.2
"1318",0.48
"1319",0.49
"1320",0.17
"1321",0.13
"1322",-0.09
"1323",-0.3
"1324",-0.26
"1325",-0.04
"1326",-0.05
"1327",-0.06
"1328",-0.21
"1329",-0.26
"1330",-0.25
"1331",-0.12
"1332",-0.3
"1333",-0.04
"1334",-0.41
"1335",-0.07
"1336",-0.29
"1337",-0.14
"1338",-0.19
"1339",-0.15
"1340",-0.25
"1341",-0.16
"1342",-0.02
"1343",-0.04
"1344",0
"1345",-0.09
"1346",0.06
"1347",0.05
"1348",-0.16
"1349",-0.04
"1350",0.07
"1351",0.13
"1352",0.15
"1353",0.12
"1354",0
"1355",-0.07
"1356",-0.2
"1357",-0.12
"1358",-0.24
"1359",0.15
"1360",0.05
"1361",0.16
"1362",-0.01
"1363",0.05
"1364",0.11
"1365",0.01
"1366",0.31
"1367",0.04
"1368",0.08
"1369",-0.26
"1370",-0.05
"1371",0.34
"1372",-0.02
"1373",0
"1374",-0.02
"1375",-0.08
"1376",-0.07
"1377",0.02
"1378",0.08
"1379",-0.06
"1380",-0.19
"1381",-0.3
"1382",-0.36
"1383",-0.05
"1384",0.1
"1385",0.02
"1386",-0.06
"1387",0.05
"1388",0.03
"1389",0.01
"1390",0.01
"1391",0.17
"1392",0.36
"1393",0.07
"1394",0.32
"1395",-0.03
"1396",0.09
"1397",0.01
"1398",0.02
"1399",-0.05
"1400",-0.03
"1401",-0.04
"1402",-0.15
"1403",0.03
"1404",-0.29
"1405",0.02
"1406",-0.26
"1407",-0.23
"1408",-0.18
"1409",-0.11
"1410",-0.18
"1411",-0.07
"1412",-0.19
"1413",-0.15
"1414",-0.13
"1415",0.06
"1416",-0.12
"1417",-0.61
"1418",-0.52
"1419",-0.14
"1420",-0.06
"1421",-0.13
"1422",-0.07
"1423",-0.05
"1424",-0.03
"1425",-0.27
"1426",-0.1
"1427",-0.18
"1428",-0.11
"1429",0.16
"1430",0.42
"1431",0.29
"1432",0.2
"1433",0.19
"1434",0.13
"1435",0.02
"1436",-0.01
"1437",-0.09
"1438",-0.05
"1439",-0.04
"1440",0.03
"1441",-0.44
"1442",-0.43
"1443",-0.11
"1444",-0.14
"1445",-0.21
"1446",-0.18
"1447",-0.04
"1448",-0.16
"1449",-0.16
"1450",-0.25
"1451",-0.17
"1452",-0.33
"1453",0.04
"1454",0.08
"1455",0.12
"1456",0.03
"1457",-0.03
"1458",-0.13
"1459",-0.12
"1460",-0.19
"1461",-0.1
"1462",-0.2
"1463",-0.31
"1464",-0.29
"1465",-0.02
"1466",-0.29
"1467",-0.48
"1468",-0.08
"1469",-0.29
"1470",-0.28
"1471",-0.31
"1472",-0.28
"1473",-0.22
"1474",-0.54
"1475",-0.3
"1476",-0.36
"1477",-0.24
"1478",0.07
"1479",0.26
"1480",0.23
"1481",0.17
"1482",0.16
"1483",0.01
"1484",-0.02
"1485",0.12
"1486",0.01
"1487",0.29
"1488",-0.05
"1489",0.18
"1490",0.15
"1491",0.16
"1492",0.07
"1493",-0.1
"1494",-0.18
"1495",-0.12
"1496",-0.16
"1497",-0.04
"1498",-0.02
"1499",0.21
"1500",-0.03
"1501",0.04
"1502",-0.3
"1503",0.16
"1504",-0.14
"1505",0.03
"1506",0.1
"1507",0.01
"1508",0.02
"1509",0.13
"1510",0.18
"1511",0.15
"1512",0.52
"1513",0.2
"1514",0.21
"1515",0.02
"1516",0.19
"1517",0.23
"1518",0.16
"1519",0.09
"1520",0.09
"1521",0.04
"1522",0.08
"1523",0.27
"1524",0.06
"1525",0.82
"1526",0.6
"1527",0.64
"1528",0.31
"1529",0.16
"1530",0.22
"1531",0.08
"1532",0.17
"1533",0.13
"1534",0.12
"1535",0.26
"1536",0.47
"1537",-0.11
"1538",0.19
"1539",-0.01
"1540",0.13
"1541",0.07
"1542",0.01
"1543",0.01
"1544",-0.07
"1545",0.02
"1546",0.01
"1547",-0.13
"1548",0.35
"1549",0.58
"1550",0.41
"1551",0.39
"1552",0.13
"1553",0.01
"1554",0.1
"1555",0.14
"1556",0.21
"1557",0.23
"1558",0.12
"1559",0.55
"1560",0.13
"1561",0.24
"1562",0.08
"1563",0.2
"1564",0
"1565",0.2
"1566",0.04
"1567",0.03
"1568",0.07
"1569",-0.07
"1570",-0.05
"1571",-0.21
"1572",-0.54
"1573",0.1
"1574",-0.29
"1575",0
"1576",-0.04
"1577",0.06
"1578",-0.06
"1579",-0.09
"1580",-0.04
"1581",-0.01
"1582",-0.02
"1583",-0.04
"1584",0.12
"1585",0.36
"1586",0.29
"1587",0.21
"1588",0.19
"1589",0.11
"1590",0.11
"1591",0
"1592",0.02
"1593",-0.02
"1594",0.04
"1595",-0.11
"1596",0.12
"1597",0.26
"1598",0.5
"1599",0.03
"1600",0.03
"1601",0.17
"1602",0.09
"1603",0.24
"1604",0.25
"1605",0.39
"1606",0.15
"1607",0.12
"1608",0.55
"1609",0.52
"1610",0.28
"1611",0.47
"1612",0.48
"1613",0.34
"1614",0.34
"1615",0.33
"1616",0.22
"1617",0.3
"1618",0.19
"1619",0.13
"1620",0.42
"1621",0.18
"1622",0.48
"1623",0.36
"1624",0.26
"1625",0.17
"1626",0.15
"1627",0.29
"1628",0.21
"1629",0.19
"1630",0.28
"1631",0.09
"1632",0.35
