t,x
315,138
316,244
317,134
318,528
319,338
320,134
321,110
322,244
323,198
324,110
325,556
326,198
327,244
328,523
329,1196
330,624
331,502
332,794
333,8994
334,482
335,588
336,8662
337,272
338,308
339,134
340,3146
341,5736
342,292
343,9282
344,8370
345,714
346,1786
347,7318
348,478
349,238
350,372
351,198
352,5572
353,3584
354,4684
355,4142
356,232
357,284
358,406
359,394
360,472
361,1432
362,296
363,194
364,102
365,232
366,7720
367,1056
368,320
369,652
370,442
371,1510
372,134
373,178
374,312
375,134
376,110
377,244
378,470
379,612
380,580
381,470
382,942
383,668
384,470
385,672
386,644
387,470
388,620
389,636
390,530
391,794
392,502
393,568
394,5916
395,3948
396,634
397,692
398,502
399,568
400,640
401,690
402,820
403,692
404,596
405,438
406,742
407,466
408,438
409,794
410,594
411,434
412,768
413,584
414,612
415,584
416,470
417,450
418,470
419,754
420,450
421,644
422,696
423,510
424,580
425,644
426,110
427,308
428,262
429,110
430,308
431,134
432,102
433,232
434,194
435,568
436,5616
437,3530
438,272
439,106
440,448
441,626
442,612
443,604
444,420
445,354
446,322
447,130
448,98
449,750
450,194
451,1364
452,292
453,130
454,114
455,304
456,134
457,178
458,248
459,134
460,110
461,244
462,430
463,534
464,1440
465,244
466,264
467,110
468,244
469,134
470,446
471,580
472,296
473,620
474,580
475,696
476,502
477,568
478,6090
479,3774
480,640
481,694
482,438
483,632
484,640
485,438
486,820
487,718
488,600
489,568
490,466
491,676
492,674
493,692
494,438
495,568
496,640
497,632
498,438
499,628
500,568
501,434
502,768
503,712
504,514
505,746
506,470
507,446
508,818
509,534
510,778
511,580
512,470
513,620
514,580
515,470
516,742
517,470
518,418
519,134
520,5616
521,3568
522,130
523,168
524,232
525,194
526,166
527,480
528,782
529,484
530,178
531,248
532,134
533,110
534,248
535,198
536,174
537,308
538,198
539,110
540,244
541,352
542,706
543,166
544,130
545,1498
546,102
547,540
548,356
549,422
550,438
551,374
552,166
553,360
554,284
555,434
556,260
557,1396
558,248
559,2294
560,4738
561,2442
562,238
563,710
564,470
565,672
566,644
567,534
568,936
569,832
570,632
571,510
572,744
573,545
574,498
575,742
576,466
577,794
578,566
579,568
580,704
581,502
582,568
583,692
584,758
585,696
586,748
587,760
588,494
589,794
590,594
591,434
592,818
593,470
594,612
595,584
596,470
597,620
598,580
599,470
600,608
601,644
602,534
603,446
604,6030
605,3970
606,620
607,726
608,632
609,514
610,708
611,470
612,512
613,488
614,258
615,102
616,232
617,130
618,296
619,264
620,368
621,466
622,102
623,296
624,194
625,166
626,530
627,194
628,102
629,356
630,194
631,166
632,578
633,434
634,1432
635,228
636,130
637,114
638,248
639,231
640,244
641,110
642,198
643,520
644,174
645,308
646,6008
647,3672
648,1530
649,308
650,110
651,308
652,194
653,766
654,982
655,466
656,438
657,742
658,466
659,568
660,600
661,568
662,466
663,566
664,564
665,705
666,450
667,810
668,1290
669,506
670,584
671,644
672,648
673,608
674,580
675,470
676,620
677,580
678,534
679,600
680,636
681,530
682,568
683,676
684,568
685,594
686,1036
687,1152
688,6920
689,6396
690,7670
691,724
692,695
693,940
694,470
695,466
696,758
697,858
698,4306
699,450
700,998
701,308
702,264
703,308
704,490
705,552
706,244
707,134
708,174
709,534
710,372
711,176
712,300
713,4490
714,3588
715,620
716,130
717,1192
718,5682
719,2478
720,130
721,263
722,664
723,584
724,102
725,1638
726,832
727,178
728,727
729,733
730,252
731,342
732,134
733,174
734,396
735,300
736,5708
737,3798
738,460
739,1396
740,227
741,360
742,130
743,328
744,296
745,782
746,664
747,808
748,8244
749,1668
750,510
751,1399
752,594
753,676
754,564
755,1164
756,1180
757,858
758,1108
759,612
760,584
761,598
762,514
763,648
764,644
765,446
766,572
767,632
768,824
769,566
770,806
771,466
772,664
773,568
774,530
775,566
776,806
777,466
778,5892
779,4066
780,466
781,696
782,787
783,632
784,756
785,438
786,730
787,530
788,826
789,918
790,466
791,750
792,708
793,662
794,450
795,904
796,434
797,248
798,110
799,244
800,3170
801,5602
802,402
803,662
804,1628
805,7374
806,356
807,102
808,232
809,8658
810,102
811,390
812,194
813,4740
814,4246
815,288
816,398
817,3490
818,7080
819,292
820,210
821,64
822,64
823,128
824,128
825,5612
826,5514
827,3402
828,0
829,884
830,226
831,1330
832,128
833,638
834,0
835,346
836,970
837,1154
838,400
839,510
840,336
841,400
842,626
843,464
844,336
845,510
846,402
847,464
848,528
849,720
850,802
851,858
852,780
853,400
854,400
855,498
856,648
857,648
858,810
859,502
860,572
861,400
862,464
863,534
864,336
865,574
866,528
867,562
868,4696
869,4826
870,400
871,702
872,530
873,498
874,336
875,514
876,510
877,626
878,528
879,668
880,528
881,400
882,826
883,464
884,552
885,0
886,0
887,0
888,0
889,222
890,428
891,0
892,64
893,400
894,106
895,64
896,64
897,64
898,0
899,0
900,0
901,128
902,64
903,222
904,338
905,458
906,296
907,430
908,1340
909,64
910,0
911,0
912,64
913,64
914,64
915,192
916,5579
917,3336
918,0
919,362
920,162
921,1266
922,64
923,162
924,0
925,158
926,500
927,848
928,576
929,426
930,574
931,584
932,336
933,498
934,336
935,336
936,510
937,336
938,336
939,336
940,464
941,400
942,601
943,592
944,738
945,766
946,494
947,1016
948,668
949,732
950,602
951,248
952,498
953,510
954,162
955,336
956,336
957,635
958,400
959,498
960,336
961,400
962,400
963,400
964,5960
965,3672
966,336
967,628
968,400
969,336
970,510
971,336
972,652
973,814
974,400
975,400
976,510
977,0
978,0
979,192
980,253
981,256
982,64
983,192
984,64
985,64
986,162
987,174
988,0
989,64
990,64
991,406
992,478
993,240
994,64
995,64
996,0
997,64
998,64
999,64
1000,424
1001,162
1002,1266
1003,128
1004,64
1005,64
1006,5450
1007,3336
1008,0
1009,600
1010,479
1011,244
1012,64
1013,296
1014,640
1015,1420
1016,189
1017,0
1018,66
1019,0
1020,336
1021,336
1022,498
1023,464
1024,400
1025,336
1026,510
1027,336
1028,562
1029,400
1030,400
1031,510
1032,400
1033,464
1034,810
1035,806
1036,668
1037,584
1038,336
1039,1160
1040,878
1041,832
1042,814
1043,700
1044,674
1045,822
1046,640
1047,400
1048,2755
1049,4826
1050,2580
1051,464
1052,692
1053,428
1054,336
1055,336
1056,510
1057,588
1058,588
1059,498
1060,410
1061,478
1062,400
1063,646
1064,604
1065,2556
1066,742
1067,778
1068,640
1069,174
1070,406
1071,390
1072,2244
1073,74
1074,158
1075,402
1076,628
1077,414
1078,0
1079,248
1080,440
1081,388
1082,665
1083,202
1084,548
1085,414
1086,240
1087,0
1088,0
1089,154
1090,4728
1091,4426
1092,1266
1093,138
1094,130
1095,142
1096,74
1097,0
1098,162
1099,316
1100,218
1101,192
1102,64
1103,522
1104,0
1105,1266
1106,189
1107,64
1108,64
1109,0
1110,336
1111,400
1112,464
1113,562
1114,336
1115,336
1116,510
1117,400
1118,562
1119,336
1120,336
1121,510
1122,924
1123,474
1124,464
1125,138
1126,324
1127,128
1128,256
1129,446
1130,0
1131,142
1132,5514
1133,3584
1134,64
1135,0
1136,130
1137,138
1138,142
1139,0
1140,236
1141,128
1142,154
1143,226
1144,90
1145,0
1146,0
1147,0
1148,0
1149,0
1150,0
1151,0
1152,0
1153,248
1154,0
1155,0
1156,0
1157,0
1158,0
1159,256
1160,315
1161,166
1162,0
1163,206
1164,0
1165,0
1166,64
1167,352
1168,364
1169,64
1170,142
1171,0
1172,64
1173,128
1174,8528
1175,2338
1176,5516
1177,1154
1178,7654
1179,1004
1180,0
1181,0
1182,0
1183,213
1184,290
1185,64
1186,252
1187,0
1188,154
1189,128
1190,64
1191,0
1192,192
1193,192
1194,304
1195,129
1196,206
1197,0
1198,0
1199,0
1200,0
1201,0
1202,0
1203,128
1204,0
1205,0
1206,0
1207,64
1208,248
1209,64
1210,0
1211,0
1212,64
1213,0
1214,64
1215,0
1216,0
1217,0
1218,0
1219,64
1220,64
1221,0
1222,5450
1223,3400
1224,0
1225,0
1226,66
1227,0
1228,0
1229,64
1230,226
1231,0
1232,316
1233,712
1234,336
1235,426
1236,574
1237,400
1238,336
1239,562
1240,336
1241,336
1242,510
1243,400
1244,336
1245,498
1246,336
1247,336
1248,510
1249,400
1250,498
1251,336
1252,400
1253,400
1254,510
1255,336
1256,336
1257,498
1258,336
1259,336
1260,510
1261,336
1262,336
1263,498
1264,336
1265,410
1266,510
1267,336
1268,0
1269,0
1270,5450
1271,3336
1272,64
1273,194
1274,0
1275,0
1276,0
1277,498
1278,0
1279,154
1280,162
1281,227
1282,64
1283,64
1284,0
1285,192
1286,166
1287,0
1288,142
1289,64
1290,296
1291,162
1292,1393
1293,0
1294,64
1295,192
1296,358
1297,202
1298,142
1299,0
1300,64
1301,64
1302,64
1303,64
1304,458
1305,0
1306,1266
1307,74
1308,142
1309,64
1310,0
1311,0
1312,400
1313,562
1314,336
1315,410
1316,510
1317,336
1318,5786
1319,3834
1320,592
1321,594
1322,640
1323,652
1324,400
1325,498
1326,498
1327,336
1328,588
1329,510
1330,426
1331,336
1332,498
1333,400
1334,464
1335,822
1336,336
1337,336
1338,498
1339,336
1340,400
1341,411
1342,510
1343,336
1344,498
1345,336
1346,400
1347,336
1348,510
1349,336
1350,336
1351,498
1352,461
1353,336
1354,336
1355,584
1356,510
1357,336
1358,498
1359,336
1360,238
1361,0
1362,0
1363,0
1364,0
1365,81
1366,5450
1367,3336
1368,226
1369,304
1370,0
1371,0
1372,64
1373,64
1374,162
1375,0
1376,252
1377,0
1378,90
1379,0
1380,0
1381,218
1382,304
1383,1266
1384,0
1385,64
1386,0
1387,0
1388,74
1389,142
1390,0
1391,64
1392,128
1393,64
1394,154
1395,368
1396,1266
1397,0
1398,0
1399,0
1400,74
1401,0
1402,336
1403,400
1404,562
1405,336
1406,461
1407,336
1408,336
1409,830
1410,656
1411,738
1412,542
1413,400
1414,5786
1415,3672
1416,510
1417,400
1418,402
1419,562
1420,336
1421,336
1422,746
1423,400
1424,652
1425,498
1426,426
1427,574
1428,464
1429,464
1430,464
1431,754
1432,592
1433,585
1434,336
1435,550
1436,638
1437,400
1438,498
1439,400
1440,400
1441,574
1442,400
1443,400
1444,648
1445,464
1446,336
1447,510
1448,400
1449,562
1450,174
1451,0
1452,64
1453,0
1454,0
1455,0
1456,0
1457,0
1458,64
1459,400
1460,64
1461,0
1462,5450
1463,3400
1464,66
1465,0
1466,64
1467,0
1468,128
1469,456
1470,64
1471,446
1472,466
1473,1356
1474,0
1475,0
1476,0
1477,0
1478,0
1479,0
1480,0
1481,0
1482,0
1483,64
1484,360
1485,162
1486,1266
1487,0
1488,64
1489,67
1490,124
1491,0
1492,400
1493,400
1494,498
1495,336
1496,336
1497,336
1498,510
1499,336
1500,498
1501,336
1502,336
1503,400
1504,5960
1505,3736
1506,562
1507,336
1508,466
1509,336
1510,510
1511,336
1512,498
1513,562
1514,426
1515,498
1516,920
1517,490
1518,400
1519,562
1520,336
1521,336
1522,574
1523,336
1524,562
1525,400
1526,400
1527,336
1528,510
1529,336
1530,562
1531,336
1532,336
1533,336
1534,510
1535,400
1536,464
1537,746
1538,400
1539,336
1540,174
1541,0
1542,64
1543,192
1544,190
1545,64
1546,0
1547,336
1548,0
1549,64
1550,128
1551,64
1552,5578
1553,3400
1554,0
1555,130
1556,64
1557,248
1558,0
1559,438
1560,64
1561,154
1562,290
1563,154
1564,64
1565,1830
1566,7034
1567,64
1568,458
1569,0
1570,1266
1571,64
1572,128
1573,0
1574,72
1575,0
1576,0
1577,0
1578,0
1579,142
1580,0
1581,296
1582,162
1583,1266
1584,64
1585,0
1586,0
1587,0
1588,0
1589,336
1590,562
1591,336
1592,336
1593,336
1594,510
1595,336
1596,464
1597,498
1598,455
1599,336
1600,5960
1601,3672
1602,400
1603,722
1604,400
1605,336
1606,510
1607,336
1608,2016
1609,7508
1610,746
1611,336
1612,490
1613,574
1614,8864
1615,494
1616,336
1617,498
1618,336
1619,8864
1620,494
1621,400
1622,574
1623,336
1624,8864
1625,494
1626,498
1627,336
1628,400
1629,9001
1630,732
1631,562
1632,464
1633,464
1634,528
1635,6408
1636,2966
1637,494
1638,128
1639,71
1640,3036
1641,5492
1642,222
1643,64
1644,1742
1645,7244
1646,332
1647,0
1648,3334
1649,7590
1650,6710
1651,224
1652,64
1653,64
1654,8592
1655,350
1656,226
1657,64
1658,698
1659,4708
1660,4368
1661,1424
1662,128
1663,192
1664,3036
1665,5556
1666,158
1667,128
1668,128
1669,0
1670,4682
1671,3974
1672,360
1673,290
1674,1266
1675,128
1676,128
1677,0
1678,64
1679,464
1680,535
1681,498
1682,238
1683,698
1684,400
1685,336
1686,510
1687,400
1688,464
1689,498
1690,336
1691,336
1692,574
1693,419
1694,626
1695,336
1696,5916
1697,4288
1698,736
1699,974
1700,708
1701,174
1702,562
1703,400
1704,747
1705,336
1706,426
1707,660
1708,336
1709,426
1710,336
1711,336
1712,633
1713,336
1714,498
1715,400
1716,336
1717,464
1718,574
1719,336
1720,562
1721,336
1722,400
1723,400
1724,336
1725,574
1726,400
1727,562
1728,174
1729,0
1730,64
1731,0
1732,72
1733,270
1734,0
1735,128
1736,128
1737,0
1738,0
1739,584
1740,0
1741,0
1742,64
1743,64
1744,5450
1745,3464
1746,194
1747,64
1748,64
1749,0
1750,64
1751,0
1752,522
1753,316
1754,1492
1755,90
1756,0
1757,64
1758,64
1759,248
1760,0
1761,0
1762,0
1763,64
1764,64
1765,522
1766,64
1767,1266
1768,0
1769,64
1770,64
1771,64
1772,226
1773,336
1774,510
1775,336
1776,336
1777,498
1778,336
1779,336
1780,336
1781,510
1782,400
1783,400
1784,689
1785,336
1786,336
1787,668
1788,336
1789,400
1790,6472
1791,2792
1792,6106
1793,3800
1794,0
1795,8658
1796,64
1797,0
1798,0
1799,64
1800,226
1801,128
1802,380
1803,64
1804,154
1805,0
1806,128
1807,64
1808,64
1809,0
1810,64
1811,0
1812,205
1813,0
1814,0
1815,0
1816,0
1817,0
1818,0
1819,192
1820,64
1821,0
1822,64
1823,64
1824,64
1825,64
1826,0
1827,0
1828,64
1829,64
1830,246
1831,128
1832,405
1833,1992
1834,1090
1835,5514
1836,2438
1837,0
1838,208
1839,0
1840,0
1841,158
1842,288
1843,725
1844,226
1845,316
1846,0
1847,0
1848,0
1849,1582
1850,7074
1851,162
1852,90
1853,128
1854,0
1855,0
1856,0
1857,8528
1858,0
1859,64
1860,0
1861,130
1862,64
1863,64
1864,1240
1865,434
1866,454
1867,0
1868,99
1869,7654
1870,938
1871,0
1872,64
1873,64
1874,226
1875,0
1876,0
1877,8528
1878,162
1879,6072
1880,2520
1881,0
1882,162
1883,6200
1884,2520
1885,64
1886,64
1887,1751
1888,11522
1889,4274
1890,128
1891,162
1892,6264
1893,2584
1894,0
1895,0
1896,3424
1897,5628
1898,64
1899,0
1900,162
1901,8528
1902,252
1903,226
1904,464
1905,672
1906,1854
1907,7346
1908,336
1909,660
1910,400
1911,426
1912,464
1913,498
1914,510
1915,400
1916,7990
1917,7346
1918,2954
1919,336
1920,336
1921,336
1922,672
1923,4954
1924,2804
1925,162
1926,308
1927,64
1928,64
1929,64
1930,0
1931,0
1932,0
1933,0
1934,64
1935,71
1936,150
1937,0
1938,0
1939,0
1940,240
1941,248
1942,5450
1943,3644
1944,434
1945,430
1946,300
1947,66
1948,0
1949,0
1950,3626
1951,72
1952,377
1953,0
1954,3334
1955,5580
1956,6630
1957,2246
1958,64
1959,1156
1960,1090
1961,248
1962,66
1963,201
1964,64
1965,2244
1966,64
1967,3336
1968,5516
1969,64
1970,128
1971,1156
1972,6606
1973,1218
1974,1156
1975,1090
1976,0
1977,216
1978,90
1979,214
1980,64
1981,308
1982,567
1983,978
1984,240
1985,244
1986,0
1987,0
1988,0
1989,0
1990,5450
1991,3336
1992,64
1993,0
1994,66
1995,0
1996,0
1997,0
1998,162
1999,0
2000,154
2001,162
2002,238
2003,64
2004,64
2005,128
2006,123
2007,0
2008,0
2009,0
2010,634
2011,0
2012,64
2013,64
2014,0
2015,0
2016,0
2017,0
2018,278
2019,434
2020,236
2021,0
2022,441
2023,64
2024,215
2025,209
2026,182
2027,0
2028,182
2029,241
2030,310
2031,0
2032,0
2033,64
2034,486
2035,336
2036,0
2037,0
2038,5774
2039,3559
2040,66
2041,0
2042,206
2043,0
2044,64
2045,252
2046,576
2047,0
2048,64
2049,206
2050,246
2051,0
2052,142
2053,310
2054,64
2055,0
2056,324
2057,0
2058,129
2059,142
2060,306
2061,0
2062,0
2063,388
2064,0
2065,0
2066,388
2067,0
2068,0
2069,142
2070,246
2071,0
2072,0
2073,457
2074,0
2075,0
2076,142
2077,64
2078,0
2079,0
2080,5450
2081,3336
2082,0
2083,128
2084,194
2085,0
2086,0
2087,0
2088,162
2089,3522
2090,5670
2091,4360
2092,5580
2093,4360
2094,2246
2095,66
2096,66
2097,0
2098,0
2099,66
2100,64
2101,128
2102,64
2103,64
2104,0
2105,288
2106,146
2107,90
2108,288
2109,240
2110,352
2111,288
2112,130
2113,288
2114,154
2115,224
2116,292
2117,304
2118,510
2119,562
2120,574
2121,290
2122,4360
2123,4490
2124,0
2125,66
2126,124
2127,0
2128,0
2129,0
2130,252
2131,316
2132,128
2133,64
2134,0
2135,64
2136,0
2137,0
2138,0
2139,0
2140,64
2141,0
2142,0
2143,312
2144,128
2145,336
2146,336
2147,562
2148,421
2149,400
2150,574
2151,0
2152,64
2153,0
2154,0
2155,0
2156,0
2157,0
2158,0
2159,336
2160,0
2161,1090
2162,5450
2163,2558
2164,0
2165,66
2166,0
2167,0
2168,0
2169,0
2170,226
2171,342
2172,296
2173,162
2174,1266
2175,0
2176,0
2177,64
2178,0
2179,0
2180,0
2181,0
2182,0
2183,0
2184,0
2185,154
2186,0
2187,304
2188,0
2189,1394
2190,64
2191,0
2192,0
2193,0
2194,162
2195,0
2196,0
2197,0
2198,128
2199,132
2200,0
2201,0
2202,0
2203,0
2204,0
2205,64
2206,5450
2207,3336
2208,0
2209,66
2210,0
2211,0
2212,64
2213,376
2214,702
2215,284
2216,0
2217,67
2218,64
2219,530
2220,3290
2221,0
2222,0
2223,0
2224,64
2225,142
2226,528
2227,64
2228,0
2229,0
2230,0
2231,64
2232,192
2233,0
2234,150
2235,322
2236,0
2237,0
2238,0
2239,0
2240,0
2241,236
2242,0
2243,0
2244,0
2245,0
2246,64
2247,0
2248,3270
2249,4613
2250,1394
2251,134
2252,288
2253,0
2254,196
2255,0
2256,570
2257,252
2258,822
2259,0
2260,0
2261,64
2262,350
2263,0
2264,0
2265,64
2266,0
2267,0
2268,0
2269,0
2270,64
2271,0
2272,64
2273,0
2274,0
2275,0
2276,0
2277,0
2278,0
2279,0
2280,0
2281,0
2282,0
2283,0
2284,0
2285,0
2286,0
2287,64
2288,0
2289,0
2290,5450
2291,3336
2292,66
2293,0
2294,0
2295,0
2296,0
2297,252
2298,316
2299,0
2300,0
2301,0
2302,0
2303,0
2304,226
2305,400
2306,424
2307,0
2308,510
2309,336
2310,400
2311,336
2312,380
2313,336
2314,442
2315,336
2316,174
2317,290
2318,400
2319,336
2320,0
2321,510
2322,336
2323,336
2324,162
2325,510
2326,336
2327,336
2328,162
2329,400
2330,464
2331,336
2332,5786
2333,3672
2334,336
2335,336
2336,402
2337,174
2338,336
2339,336
2340,498
2341,588
2342,252
2343,174
2344,498
2345,422
2346,162
2347,64
2348,336
2349,0
2350,400
2351,174
2352,162
2353,174
2354,310
2355,336
2356,336
2357,336
2358,336
2359,336
2360,174
2361,498
2362,174
2363,498
2364,336
2365,248
2366,510
2367,336
2368,336
2369,400
2370,64
2371,64
2372,64
2373,187
2374,5578
2375,3464
2376,64
2377,130
2378,400
2379,0
2380,0
2381,0
2382,252
2383,252
2384,64
2385,0
2386,0
2387,64
2388,64
2389,64
2390,64
2391,0
2392,360
2393,162
2394,0
2395,1266
2396,0
2397,0
2398,0
2399,0
2400,0
2401,0
2402,0
2403,0
2404,64
2405,64
2406,296
2407,162
2408,1266
2409,64
2410,0
2411,128
2412,166
2413,4700
2414,3998
2415,64
2416,5786
2417,3672
2418,336
2419,628
2420,238
2421,454
2422,562
2423,400
2424,588
2425,762
2426,640
2427,336
2428,336
2429,510
2430,336
2431,336
2432,400
2433,562
2434,336
2435,336
2436,510
2437,336
2438,336
2439,498
2440,336
2441,336
2442,510
2443,464
2444,690
2445,336
2446,400
2447,510
2448,336
2449,336
2450,562
2451,336
2452,400
2453,510
2454,336
2455,1426
2456,6014
2457,2516
2458,336
2459,640
2460,336
2461,498
2462,64
2463,400
2464,762
2465,252
2466,0
2467,0
2468,0
2469,0
2470,0
2471,64
2472,64
2473,336
2474,315
2475,0
2476,0
2477,0
2478,64
2479,64
2480,0
2481,71
2482,0
2483,64
2484,64
2485,64
2486,296
2487,162
2488,1330
2489,64
2490,64
2491,0
2492,192
2493,64
2494,0
2495,0
2496,0
2497,0
2498,0
2499,296
2500,5612
2501,4602
2502,0
2503,130
2504,0
2505,0
2506,162
2507,498
2508,852
2509,336
2510,498
2511,336
2512,400
2513,510
2514,400
2515,336
2516,498
2517,336
2518,336
2519,510
2520,336
2521,336
2522,498
2523,336
2524,336
2525,510
2526,336
2527,562
2528,400
2529,400
2530,510
2531,336
2532,336
2533,498
2534,336
2535,336
2536,336
2537,510
2538,336
2539,400
2540,753
2541,408
2542,5786
2543,3910
2544,402
2545,626
2546,336
2547,762
2548,174
2549,626
2550,794
2551,652
2552,400
2553,528
2554,400
2555,238
2556,0
2557,0
2558,0
2559,162
2560,530
2561,128
2562,64
2563,226
2564,238
2565,64
2566,0
2567,248
2568,0
2569,0
2570,192
2571,64
2572,64
2573,0
2574,64
2575,135
2576,154
2577,368
2578,1266
2579,0
2580,0
2581,64
2582,73
2583,64
2584,5450
2585,3400
2586,360
2587,226
2588,66
2589,1404
2590,72
2591,119
2592,226
2593,380
2594,380
2595,409
2596,336
2597,336
2598,510
2599,400
2600,626
2601,336
2602,336
2603,400
2604,336
2605,510
2606,336
2607,498
2608,336
2609,336
2610,574
2611,336
2612,464
2613,336
2614,498
2615,336
2616,336
2617,336
2618,400
2619,0
2620,510
2621,336
2622,336
2623,162
2624,174
2625,336
2626,5786
2627,3834
2628,336
2629,466
2630,574
2631,336
2632,336
2633,498
2634,498
2635,900
2636,510
2637,401
2638,498
2639,3372
2640,5828
2641,622
2642,464
2643,574
2644,1854
2645,7346
2646,158
2647,0
2648,64
2649,0
2650,4554
2651,3974
2652,600
2653,304
2654,430
2655,8528
2656,158
2657,0
2658,0
2659,0
2660,8528
2661,0
2662,558
2663,0
2664,3120
2665,5556
2666,222
2667,0
2668,5450
2669,11864
2670,0
2671,288
2672,64
2673,64
2674,8528
2675,158
2676,548
2677,414
2678,9794
2679,222
2680,0
2681,0
2682,8528
2683,286
2684,192
2685,0
2686,3332
2687,5654
2688,1424
2689,0
2690,64
2691,0
2692,8592
2693,64
2694,286
2695,0
2696,1808
2697,7248
2698,498
2699,336
2700,336
2701,336
2702,510
2703,400
2704,562
2705,336
2706,336
2707,336
2708,510
2709,336
2710,6012
2711,3672
2712,336
2713,466
2714,636
2715,411
2716,336
2717,336
2718,912
2719,400
2720,400
2721,336
2722,664
2723,400
2724,336
2725,498
2726,336
2727,336
2728,510
2729,336
2730,336
2731,562
2732,400
2733,400
2734,336
2735,510
2736,336
2737,498
2738,400
2739,336
2740,510
2741,336
2742,336
2743,562
2744,408
2745,174
2746,0
2747,64
2748,128
2749,385
2750,64
2751,0
2752,3398
2753,5825
2754,238
2755,64
2756,64
2757,0
2758,128
2759,71
2760,0
2761,66
2762,128
2763,136
2764,0
2765,64
2766,162
2767,296
2768,542
2769,248
2770,1420
2771,828
2772,270
2773,128
2774,0
2775,8528
2776,158
2777,0
2778,128
2779,64
2780,8528
2781,616
2782,0
2783,1330
2784,6136
2785,2622
2786,648
2787,526
2788,684
2789,6308
2790,2920
2791,622
2792,336
2793,336
2794,6408
2795,2915
2796,494
2797,464
2798,400
2799,4890
2800,4392
2801,668
2802,336
2803,1744
2804,7184
2805,494
2806,5786
2807,6772
2808,5956
2809,320
2810,66
2811,64
2812,2020
2813,7074
2814,320
2815,426
2816,426
2817,162
2818,7590
2819,1096
2820,146
2821,154
2822,304
2823,9284
2824,732
2825,464
2826,336
2827,7926
2828,1436
2829,494
2830,464
2831,510
2832,400
2833,336
2834,498
2835,6408
2836,2792
2837,336
2838,668
2839,336
2840,498
2841,8864
2842,336
2843,336
2844,574
2845,400
2846,460
2847,336
2848,3768
2849,4762
2850,1490
2851,304
2852,0
2853,203
2854,0
2855,0
2856,252
2857,252
2858,162
2859,174
2860,0
2861,64
2862,128
2863,135
2864,128
2865,128
2866,0
2867,0
2868,0
2869,0
2870,64
2871,0
2872,64
2873,0
2874,0
2875,0
2876,0
2877,4350
2878,296
2879,162
2880,0
2881,0
2882,64
2883,1394
2884,0
2885,0
2886,0
2887,0
2888,128
2889,64
2890,5592
2891,3336
2892,0
2893,1584
2894,2976
2895,0
2896,64
2897,0
2898,394
2899,4687
2900,0
2901,142
2902,4554
2903,4086
2904,64
2905,214
2906,452
2907,64
2908,64
2909,0
2910,64
