,Date,TPX,0,1,2,3,4,5,6,7,8,9
17,2000/1/27,0.43234748,0.5575657,0.060684457,-0.40397784,-0.10264553,0.55436945,0.89672625,-0.06589127,0.7939397,0.17434826,0.23446293
18,2000/1/28,0.510704,0.5798121,0.036190517,-0.4106058,-0.117223136,0.57250303,0.83678716,-0.042170435,0.7483157,0.14133053,0.21365973
19,2000/1/31,0.5422294,0.64655125,-0.037291292,-0.43048948,-0.16095598,0.6269039,0.6569699,0.02899206,0.6114436,0.042277332,0.15125015
20,2000/2/1,0.60668796,0.6687976,-0.061785232,-0.4371174,-0.1755336,0.64503753,0.59703076,0.052712888,0.5658195,0.0092595965,0.13044697
21,2000/2/2,0.5876319,0.69104403,-0.08627917,-0.44374532,-0.1901112,0.6631711,0.53709173,0.07643372,0.5201955,-0.023758128,0.10964379
22,2000/2/3,0.58349705,0.7132904,-0.11077311,-0.45037323,-0.20468882,0.6813047,0.47715265,0.10015456,0.47457147,-0.056775868,0.08884059
23,2000/2/4,0.56414604,0.73429346,-0.13313508,-0.45746958,-0.22282387,0.6999535,0.41815516,0.1242576,0.43056342,-0.08939628,0.06750937
24,2000/2/7,0.5526522,0.735052,-0.09347697,-0.50221235,-0.45534036,0.781693,0.28831315,0.21570083,0.37945288,-0.16736189,-0.022919264
25,2000/2/8,0.60071045,0.73530483,-0.080257565,-0.51712656,-0.53284603,0.80893946,0.24503237,0.24618198,0.362416,-0.1933505,-0.05306222
26,2000/2/9,0.59969306,0.7355577,-0.067038216,-0.53204083,-0.61035144,0.83618593,0.20175175,0.27666304,0.34537917,-0.219339,-0.08320506
27,2000/2/10,0.6319639,0.7358105,-0.05381881,-0.5469551,-0.6878571,0.8634324,0.15847097,0.30714417,0.32834232,-0.24532759,-0.11334802
28,2000/2/11,0.6669924,0.73606336,-0.040599458,-0.5618694,-0.7653625,0.89067894,0.11519036,0.3376252,0.3113055,-0.27131608,-0.14349085
29,2000/2/14,0.65577555,0.7586809,-0.09341198,-0.59752625,-0.8360453,0.9795996,0.09819486,0.28183407,0.24336249,-0.23781767,-0.18170051
30,2000/2/15,0.6771313,0.76949024,-0.124850065,-0.6080525,-0.8353952,1.0103141,0.10941199,0.24121022,0.21819669,-0.20997609,-0.18662485
31,2000/2/16,0.63925576,0.78029966,-0.15628827,-0.61857885,-0.83474517,1.0410287,0.12062916,0.20058623,0.1930308,-0.18213442,-0.19154923
32,2000/2/17,0.53942186,0.79110897,-0.18772636,-0.62910515,-0.834095,1.0717432,0.1318463,0.1599624,0.16786501,-0.15429285,-0.19647357
33,2000/2/18,0.48348182,0.8019184,-0.21916458,-0.6396315,-0.833445,1.102458,0.14306347,0.119338416,0.14269911,-0.12645118,-0.20139794
34,2000/2/22,0.4830564,0.8028251,-0.2878093,-0.6670479,-0.84218144,1.1353997,0.16089539,-0.094810836,0.13601492,-0.073341265,-0.18264857
35,2000/2/23,0.47752133,0.79332983,-0.29185486,-0.67052853,-0.8469691,1.1229844,0.15914401,-0.160211,0.15592743,-0.0734432,-0.16913143
36,2000/2/24,0.5179484,0.7838347,-0.29590046,-0.67400914,-0.85175693,1.1105692,0.15739264,-0.22561139,0.17584004,-0.07354513,-0.15561421
37,2000/2/25,0.5608168,0.7743395,-0.29994604,-0.67748976,-0.85654473,1.0981542,0.15564127,-0.29101154,0.19575256,-0.07364707,-0.14209706
38,2000/2/28,0.58814234,0.7487655,-0.320616,-0.6887491,-0.8693068,1.0664579,0.15350784,-0.478799,0.25384364,-0.07002749,-0.10062713
39,2000/2/29,0.56299585,0.7687024,-0.41092092,-0.7004927,-0.8579084,1.1101367,0.18330231,-0.4591501,0.25711054,-0.030449066,-0.07782623
40,2000/3/1,0.59557205,0.78863937,-0.5012262,-0.7122364,-0.8465099,1.1538159,0.21309689,-0.43950117,0.26037747,0.009129494,-0.055025257
41,2000/3/2,0.5410229,0.8085762,-0.59153104,-0.72398007,-0.83511144,1.1974947,0.24289136,-0.41985226,0.26364437,0.048707917,-0.03222437
42,2000/3/3,0.46976793,0.8285132,-0.6818363,-0.73572373,-0.82371294,1.2411739,0.27268592,-0.40020335,0.2669113,0.08828649,-0.00942339
43,2000/3/6,0.4437006,0.88832396,-0.95275134,-0.7709547,-0.7895176,1.3722107,0.36206946,-0.34125662,0.27671206,0.20702189,0.05897937
44,2000/3/7,0.45342863,0.9015718,-1.0344507,-0.7832602,-0.77739215,1.4147056,0.38942695,-0.318562,0.28870648,0.2395629,0.08138736
45,2000/3/8,0.452722,0.8623462,-1.0486368,-0.7999727,-0.75956506,1.4479088,0.39766562,-0.2719761,0.3691641,0.21689579,0.100711696
46,2000/3/9,0.4435994,0.82312053,-1.062823,-0.81668514,-0.74173784,1.4811118,0.40590435,-0.22539024,0.4496217,0.19422866,0.120036036
47,2000/3/10,0.48835808,0.7838949,-1.0770092,-0.8333976,-0.7239107,1.5143149,0.41414303,-0.17880435,0.53007936,0.17156155,0.13936037
48,2000/3/13,0.49846455,0.6662176,-1.1195678,-0.883535,-0.670429,1.6139244,0.43885913,-0.039046347,0.7714527,0.10356002,0.1973335
49,2000/3/14,0.5627266,0.626992,-1.133754,-0.9002475,-0.65260184,1.6471275,0.44709784,0.007539537,0.85191035,0.08089291,0.21665785
50,2000/3/15,0.5764812,0.5925486,-1.1468126,-0.91193867,-0.6382975,1.6770372,0.45419672,0.046056744,0.9217368,0.065371394,0.23263195
51,2000/3/16,0.5869269,0.5909233,-1.1521338,-0.8891729,-0.6481678,1.6843469,0.45347387,0.029204383,0.9186079,0.09888395,0.22561589
52,2000/3/17,0.5794305,0.5892981,-1.157455,-0.8664072,-0.6580381,1.6916568,0.45275104,0.01235202,0.915479,0.1323965,0.21859983
53,2000/3/20,0.63645107,0.58442235,-1.1734184,-0.79810977,-0.687649,1.7135859,0.45058256,-0.038205184,0.9060923,0.2329344,0.1975516
54,2000/3/21,0.68357486,0.5827971,-1.1787397,-0.77534413,-0.6975193,1.7208958,0.44985977,-0.055057555,0.90296346,0.26644698,0.19053555
55,2000/3/22,0.6558948,0.5811719,-1.1840608,-0.7525783,-0.7073896,1.7282056,0.4491369,-0.07190992,0.8998346,0.29995954,0.18351947
56,2000/3/23,0.6265093,0.58626753,-1.1867707,-0.73461056,-0.713384,1.7312557,0.44879994,-0.082552835,0.89455175,0.33151376,0.17397475
57,2000/3/24,0.5933642,0.6321982,-1.1736149,-0.7457956,-0.69582856,1.708425,0.45080736,-0.05546736,0.8761822,0.35116783,0.1490666
58,2000/3/27,0.5868053,0.76999074,-1.1341473,-0.7793509,-0.64316213,1.6399331,0.4568296,0.02578928,0.8210734,0.41013017,0.074341975
59,2000/3/28,0.6340522,0.8159214,-1.1209913,-0.79053587,-0.62560666,1.6171026,0.45883706,0.05287476,0.8027039,0.42978424,0.049433824
60,2000/3/29,0.5344911,0.86185217,-1.1078355,-0.801721,-0.6080513,1.5942721,0.4608445,0.07996024,0.7843344,0.44943833,0.02452568
61,2000/3/30,0.62997043,0.9077829,-1.0946797,-0.812906,-0.5904959,1.5714414,0.4628519,0.10704572,0.7659648,0.46909237,-0.00038246624
62,2000/3/31,0.6317718,0.9486141,-1.0788488,-0.8139883,-0.570882,1.5536072,0.45737556,0.13438419,0.7511956,0.48020485,-0.018647386
63,2000/4/3,0.6317958,0.98798966,-0.9877635,-0.65258026,-0.4784952,1.5815389,0.31897673,0.22051877,0.7655683,0.37432936,0.034832176
64,2000/4/4,0.66782457,1.0011148,-0.9574014,-0.5987772,-0.4476994,1.5908494,0.27284345,0.24923049,0.7703592,0.33903727,0.052658826
65,2000/4/5,0.65004647,1.01424,-0.9270396,-0.54497445,-0.4169038,1.6001599,0.2267105,0.27794203,0.77515006,0.30374545,0.07048534
66,2000/4/6,0.6451456,1.0273653,-0.89667785,-0.49117184,-0.38610822,1.6094704,0.18057756,0.30665356,0.779941,0.26845363,0.08831187
67,2000/4/7,0.6572064,1.0404905,-0.8663157,-0.43736875,-0.35531238,1.618781,0.13444427,0.3353653,0.7847319,0.23316152,0.10613852
68,2000/4/10,0.6744272,1.158091,-0.90816,-0.37450337,-0.27150452,1.6169658,0.051733956,0.36756763,0.7511777,0.26478422,0.110221885
69,2000/4/11,0.72244066,1.2072716,-0.93906784,-0.36612064,-0.24466291,1.6125653,0.031268638,0.37142092,0.73387814,0.2928678,0.105280824
70,2000/4/12,0.697913,1.256452,-0.9699755,-0.35773796,-0.21782148,1.608165,0.010803476,0.37527412,0.7165787,0.3209512,0.1003398
71,2000/4/13,0.6288652,1.3056324,-1.0008832,-0.34935525,-0.19098006,1.6037648,-0.009661689,0.37912738,0.69927925,0.3490346,0.09539877
72,2000/4/14,0.6420343,1.3548126,-1.031791,-0.34097257,-0.16413864,1.5993645,-0.030126851,0.3829806,0.6819798,0.37711802,0.090457745
73,2000/4/17,0.68490005,1.4750829,-1.0695459,-0.26542687,-0.07273143,1.6281154,-0.0889328,0.37078637,0.6461031,0.4264185,0.089302234
74,2000/4/18,0.7085998,1.5012248,-1.0540166,-0.21446858,-0.03669633,1.6591561,-0.10721019,0.3545723,0.64233875,0.4249764,0.09590752
75,2000/4/19,0.5889929,1.527367,-1.0384873,-0.16350994,-0.0006609559,1.690197,-0.12548773,0.33835816,0.63857436,0.4235343,0.10251286
76,2000/4/20,0.46826047,1.5535088,-1.022958,-0.112551644,0.03537415,1.7212374,-0.14376512,0.32214412,0.63481,0.4220922,0.10911815
77,2000/4/24,0.46564606,1.6510206,-0.9667895,0.08062441,0.1688793,1.8300126,-0.21833414,0.26206538,0.6312413,0.4248918,0.13119218
78,2000/4/25,0.5646354,1.6414995,-0.9813257,0.077716365,0.151159,1.7832801,-0.24398729,0.26999825,0.6855449,0.46675533,0.11582542
79,2000/4/26,0.53717923,1.6319784,-0.9958619,0.074808314,0.13343872,1.736548,-0.2696404,0.27793115,0.73984855,0.50861883,0.100458674
80,2000/4/27,0.6553223,1.6224571,-1.0103983,0.07190024,0.115718275,1.6898154,-0.29529372,0.28586408,0.7941526,0.55048263,0.085091814
81,2000/4/28,0.6749492,1.612936,-1.0249345,0.0689922,0.097997986,1.6430831,-0.32094684,0.29379696,0.84845626,0.5923462,0.06972506
82,2000/5/1,0.67708385,1.5843725,-1.0685433,0.060268033,0.044836964,1.5028862,-0.39790645,0.31759572,1.0113676,0.71793705,0.023624703
83,2000/5/2,0.6630193,1.5806799,-1.0736535,0.0504353,0.014182147,1.4665992,-0.41282082,0.32477182,1.0418763,0.7509174,0.004725958
84,2000/5/3,0.6688942,1.598654,-1.0437231,0.01486082,-0.064555295,1.4691421,-0.38781515,0.32913485,0.98393023,0.75087553,-0.027302586
85,2000/5/4,0.6985023,1.6166282,-1.0137928,-0.02071366,-0.14329274,1.4716849,-0.36280945,0.33349788,0.92598426,0.75083363,-0.05933113
86,2000/5/5,0.7121237,1.6346023,-0.9838622,-0.05628841,-0.22203077,1.4742277,-0.33780354,0.33786094,0.8680378,0.7507918,-0.091359906
87,2000/5/8,0.7401214,1.688525,-0.89407134,-0.16301186,-0.4582431,1.4818559,-0.26278648,0.35095,0.6941998,0.75066626,-0.18744554
88,2000/5/9,0.703025,1.7064991,-0.86414075,-0.1985866,-0.5369811,1.4843986,-0.23778059,0.35531303,0.63625336,0.75062436,-0.21947432
89,2000/5/10,0.7259744,1.7115799,-0.8373618,-0.231217,-0.59797996,1.4698294,-0.22131476,0.3540442,0.59525305,0.7588163,-0.23676625
90,2000/5/11,0.66349536,1.6725353,-0.821369,-0.2537704,-0.5982695,1.396698,-0.23407541,0.33350143,0.61224705,0.7951862,-0.2036245
91,2000/5/12,0.54240173,1.6334903,-0.805376,-0.2763242,-0.5985591,1.3235656,-0.24683627,0.31295842,0.62924135,0.8315567,-0.17048228
92,2000/5/15,0.5707708,1.5163555,-0.75739706,-0.3439852,-0.59942776,1.1041694,-0.2851186,0.2513296,0.6802239,0.9406674,-0.07105609
93,2000/5/16,0.6564672,1.4773111,-0.74140424,-0.36653867,-0.5997174,1.031038,-0.29787928,0.23078689,0.69721794,0.9770373,-0.03791435
94,2000/5/17,0.6484215,1.438266,-0.7254111,-0.38909242,-0.6000069,0.9579056,-0.3106401,0.21024384,0.7142122,1.0134077,-0.004772123
95,2000/5/18,0.67221975,1.4099565,-0.71080655,-0.41270626,-0.6077725,0.9030936,-0.32191256,0.19544044,0.72748214,1.0473493,0.024067745
96,2000/5/19,0.7201922,1.4155953,-0.7005925,-0.43967187,-0.63917893,0.90621424,-0.3284781,0.19878696,0.72897494,1.07361,0.039302416
97,2000/5/22,0.74079704,1.4325117,-0.66995037,-0.52056944,-0.7333989,0.9155762,-0.34817505,0.2088266,0.7334532,1.1523923,0.08500689
98,2000/5/23,0.69458747,1.4381506,-0.6597362,-0.5475355,-0.76480573,0.9186969,-0.3547407,0.21217318,0.734946,1.1786532,0.1002418
99,2000/5/24,0.70335454,1.4437892,-0.64952224,-0.57450104,-0.796212,0.9218175,-0.36130625,0.21551968,0.73643875,1.2049137,0.11547647
100,2000/5/25,0.7889263,1.4494281,-0.63930815,-0.6014671,-0.8276189,0.9249382,-0.36787197,0.21886626,0.7379315,1.2311747,0.13071138
101,2000/5/26,0.785707,1.4508467,-0.63490605,-0.6225195,-0.86055475,0.9224738,-0.36756182,0.21097355,0.74047583,1.251183,0.1455628
102,2000/5/30,0.80479676,1.4070408,-0.68543774,-0.6373993,-1.0102235,0.84713775,-0.28570965,0.04763462,0.7629813,1.257911,0.20047212
103,2000/5/31,0.86245614,1.3960892,-0.6980707,-0.64111924,-1.047641,0.8283036,-0.26524645,0.0067995936,0.7686076,1.2595929,0.21419954
104,2000/6/1,0.8638971,1.3851378,-0.7107036,-0.64483917,-1.085058,0.8094697,-0.24478358,-0.034034833,0.77423394,1.2612748,0.22792679
105,2000/6/2,0.8114954,1.3741863,-0.7233366,-0.6485591,-1.1224754,0.79063547,-0.2243204,-0.07486986,0.7798604,1.2629567,0.2416542
106,2000/6/5,0.8084334,1.4222639,-0.7289467,-0.67409164,-1.1426388,0.78356755,-0.34137785,0.003917776,0.8271985,1.3313175,0.1880817
107,2000/6/6,0.85731804,1.4469886,-0.7273462,-0.68414724,-1.139462,0.78652495,-0.39957651,0.05181545,0.8462516,1.3609096,0.1600399
108,2000/6/7,0.83149403,1.4717134,-0.7257457,-0.6942029,-1.1362851,0.78948236,-0.457776,0.09971384,0.8653049,1.390502,0.13199769
109,2000/6/8,0.8533919,1.4964384,-0.7241453,-0.7042587,-1.1331083,0.7924397,-0.51597553,0.14761223,0.88435817,1.4200944,0.10395547
110,2000/6/9,0.8465448,1.5211627,-0.7225448,-0.7143142,-1.1299314,0.79539704,-0.5741742,0.1955099,0.9034112,1.4496863,0.075913675
111,2000/6/12,0.82665265,1.5524087,-0.7304211,-0.72782767,-1.1085125,0.82701004,-0.7107706,0.3050512,0.92773503,1.4958017,0.025377389
112,2000/6/13,0.8519016,1.5436649,-0.7387049,-0.72489953,-1.0960671,0.84769726,-0.7393427,0.3263223,0.9211881,1.4921334,0.023523401
113,2000/6/14,0.92018044,1.5349208,-0.74698853,-0.7219714,-1.0836215,0.86838436,-0.76791465,0.34759334,0.91464114,1.4884651,0.021669412
114,2000/6/15,0.96558785,1.5261769,-0.75527215,-0.71904325,-1.0711762,0.8890712,-0.7964863,0.3688641,0.9080942,1.4847969,0.019815452
115,2000/6/16,1.0075749,1.5174329,-0.7635559,-0.7161151,-1.0587306,0.9097583,-0.8250583,0.39013514,0.9015472,1.4811285,0.017961461
116,2000/6/19,1.0213474,1.484922,-0.7881441,-0.7221672,-1.022234,0.9619343,-0.90795994,0.46164137,0.90085316,1.4700937,0.011344265
117,2000/6/20,0.97921664,1.4550214,-0.79554254,-0.7692299,-1.012618,0.94931376,-0.9270499,0.50883436,0.9581463,1.4663244,0.0059346757
118,2000/6/21,1.0256325,1.4251201,-0.8029411,-0.8162932,-1.0030018,0.9366929,-0.94614017,0.55602807,1.0154402,1.4625552,0.00052500516
119,2000/6/22,1.0596023,1.395219,-0.8103395,-0.8633565,-0.9933857,0.924072,-0.9652304,0.6032218,1.0727341,1.4587858,-0.0048846654
120,2000/6/23,0.9630923,1.3653183,-0.81773794,-0.9104191,-0.98376966,0.91145146,-0.9843204,0.6504148,1.1300273,1.4550166,-0.010294255
121,2000/6/26,0.8963007,1.2756155,-0.8399334,-1.0516083,-0.9549215,0.87358916,-1.0415909,0.7919953,1.3019084,1.4437087,-0.026523186
122,2000/6/27,0.87531424,1.2479519,-0.84835804,-1.0833769,-0.9383081,0.86531854,-1.0574313,0.8123307,1.3524526,1.4416305,-0.045366894
123,2000/6/28,0.89616686,1.2252477,-0.85905695,-1.0812467,-0.906187,0.8666893,-1.0660684,0.7731395,1.3880368,1.443301,-0.093984306
124,2000/6/29,0.9439246,1.2025434,-0.8697561,-1.0791167,-0.8740654,0.8680601,-1.0747058,0.7339477,1.4236217,1.4449714,-0.14260246
125,2000/6/30,0.9424713,1.1798389,-0.88045514,-1.0769867,-0.8419438,0.8694309,-1.0833431,0.69475585,1.4592063,1.4466417,-0.1912206
126,2000/7/3,0.918008,1.1117265,-0.9125521,-1.0705965,-0.74557996,0.8735434,-1.1092551,0.5771817,1.5659595,1.451653,-0.33707356
127,2000/7/5,0.8972821,1.0787015,-0.9166725,-1.0605756,-0.69428027,0.8619515,-1.1196557,0.5029475,1.6264644,1.4588153,-0.3989832
128,2000/7/6,0.92421144,1.0940963,-0.874217,-1.0407233,-0.7019797,0.81922597,-1.1071455,0.47652206,1.62924,1.4722424,-0.33891937
129,2000/7/7,0.90565807,1.1094912,-0.83176076,-1.0208706,-0.70967925,0.77649975,-1.094635,0.4500962,1.6320156,1.4856696,-0.2788546
130,2000/7/10,0.8832265,1.1556759,-0.7043928,-0.9613128,-0.73277766,0.6483219,-1.0571039,0.37081903,1.6403424,1.525951,-0.098661244
131,2000/7/11,0.8999574,1.1710708,-0.6619365,-0.94146,-0.7404771,0.60559577,-1.0445933,0.34439313,1.6431179,1.5393783,-0.038596503
132,2000/7/12,0.91168284,1.1864656,-0.61948097,-0.9216077,-0.7481765,0.56287026,-1.0320832,0.31796768,1.6458936,1.5528054,0.021467362
133,2000/7/13,0.94542134,1.2061704,-0.5826943,-0.91271275,-0.7570932,0.52345705,-1.018741,0.2956456,1.6455572,1.5726947,0.06117962
134,2000/7/14,0.9211554,1.234272,-0.5569541,-0.9251671,-0.768381,0.49049926,-1.0037785,0.28131926,1.6391574,1.6051736,0.061238334
135,2000/7/17,0.91199386,1.3185775,-0.47973275,-0.9625306,-0.802245,0.3916249,-0.9588909,0.23833978,1.6199586,1.7026117,0.06141449
136,2000/7/18,0.98442304,1.3466794,-0.45399213,-0.9749851,-0.81353307,0.3586666,-0.94392824,0.22401321,1.6135588,1.7350911,0.061473206
137,2000/7/19,1.0262996,1.3747814,-0.4282516,-0.98743975,-0.8248212,0.32570833,-0.92896557,0.20968664,1.6071593,1.7675705,0.061531927
138,2000/7/20,0.998718,1.402883,-0.4025114,-0.9998941,-0.83610904,0.29275054,-0.9140032,0.19536029,1.6007595,1.8000495,0.06159064
139,2000/7/21,1.0910358,1.4273611,-0.37349302,-1.0148094,-0.8493597,0.2840024,-0.9013754,0.17858504,1.5844948,1.8121203,0.060461253
140,2000/7/24,1.114752,1.4808967,-0.2684394,-1.0730674,-0.89988875,0.39070153,-0.87631404,0.11481334,1.4815303,1.7362645,0.05054891
141,2000/7/25,1.135538,1.4987416,-0.2334219,-1.0924866,-0.9167316,0.42626753,-0.86796033,0.093556315,1.4472091,1.7109795,0.047244832
142,2000/7/26,1.125652,1.516587,-0.19840387,-1.111906,-0.9335748,0.46183407,-0.8596065,0.07229898,1.4128876,1.6856941,0.043940704
143,2000/7/27,0.9855983,1.5344322,-0.16338581,-1.1313255,-0.9504179,0.4974006,-0.8512527,0.051041637,1.3785659,1.6604086,0.040636573
144,2000/7/28,0.8924616,1.5522772,-0.12836829,-1.1507447,-0.9672607,0.5329666,-0.842899,0.029784616,1.3442447,1.6351236,0.037332494
145,2000/7/31,0.86875606,1.6394954,-0.075062186,-1.0903978,-1.1128976,0.71647084,-0.8775964,-0.051581025,1.4286456,1.6247344,-0.06692611
146,2000/8/1,1.0438353,1.671568,-0.061902314,-1.0597184,-1.1699142,0.78447986,-0.89448464,-0.08027006,1.473467,1.6271019,-0.11008214
147,2000/8/2,0.996636,1.7036403,-0.048742637,-1.0290395,-1.2269299,0.8524878,-0.91137266,-0.108958654,1.5182879,1.6294695,-0.15323754
148,2000/8/3,0.99891317,1.7357131,-0.03558277,-0.9983602,-1.2839468,0.9204969,-0.92826104,-0.13764769,1.5631094,1.6318374,-0.19639356
149,2000/8/4,0.9777558,1.7677859,-0.022422897,-0.9676809,-1.3409634,0.98850596,-0.9451493,-0.16633672,1.6079309,1.634205,-0.23954962
150,2000/8/7,1.0505736,1.8497069,0.013723374,-0.9145174,-1.4361291,1.0587423,-0.98502946,-0.2100963,1.6828938,1.6807415,-0.29325858
151,2000/8/8,1.0159354,1.8714315,0.024470776,-0.91197574,-1.4382203,1.029912,-0.99411184,-0.20816278,1.6846473,1.7116522,-0.2815793
152,2000/8/9,0.9405768,1.893156,0.03521818,-0.909434,-1.4403112,1.0010815,-1.0031942,-0.20622924,1.6864011,1.7425628,-0.26990002
153,2000/8/10,0.944607,1.9148804,0.045965422,-0.9068924,-1.4424024,0.97225153,-1.0122765,-0.20429575,1.6881549,1.773473,-0.2582209
154,2000/8/11,0.9314426,1.936605,0.056712825,-0.90435076,-1.4444935,0.9434212,-1.021359,-0.20236224,1.6899085,1.8043838,-0.24654163
155,2000/8/14,0.9771451,1.9829818,0.07975651,-0.89509636,-1.4424671,0.8338721,-1.0401939,-0.19659042,1.6937152,1.8642473,-0.20639347
156,2000/8/15,0.94341826,1.9572035,0.06725803,-0.8884367,-1.4235833,0.7467691,-1.0280175,-0.1947295,1.691793,1.8120953,-0.18179904
157,2000/8/16,1.0121572,1.9314256,0.054759726,-0.8817771,-1.4047,0.6596673,-1.0158412,-0.19286859,1.6898708,1.7599442,-0.157205
158,2000/8/17,1.0589627,1.9056473,0.042261235,-0.8751174,-1.3858163,0.57256424,-1.0036649,-0.19100767,1.6879487,1.707792,-0.13261059
159,2000/8/18,1.0944153,1.8798692,0.029762937,-0.86845785,-1.3669329,0.48546252,-0.9914885,-0.18914676,1.6860263,1.6556408,-0.108016536
160,2000/8/21,1.1056926,1.8025348,-0.0077323364,-0.848479,-1.3102823,0.22415471,-0.95495945,-0.18356399,1.68026,1.4991857,-0.034233656
161,2000/8/22,1.0828696,1.7878679,-0.033114888,-0.8421972,-1.2910696,0.17679837,-0.94358087,-0.18196142,1.6899983,1.4762356,-0.0042158514
162,2000/8/23,1.1138912,1.7892017,-0.07705101,-0.8364594,-1.2713834,0.1866789,-0.93335116,-0.18073085,1.7165282,1.4953372,0.033611856
163,2000/8/24,1.1507008,1.7905357,-0.12098649,-0.83072186,-1.2516974,0.19655928,-0.9231217,-0.17950031,1.7430577,1.5144386,0.071439
164,2000/8/25,1.1750189,1.7918696,-0.16492262,-0.8249842,-1.2320111,0.2064398,-0.91289204,-0.17826974,1.7695876,1.5335404,0.109266706
165,2000/8/28,1.2029037,1.7958715,-0.29673034,-0.8077711,-1.1729527,0.23608124,-0.88220334,-0.1745781,1.849177,1.5908451,0.22274925
166,2000/8/29,1.1674346,1.7972056,-0.34066582,-0.80203354,-1.1532668,0.24596162,-0.8719738,-0.17334756,1.8757067,1.6099467,0.2605764
167,2000/8/30,1.1886388,1.8158236,-0.34863222,-0.7821678,-1.1443317,0.25909328,-0.87298524,-0.18956645,1.8908739,1.6123413,0.28926218
168,2000/8/31,1.15068,1.8579259,-0.30772611,-0.743106,-1.1500045,0.27664232,-0.88927007,-0.22949407,1.8906026,1.5920359,0.30552673
169,2000/9/1,1.1255263,1.9000275,-0.2668206,-0.7040449,-1.1556772,0.29419112,-0.90555465,-0.2694211,1.8903313,1.5717309,0.32179102
170,2000/9/5,1.0679916,2.0684361,-0.10319683,-0.5477985,-1.1783682,0.36438704,-0.9706936,-0.42913106,1.889246,1.4905095,0.38684896
171,2000/9/6,1.0700753,2.1105378,-0.06229133,-0.5087373,-1.1840408,0.3819358,-0.9869782,-0.46905807,1.8889747,1.4702044,0.40311325
172,2000/9/7,1.1248983,2.1143723,-0.027653007,-0.48534572,-1.1699171,0.38813165,-1.0041723,-0.5048381,1.9040514,1.4566596,0.42240825
173,2000/9/8,1.1304625,2.0691228,-0.00105392,-0.4820531,-1.1304021,0.37976554,-1.0225327,-0.53529835,1.938814,1.4517859,0.4455903
174,2000/9/11,1.0479012,1.9333756,0.07874255,-0.47217524,-1.0118579,0.35466748,-1.0776135,-0.626678,2.0431008,1.437165,0.5151356
175,2000/9/12,0.9697868,1.8881261,0.10534164,-0.46888262,-0.9723427,0.34630138,-1.095974,-0.6571383,2.0778637,1.4322914,0.5383176
176,2000/9/13,1.0189551,1.8428768,0.13194072,-0.46558994,-0.93282753,0.33793527,-1.1143345,-0.6875984,2.112626,1.4274178,0.5614996
