,Date,SPX,Value
47,1990/3/12,-1.2233697985417211,-0.26912975
48,1990/3/13,-1.2264211492570403,-0.26916885
49,1990/3/14,-1.2254268889115993,-0.26920792
50,1990/3/15,-1.2240554953316807,-0.26924697
51,1990/3/16,-1.2196670358759405,-0.269286
52,1990/3/19,-1.2178156545430505,-0.2694031
53,1990/3/20,-1.2200555973902512,-0.26944214
54,1990/3/21,-1.222146972599627,-0.26948115
55,1990/3/22,-1.2267754259318526,-0.2695201
56,1990/3/23,-1.2250268991174562,-0.26955906
57,1990/3/26,-1.2245583396443174,-0.26967594
58,1990/3/27,-1.2201355953490796,-0.2697149
59,1990/3/28,-1.2195641813574467,-0.26975378
60,1990/3/29,-1.2209470032171983,-0.26979274
61,1990/3/30,-1.2219184070029738,-0.2698316
62,1990/4/2,-1.2233355137022233,-0.26994824
63,1990/4/3,-1.2176899434648913,-0.26998708
64,1990/4/4,-1.2206041548222186,-0.2700259
65,1990/4/5,-1.221015572896194,-0.2700647
66,1990/4/6,-1.2217584110853168,-0.27010354
67,1990/4/9,-1.2202841629869041,-0.27022028
68,1990/4/10,-1.2194841833986183,-0.27025905
69,1990/4/11,-1.219655607596108,-0.2702978
70,1990/4/12,-1.2168899638766053,-0.2703366
71,1990/4/16,-1.216432832683299,-0.27049154
72,1990/4/17,-1.2165014023622949,-0.27053028
73,1990/4/18,-1.2210270011760267,-0.27056897
74,1990/4/19,-1.2240326387720153,-0.2706077
75,1990/4/20,-1.227426837882314,-0.27064636
76,1990/4/23,-1.232078147774205,-0.27076235
77,1990/4/24,-1.2328666990826582,-0.27080095
78,1990/4/25,-1.2309581763506048,-0.27083957
79,1990/4/26,-1.2299410594454983,-0.27087823
80,1990/4/27,-1.2342952340617401,-0.27091682
81,1990/4/30,-1.2323638547700215,-0.27103254
82,1990/5/1,-1.2307067541942864,-0.27107114
83,1990/5/2,-1.228158247791604,-0.2711097
84,1990/5/3,-1.2269125652898447,-0.27114823
85,1990/5/4,-1.2236897903770356,-0.27118677
86,1990/5/7,-1.2212441384928472,-0.2713023
87,1990/5/8,-1.219552753077614,-0.27134076
88,1990/5/9,-1.2185813492918383,-0.2713793
89,1990/5/10,-1.2174842344279035,-0.27141774
90,1990/5/11,-1.2081359015247908,-0.27145618
91,1990/5/14,-1.2049931245708103,-0.2715715
92,1990/5/15,-1.2055302537229453,-0.27160993
93,1990/5/16,-1.2058502455582596,-0.27164835
94,1990/5/17,-1.2053131164061248,-0.27168673
95,1990/5/18,-1.2051188356489697,-0.27172512
96,1990/5/21,-1.2012789336251972,-0.27184016
97,1990/5/22,-1.200787517592393,-0.27187854
98,1990/5/23,-1.1998046855267845,-0.27191687
99,1990/5/24,-1.2008103741520582,-0.2719552
100,1990/5/25,-1.2051874053279656,-0.2719935
101,1990/5/29,-1.1982504394695432,-0.27214664
102,1990/5/30,-1.1980104455930574,-0.27218488
103,1990/5/31,-1.1975875992392493,-0.27222311
104,1990/6/1,-1.1953819412315467,-0.27226138
105,1990/6/4,-1.1905363505825004,-0.27237606
106,1990/6/5,-1.1914048998497826,-0.27241424
107,1990/6/6,-1.1933248508616687,-0.27245244
108,1990/6/7,-1.1953933695113792,-0.27249062
109,1990/6/8,-1.2004675257570787,-0.27252883
110,1990/6/11,-1.197130468045943,-0.2726432
111,1990/6/12,-1.191850602763256,-0.27268133
112,1990/6/13,-1.1933934205406644,-0.2727194
113,1990/6/14,-1.1956790765071956,-0.27275753
114,1990/6/15,-1.195667648227363,-0.27279562
115,1990/6/18,-1.2025589009664546,-0.27290985
116,1990/6/19,-1.2007418044730624,-0.27294794
117,1990/6/20,-1.2000218228436053,-0.27298594
118,1990/6/21,-1.1984561485065313,-0.27302396
119,1990/6/22,-1.2042160015421897,-0.273062
120,1990/6/25,-1.2077816248499784,-0.27317598
121,1990/6/26,-1.2080673318457948,-0.27321398
122,1990/6/27,-1.204547421657337,-0.27325195
123,1990/6/28,-1.2017017799790053,-0.27328995
124,1990/6/29,-1.2012560770655318,-0.2733279
125,1990/7/2,-1.1995189785309683,-0.27344164
126,1990/7/3,-1.1988104251813434,-0.27347955
127,1990/7/5,-1.2039302945463732,-0.27355534
128,1990/7/6,-1.2007989458722257,-0.2735932
129,1990/7/9,-1.1995418350906335,-0.27370682
130,1990/7/10,-1.2030046038799282,-0.2737446
131,1990/7/11,-1.1975875992392493,-0.27378246
132,1990/7/12,-1.192776293429701,-0.27382025
133,1990/7/13,-1.1906392051009946,-0.27385807
134,1990/7/16,-1.1887649672084388,-0.27397144
135,1990/7/17,-1.1903992112245088,-0.2740092
136,1990/7/18,-1.194170543569285,-0.27404696
137,1990/7/19,-1.1929134327876931,-0.27408475
138,1990/7/20,-1.1971533246056083,-0.27412242
139,1990/7/23,-1.2043531409001818,-0.27423558
140,1990/7/24,-1.2038045834682143,-0.2742733
141,1990/7/25,-1.202318907089969,-0.27431098
142,1990/7/26,-1.2036674441102222,-0.27434865
143,1990/7/27,-1.2064902292288884,-0.2743863
144,1990/7/30,-1.204078862184198,-0.27449927
145,1990/7/31,-1.2033931653942385,-0.27453685
146,1990/8/1,-1.2041131470236959,-0.27457446
147,1990/8/2,-1.2087301720760888,-0.27461207
148,1990/8/3,-1.216295693325307,-0.27464968
149,1990/8/6,-1.2282153891907672,-0.27476242
150,1990/8/7,-1.227758257997461,-0.27479997
151,1990/8/8,-1.2237355034963664,-0.27483752
152,1990/8/9,-1.2219184070029738,-0.27487504
153,1990/8/10,-1.226969706689008,-0.27491257
154,1990/8/13,-1.2231755177845662,-0.27502504
155,1990/8/14,-1.2225469623937701,-0.27506262
156,1990/8/15,-1.2217812676449822,-0.27510005
157,1990/8/16,-1.2305467582766294,-0.2751375
158,1990/8/17,-1.2357580538803203,-0.27517498
159,1990/8/20,-1.2349809308516997,-0.27528724
160,1990/8/21,-1.2425807369404158,-0.27532467
161,1990/8/22,-1.2486491535315563,-0.27536213
162,1990/8/23,-1.2594945910927469,-0.2753995
163,1990/8/24,-1.2544090065672149,-0.27543688
164,1990/8/27,-1.2430607246933874,-0.275549
165,1990/8/28,-1.243175007491714,-0.27558634
166,1990/8/29,-1.239917947739407,-0.27562365
167,1990/8/30,-1.2461806450877024,-0.275661
168,1990/8/31,-1.24178075735213,-0.2756983
169,1990/9/4,-1.2411750585209993,-0.2758475
170,1990/9/5,-1.2396893821427541,-0.27588478
171,1990/9/6,-1.2441806961169877,-0.27592203
172,1990/9/7,-1.2408207818461867,-0.2759593
173,1990/9/10,-1.2428435873765669,-0.27607095
174,1990/9/11,-1.2435178558866937,-0.27610818
175,1990/9/12,-1.2418036139117954,-0.27614537
176,1990/9/13,-1.2462492147666984,-0.27618253
177,1990/9/14,-1.248329161696242,-0.27621976
178,1990/9/17,-1.2472549033919722,-0.27633125
179,1990/9/18,-1.2463063561658618,-0.27636835
180,1990/9/19,-1.248592012132393,-0.2764055
181,1990/9/20,-1.2544432914067127,-0.27644262
182,1990/9/21,-1.2546261438840354,-0.27647972
183,1990/9/24,-1.2623173762114128,-0.27659103
184,1990/9/25,-1.258123197512828,-0.27662808
185,1990/9/26,-1.261780247059278,-0.27666515
186,1990/9/27,-1.2664544135108342,-0.27670223
187,1990/9/28,-1.260648847355845,-0.27673927
188,1990/10/1,-1.2504891065846138,-0.27685034
189,1990/10/2,-1.2501805430291322,-0.27688736
190,1990/10/3,-1.2545347176453738,-0.27692443
191,1990/10/4,-1.2530604695469614,-0.27696148
192,1990/10/5,-1.2544204348470476,-0.27699846
193,1990/10/8,-1.2521576354401815,-0.27710935
194,1990/10/9,-1.2617345339399475,-0.27714622
195,1990/10/10,-1.2671172537411284,-0.27718318
196,1990/10/11,-1.2727513956986276,-0.27722013
197,1990/10/12,-1.267528671815104,-0.27725706
198,1990/10/15,-1.263871622268654,-0.2773677
199,1990/10/16,-1.2687972108765286,-0.2774046
200,1990/10/17,-1.2689800633538513,-0.27744147
201,1990/10/18,-1.2610031240306574,-0.2774783
202,1990/10/19,-1.2533004634234473,-0.27751517
203,1990/10/22,-1.2506948156216016,-0.27762568
204,1990/10/23,-1.253437602781439,-0.27766246
205,1990/10/24,-1.2531633240654554,-0.2776993
206,1990/10/25,-1.2559403960647906,-0.27773607
207,1990/10/26,-1.2621802368534207,-0.27777284
208,1990/10/29,-1.2654144400460623,-0.27788314
209,1990/10/30,-1.2629230750425435,-0.2779199
210,1990/10/31,-1.2629916447215395,-0.27795663
211,1990/11/1,-1.2595403042120774,-0.27799332
212,1990/11/2,-1.2540204450529047,-0.2780301
213,1990/11/5,-1.250889096378757,-0.2781402
214,1990/11/6,-1.2542832954890557,-0.27817684
215,1990/11/7,-1.2606945604751756,-0.2782135
216,1990/11/8,-1.2588660357019505,-0.2782502
217,1990/11/9,-1.2518605001645324,-0.2782868
218,1990/11/12,-1.245300667540588,-0.27839676
219,1990/11/13,-1.2473691861902987,-0.27843335
220,1990/11/14,-1.2442492657959836,-0.27846998
221,1990/11/15,-1.2481120243794215,-0.27850658
222,1990/11/16,-1.247997741581095,-0.2785431
223,1990/11/19,-1.2454606634582452,-0.27865285
224,1990/11/20,-1.2500662602308057,-0.27868938
225,1990/11/21,-1.2492434240828543,-0.2787259
226,1990/11/23,-1.2503062541072913,-0.27879897
227,1990/11/26,-1.2486948666508868,-0.2789085
228,1990/11/27,-1.2468777701574947,-0.27894494
229,1990/11/28,-1.2470491943549844,-0.27898145
230,1990/11/29,-1.2487977211693806,-0.27901793
231,1990/11/30,-1.2421693188664402,-0.27905437
232,1990/12/3,-1.2400208022579011,-0.2791637
233,1990/12/4,-1.2374494392955535,-0.27920014
234,1990/12/5,-1.2333695433952951,-0.27923656
235,1990/12/6,-1.234340947181071,-0.27927294
236,1990/12/7,-1.2358494801189814,-0.27930933
237,1990/12/10,-1.234546656218059,-0.2794185
238,1990/12/11,-1.2373465847770595,-0.27945483
239,1990/12/12,-1.2330609798398133,-0.2794912
240,1990/12/13,-1.2340323836255893,-0.27952754
241,1990/12/14,-1.2369123101434185,-0.27956387
242,1990/12/17,-1.237826572530031,-0.2796728
243,1990/12/18,-1.2332209757574708,-0.2797091
244,1990/12/19,-1.2330495515599809,-0.2797454
245,1990/12/20,-1.2331409777986422,-0.27978164
246,1990/12/21,-1.231278168185919,-0.2798179
247,1990/12/24,-1.2333923999549603,-0.2799267
248,1990/12/26,-1.2323067133708583,-0.27999914
249,1990/12/27,-1.235232353008018,-0.28003538
250,1990/12/28,-1.2347409369752138,-0.28007153
251,1990/12/31,-1.2330266950003155,-0.28018013
252,1991/1/2,-1.2373351564972268,-0.28025246
253,1991/1/3,-1.2425235955412526,-0.28028858
254,1991/1/4,-1.2435635690060243,-0.28032476
255,1991/1/7,-1.249917692592981,-0.28043312
256,1991/1/8,-1.2505348197039443,-0.28046924
257,1991/1/9,-1.25443186312688,-0.28050536
258,1991/1/10,-1.2509576660577528,-0.28054142
259,1991/1/11,-1.2501576864694668,-0.2805775
260,1991/1/14,-1.2532890351436146,-0.2806857
261,1991/1/15,-1.2518719284443651,-0.28072172
262,1991/1/16,-1.249083428165197,-0.28075778
263,1991/1/17,-1.235598057962663,-0.28079382
264,1991/1/18,-1.2307296107539516,-0.28082985
265,1991/1/21,-1.2320667194943724,-0.28093782
266,1991/1/22,-1.2352094964483529,-0.2809738
267,1991/1/23,-1.2330381232801482,-0.2810098
268,1991/1/24,-1.2278153993966243,-0.28104573
269,1991/1/25,-1.2263411512982119,-0.28108174
270,1991/1/28,-1.2263868644175424,-0.28118956
271,1991/1/29,-1.226604001734363,-0.28122547
272,1991/1/30,-1.2208098638592062,-0.28126138
273,1991/1/31,-1.2173585233497441,-0.28129733
274,1991/2/1,-1.218364211975018,-0.2813332
275,1991/2/4,-1.212318651943543,-0.28144085
276,1991/2/5,-1.2089815942324074,-0.28147674
277,1991/2/6,-1.2011989356663686,-0.2815126
278,1991/2/7,-1.2029703190404304,-0.2815484
279,1991/2/8,-1.1997361158477888,-0.28158426
280,1991/2/11,-1.1891878135622473,-0.2816917
281,1991/2/12,-1.1927077237507053,-0.2817275
282,1991/2/13,-1.1886849692496104,-0.2817633
283,1991/2/14,-1.194170543569285,-0.28179908
284,1991/2/15,-1.1886392561302799,-0.28183487
285,1991/2/19,-1.1882621228958021,-0.2819779
286,1991/2/20,-1.193119141824681,-0.2820136
287,1991/2/21,-1.193313422581836,-0.28204936
288,1991/2/22,-1.1925362995532154,-0.28208506
289,1991/2/25,-1.1906963465001579,-0.28219214
290,1991/2/26,-1.1957819310256899,-0.28222784
291,1991/2/27,-1.1901477890681902,-0.28226352
292,1991/2/28,-1.1909134838169784,-0.2822992
293,1991/3/1,-1.187027868673875,-0.28233486
294,1991/3/4,-1.188330692574798,-0.2824418
295,1991/3/5,-1.1798851937784651,-0.28247738
296,1991/3/6,-1.1805137491692612,-0.28251302
297,1991/3/7,-1.1808108844449103,-0.28254864
298,1991/3/8,-1.1819079993088453,-0.28258422
299,1991/3/11,-1.1841822269955438,-0.28269097
300,1991/3/12,-1.187530712986512,-0.28272656
301,1991/3/13,-1.1823422739424863,-0.28276208
302,1991/3/14,-1.1835650998845804,-0.28279763
303,1991/3/15,-1.1834622453660866,-0.2828332
304,1991/3/18,-1.1851536307813195,-0.28293976
305,1991/3/19,-1.1914620412489458,-0.28297526
306,1991/3/20,-1.1899420800312024,-0.28301078
307,1991/3/21,-1.1914734695287785,-0.28304628
308,1991/3/22,-1.1904449243438393,-0.28308174
309,1991/3/25,-1.1877592785831652,-0.2831881
310,1991/3/26,-1.1803651815314369,-0.28322357
311,1991/3/27,-1.1814508681155391,-0.28325903
312,1991/3/28,-1.1815994357533637,-0.28329447
313,1991/4/1,-1.1860793214477647,-0.2834361
314,1991/4/2,-1.1767081319849868,-0.2834715
315,1991/4/3,-1.1773481156556156,-0.2835069
316,1991/4/4,-1.1763995684295052,-0.28354228
317,1991/4/5,-1.1814394398357062,-0.28357768
318,1991/4/8,-1.1776681074909299,-0.2836837
319,1991/4/9,-1.1834965302055847,-0.283719
320,1991/4/10,-1.1839650896787233,-0.28375435
321,1991/4/11,-1.1788452203136934,-0.28378966
322,1991/4/12,-1.1756795868000478,-0.28382498
323,1991/4/15,-1.174776752693268,-0.28393078
324,1991/4/16,-1.1674283687608702,-0.28396612
325,1991/4/17,-1.1641941655682286,-0.2840014
326,1991/4/18,-1.1664683932549271,-0.2840367
327,1991/4/19,-1.1713368404636386,-0.2840719
328,1991/4/22,-1.1750510314092517,-0.28417763
329,1991/4/23,-1.1741253407428067,-0.28421283
330,1991/4/24,-1.172982512759541,-0.28424805
331,1991/4/25,-1.1769938389808032,-0.28428325
332,1991/4/26,-1.1772566894169545,-0.28431845
333,1991/4/29,-1.183382247407258,-0.28442398
334,1991/4/30,-1.1814508681155391,-0.28445914
335,1991/5/1,-1.1758052978782072,-0.2844943
336,1991/5/2,-1.175542447442056,-0.28452945
337,1991/5/3,-1.1752224556067417,-0.28456458
338,1991/5/6,-1.1760452917546929,-0.28466994
339,1991/5/7,-1.179199496988506,-0.28470507
340,1991/5/8,-1.1778395316884198,-0.28474015
341,1991/5/9,-1.1724225270477409,-0.28477526
342,1991/5/10,-1.1810051652020654,-0.28481033
343,1991/5/13,-1.1798394806591346,-0.28491554
344,1991/5/14,-1.18571361649312,-0.28495064
345,1991/5/15,-1.18919924184208,-0.2849857
346,1991/5/16,-1.1850622045426584,-0.28502074
347,1991/5/17,-1.1848336389460055,-0.28505573
348,1991/5/20,-1.1849593500241646,-0.28516075
349,1991/5/21,-1.1814508681155391,-0.28519574
350,1991/5/22,-1.180490892609596,-0.28523076
351,1991/5/23,-1.18188514274918,-0.2852657
352,1991/5/24,-1.1790052162313507,-0.28530073
353,1991/5/28,-1.1739196317058187,-0.2854405
354,1991/5/29,-1.1729482279200432,-0.28547543
355,1991/5/30,-1.1681826352298255,-0.28551042
356,1991/5/31,-1.1649027189178534,-0.28554532
357,1991/6/3,-1.1669255244482335,-0.28565
358,1991/6/4,-1.1672912294028783,-0.28568488
359,1991/6/5,-1.1703197235585323,-0.28571978
360,1991/6/6,-1.1719882524140999,-0.28575465
361,1991/6/7,-1.1767881299438154,-0.28578952
362,1991/6/10,-1.1777709620094239,-0.28589407
363,1991/6/11,-1.1749367486109252,-0.2859289
364,1991/6/12,-1.1799651917372938,-0.28596374
365,1991/6/13,-1.1788452203136934,-0.28599858
366,1991/6/14,-1.173519641911676,-0.28603342
367,1991/6/17,-1.1759881503555294,-0.28613776
368,1991/6/18,-1.1777481054497587,-0.28617257
369,1991/6/19,-1.1817480033911882,-0.2862073
370,1991/6/20,-1.1813708701567105,-0.28624207
371,1991/6/21,-1.1787080809557018,-0.28627682
372,1991/6/24,-1.1864907395217403,-0.28638107
373,1991/6/25,-1.1868221596368873,-0.28641576
374,1991/6/26,-1.1857479013326178,-0.28645048
375,1991/6/27,-1.1825365546996414,-0.28648522
376,1991/6/28,-1.1862393173654218,-0.2865199
377,1991/7/1,-1.1785138001985465,-0.286624
378,1991/7/2,-1.179028072791016,-0.28665864
379,1991/7/3,-1.1837593806417357,-0.28669333
380,1991/7/5,-1.1829022596542864,-0.28676262
381,1991/7/8,-1.178490943638881,-0.28686655
382,1991/7/9,-1.1805823188482572,-0.28690118
383,1991/7/10,-1.1810051652020654,-0.2869358
384,1991/7/11,-1.179599486782649,-0.28697038
385,1991/7/12,-1.1758510109975377,-0.28700504
386,1991/7/15,-1.1734053591133495,-0.28710872
387,1991/7/16,-1.174376762899125,-0.28714335
388,1991/7/17,-1.1747881809731007,-0.2871779
389,1991/7/18,-1.1699997317232178,-0.28721243
390,1991/7/19,-1.1713139839039732,-0.287247
391,1991/7/22,-1.1728453734015492,-0.2873506
392,1991/7/23,-1.1767995582236481,-0.2873851
393,1991/7/24,-1.1776909640505955,-0.28741962
394,1991/7/25,-1.175039603129419,-0.28745413
395,1991/7/26,-1.175073887968917,-0.2874886
396,1991/7/29,-1.1725368098460673,-0.28759205
397,1991/7/30,-1.1684911987853073,-0.28762656
398,1991/7/31,-1.16721123144405,-0.287661
399,1991/8/1,-1.167999782752503,-0.28769547
400,1991/8/2,-1.1679312130735071,-0.28772986
401,1991/8/5,-1.1703540083980302,-0.28783315
402,1991/8/6,-1.1639998848110735,-0.28786758
403,1991/8/7,-1.1640684544900695,-0.28790203
404,1991/8/8,-1.165485561189319,-0.2879364
405,1991/8/9,-1.167999782752503,-0.28797078
406,1991/8/12,-1.166971237567564,-0.2880739
407,1991/8/13,-1.165142712794339,-0.2881083
408,1991/8/14,-1.1648227209590247,-0.28814265
409,1991/8/15,-1.1654741329094862,-0.28817698
410,1991/8/16,-1.1697597378467322,-0.28821135
411,1991/8/19,-1.1801709007742816,-0.28831434
412,1991/8/20,-1.1767881299438154,-0.28834864
413,1991/8/21,-1.1640341696505716,-0.28838298
414,1991/8/22,-1.163188476942955,-0.28841725
415,1991/8/23,-1.1599428454704805,-0.28845155
416,1991/8/26,-1.1603085504251256,-0.2885544
417,1991/8/27,-1.1612113845319054,-0.28858867
418,1991/8/28,-1.1571200603518146,-0.28862292
419,1991/8/29,-1.1573143411089697,-0.28865716
420,1991/8/30,-1.158502882211566,-0.28869143
421,1991/9/3,-1.1622513579966771,-0.28882828
422,1991/9/4,-1.164742723000196,-0.28886253
423,1991/9/5,-1.1656912702263065,-0.2888967
424,1991/9/6,-1.165736983345637,-0.28893092
425,1991/9/9,-1.166342682176768,-0.28903347
426,1991/9/10,-1.170925422389663,-0.28906763
427,1991/9/11,-1.1703197235585323,-0.28910178
428,1991/9/12,-1.1677483605961847,-0.2891359
429,1991/9/13,-1.1720339655334306,-0.2891701
430,1991/9/16,-1.169531172250079,-0.28927252
431,1991/9/17,-1.1698511640853932,-0.28930658
432,1991/9/18,-1.1682054917894908,-0.28934073
433,1991/9/19,-1.1674969384398661,-0.28937483
434,1991/9/20,-1.1670855203658905,-0.2894089
435,1991/9/23,-1.1693711763324217,-0.28951117
436,1991/9/24,-1.1673255142423762,-0.28954524
437,1991/9/25,-1.1682740614684868,-0.2895793
438,1991/9/26,-1.1687197643819605,-0.2896133
439,1991/9/27,-1.169394032892087,-0.2896474
440,1991/9/30,-1.1671540900448865,-0.2897495
441,1991/10/1,-1.1656227005473105,-0.2897835
442,1991/10/2,-1.1666969588515803,-0.28981754
443,1991/10/3,-1.1710282769081568,-0.28985155
444,1991/10/4,-1.1747196112941047,-0.28988555
445,1991/10/7,-1.1767081319849868,-0.2899875
446,1991/10/8,-1.175371023244566,-0.2900215
447,1991/10/9,-1.179793767539804,-0.29005545
448,1991/10/10,-1.175508162602558,-0.2900894
449,1991/10/11,-1.1744796174176189,-0.29012334
450,1991/10/14,-1.1687426209416256,-0.29022518
451,1991/10/15,-1.1635541818975998,-0.29025915
452,1991/10/16,-1.1615085198075545,-0.29029304
453,1991/10/17,-1.1625142084328282,-0.29032695
454,1991/10/18,-1.1618513682025342,-0.29036075
455,1991/10/21,-1.1646855816010329,-0.2904624
456,1991/10/22,-1.1671883748843845,-0.29049632
457,1991/10/23,-1.1670626638062251,-0.29053017
458,1991/10/24,-1.1703425801181975,-0.29056406
459,1991/10/25,-1.1713368404636386,-0.2905979
460,1991/10/28,-1.1652569955926657,-0.29069945
461,1991/10/29,-1.163017052745465,-0.29073328
462,1991/10/30,-1.161325667330232,-0.2907671
463,1991/10/31,-1.1618970813218648,-0.29080093
464,1991/11/1,-1.1631999052227877,-0.29083472
465,1991/11/4,-1.1643884463253837,-0.29093614
466,1991/11/5,-1.1661826862591107,-0.2909699
467,1991/11/6,-1.164742723000196,-0.29100367
468,1991/11/7,-1.1604571180629502,-0.2910375
469,1991/11/8,-1.1614056652890605,-0.29107124
470,1991/11/11,-1.1611428148529095,-0.2911725
471,1991/11/12,-1.1570057775534879,-0.29120624
472,1991/11/13,-1.1562400828047,-0.29124
473,1991/11/14,-1.156537218080349,-0.2912737
474,1991/11/15,-1.1731425086771983,-0.29130745
475,1991/11/18,-1.1701482993610424,-0.2914085
476,1991/11/19,-1.1767995582236481,-0.29144225
477,1991/11/20,-1.1778166751287547,-0.29147598
478,1991/11/21,-1.1760681483143582,-0.29150963
479,1991/11/22,-1.1805480340087595,-0.29154328
480,1991/11/25,-1.1814622963953718,-0.2916443
481,1991/11/26,-1.178468087079216,-0.29167795
482,1991/11/27,-1.1800794745356205,-0.2917116
483,1991/11/29,-1.1815994357533637,-0.29177883
484,1991/12/2,-1.174536758816782,-0.2918797
485,1991/12/3,-1.175039603129419,-0.29191333
486,1991/12/4,-1.1760567200345255,-0.29194695
487,1991/12/5,-1.1791080707498445,-0.29198048
488,1991/12/6,-1.1771766914581259,-0.2920141
489,1991/12/9,-1.1781252386842362,-0.2921148
490,1991/12/10,-1.1785366567582118,-0.29214838
491,1991/12/11,-1.1787652223548648,-0.29218194
492,1991/12/12,-1.1743653346192924,-0.29221547
493,1991/12/13,-1.1710282769081568,-0.29224905
494,1991/12/16,-1.1710397051879895,-0.29234967
495,1991/12/17,-1.1730053693192064,-0.29238313
496,1991/12/18,-1.1721596766115898,-0.2924167
497,1991/12/19,-1.1732567914755248,-0.29245016
498,1991/12/20,-1.1680912089911644,-0.2924837
499,1991/12/23,-1.1569143513148268,-0.29258412
500,1991/12/24,-1.1540458530768303,-0.29261762
501,1991/12/26,-1.1477488708890367,-0.29268458
502,1991/12/27,-1.1458974895561465,-0.29271802
503,1991/12/30,-1.135977742661401,-0.2928183
504,1991/12/31,-1.1337492280940331,-0.29285178
505,1992/1/2,-1.133554947336878,-0.29291862
506,1992/1/3,-1.1311778651316855,-0.292952
507,1992/1/6,-1.132754967748592,-0.29305223
508,1992/1/7,-1.1333949514192208,-0.29308563
509,1992/1/8,-1.1325949718309347,-0.293119
510,1992/1/9,-1.1331549575427349,-0.29315236
511,1992/1/10,-1.1360234557807316,-0.29318574
512,1992/1/13,-1.1368920050480136,-0.29328585
513,1992/1/14,-1.1299207543500933,-0.2933192
514,1992/1/15,-1.1295436211156158,-0.2933525
515,1992/1/16,-1.1324692607527755,-0.29338586
516,1992/1/17,-1.131726422563653,-0.29341918
517,1992/1/20,-1.134583492521817,-0.29351914
518,1992/1/21,-1.138834812619565,-0.29355246
519,1992/1/22,-1.1325606869914369,-0.29358575
520,1992/1/23,-1.1361834516983889,-0.29361907
521,1992/1/24,-1.1355891811470906,-0.29365233
522,1992/1/27,-1.1361491668588908,-0.29375216
523,1992/1/28,-1.1361834516983889,-0.29378545
524,1992/1/29,-1.141463316981076,-0.2938187
525,1992/1/30,-1.1399890688826633,-0.2938519
526,1992/1/31,-1.1432347003551375,-0.2938852
527,1992/2/3,-1.142389007647521,-0.2939849
528,1992/2/4,-1.1374519907598135,-0.29401812
529,1992/2/5,-1.1374634190396464,-0.29405135
530,1992/2/6,-1.1374862755993116,-0.29408455
531,1992/2/7,-1.1406061959936267,-0.2941178
532,1992/2/10,-1.1375434169984748,-0.29421738
533,1992/2/11,-1.1375548452783075,-0.29425055
534,1992/2/12,-1.1337035149747026,-0.2942837
535,1992/2/13,-1.1376348432371362,-0.2943169
536,1992/2/14,-1.1390176650968875,-0.2943501
537,1992/2/18,-1.144846087811542,-0.29448268
538,1992/2/19,-1.1438403991862682,-0.2945158
539,1992/2/20,-1.1373948493606503,-0.29454893
540,1992/2/21,-1.1401833496398184,-0.29458204
541,1992/2/24,-1.1392576589733734,-0.29468137
