,Date,SPX,0,1,2,3,4,5,6,7,8,9
15,2010/1/26,-1.6968383,-1.6276598,-1.6666999,-1.5917399,-1.7909257,-1.5737424,-1.5112845,-1.6453294,-1.5983654,-1.5143838,-1.6467522
16,2010/1/27,-1.6840012,-1.6256071,-1.6752057,-1.5946865,-1.7815259,-1.5682268,-1.5037647,-1.6348095,-1.5962319,-1.5163053,-1.6562743
17,2010/1/28,-1.7153485,-1.6235547,-1.6837114,-1.5976334,-1.7721261,-1.5627115,-1.4962451,-1.6242898,-1.5940986,-1.5182269,-1.6657965
18,2010/1/29,-1.7413946,-1.6215022,-1.6922171,-1.6005801,-1.7627261,-1.5571959,-1.4887252,-1.6137698,-1.591965,-1.5201483,-1.6753186
19,2010/2/1,-1.7040427,-1.6298022,-1.6880965,-1.5614634,-1.758507,-1.5342035,-1.4908125,-1.5969048,-1.6044817,-1.4883305,-1.7001731
20,2010/2/2,-1.670055,-1.6349409,-1.6818608,-1.5405569,-1.7610347,-1.5254819,-1.4955518,-1.5936939,-1.6117574,-1.4715592,-1.7078491
21,2010/2/3,-1.6845298,-1.6400794,-1.675625,-1.5196505,-1.7635623,-1.5167602,-1.5002909,-1.5904827,-1.6190329,-1.4547876,-1.7155248
22,2010/2/4,-1.7679486,-1.6477017,-1.6863436,-1.5196714,-1.7583715,-1.5265256,-1.4931213,-1.598912,-1.6179609,-1.4562752,-1.7200716
23,2010/2/5,-1.7603203,-1.656499,-1.70508,-1.5295894,-1.7495306,-1.5450337,-1.48032,-1.6128463,-1.6129415,-1.466398,-1.7231385
24,2010/2/8,-1.7837958,-1.6754812,-1.7582794,-1.547956,-1.7292333,-1.5965055,-1.4497265,-1.6459206,-1.5965651,-1.4958124,-1.7351632
25,2010/2/9,-1.7496333,-1.6629475,-1.7683508,-1.52509,-1.7383156,-1.6033463,-1.4594109,-1.6347268,-1.5877521,-1.5031894,-1.7463613
26,2010/2/10,-1.7555021,-1.6504138,-1.7784221,-1.5022241,-1.7473978,-1.610187,-1.4690952,-1.6235325,-1.578939,-1.5105664,-1.757559
27,2010/2/11,-1.7301236,-1.63788,-1.7884934,-1.4793582,-1.7564801,-1.6170278,-1.4787796,-1.6123385,-1.5701258,-1.5179434,-1.7687569
28,2010/2/12,-1.7373707,-1.6255311,-1.7986345,-1.4566469,-1.7656429,-1.6237215,-1.4883415,-1.6015477,-1.5612782,-1.5252615,-1.7799503
29,2010/2/16,-1.6903276,-1.6222999,-1.856645,-1.4044195,-1.8224525,-1.6137896,-1.4960098,-1.6591372,-1.5172843,-1.5398655,-1.8236111
30,2010/2/17,-1.6791764,-1.6073365,-1.8711214,-1.397938,-1.8379235,-1.6216345,-1.5023504,-1.6690958,-1.5066277,-1.5545151,-1.8119847
31,2010/2/18,-1.6618704,-1.5858386,-1.8855858,-1.3944916,-1.8539804,-1.6342471,-1.5107328,-1.677005,-1.4961288,-1.5742416,-1.789953
32,2010/2/19,-1.6561109,-1.5643408,-1.9000504,-1.3910452,-1.8700374,-1.6468596,-1.5191152,-1.6849144,-1.48563,-1.5939683,-1.7679212
33,2010/2/22,-1.6588463,-1.5217106,-1.9222076,-1.4065632,-1.9060423,-1.6852256,-1.5477076,-1.6986567,-1.4727142,-1.6296723,-1.7305511
34,2010/2/23,-1.6909779,-1.5163766,-1.9209719,-1.4222333,-1.913105,-1.6982288,-1.5586369,-1.6991832,-1.4759521,-1.6320429,-1.7297564
35,2010/2/24,-1.6654704,-1.5110426,-1.9197359,-1.4379036,-1.9201673,-1.711232,-1.5695662,-1.6997098,-1.4791901,-1.6344135,-1.7289615
36,2010/2/25,-1.6709634,-1.5059307,-1.9188594,-1.4535217,-1.9267832,-1.7240952,-1.5805038,-1.7000449,-1.482451,-1.6368728,-1.7282472
37,2010/2/26,-1.6672603,-1.5111651,-1.9347129,-1.4667037,-1.9125885,-1.7304367,-1.5918266,-1.691454,-1.4867711,-1.6434603,-1.7312799
38,2010/3/1,-1.6406089,-1.5268685,-1.9822735,-1.5062499,-1.8700043,-1.7494612,-1.625795,-1.6656815,-1.4997311,-1.6632228,-1.740378
39,2010/3/2,-1.6344713,-1.5258274,-1.9974558,-1.5070987,-1.8741704,-1.7569516,-1.6340803,-1.6668149,-1.5046765,-1.674078,-1.7456385
40,2010/3/3,-1.6333398,-1.5219595,-2.012336,-1.502392,-1.8866076,-1.7649599,-1.6409974,-1.6723291,-1.5099036,-1.686856,-1.7519026
41,2010/3/4,-1.6235064,-1.5180916,-2.0272164,-1.4976852,-1.899045,-1.772968,-1.6479144,-1.6778431,-1.5151305,-1.6996338,-1.7581668
42,2010/3/5,-1.586827,-1.5142237,-2.0420964,-1.4929785,-1.9114821,-1.7809763,-1.6548315,-1.6833571,-1.5203576,-1.7124116,-1.7644309
43,2010/3/8,-1.587267,-1.490238,-2.0424995,-1.4789746,-1.909382,-1.7721113,-1.6651781,-1.7006042,-1.522019,-1.7114719,-1.7890971
44,2010/3/9,-1.5827777,-1.4811186,-2.0386176,-1.4743171,-1.9051039,-1.7661705,-1.6676824,-1.7064172,-1.5213001,-1.7075932,-1.7978523
45,2010/3/10,-1.5708741,-1.47228,-2.0345712,-1.4700018,-1.900708,-1.7605088,-1.6702662,-1.7122084,-1.5206175,-1.7038308,-1.8061371
46,2010/3/11,-1.5602387,-1.4738446,-2.0244133,-1.4783636,-1.8919334,-1.765191,-1.6757923,-1.7171863,-1.5212877,-1.7043729,-1.7969842
47,2010/3/12,-1.5608119,-1.4754093,-2.0142555,-1.4867256,-1.883159,-1.7698734,-1.6813185,-1.7221644,-1.5219576,-1.704915,-1.7878313
48,2010/3/15,-1.5596199,-1.4719051,-1.9953647,-1.5047928,-1.87035,-1.772791,-1.6925985,-1.7259955,-1.523795,-1.7085017,-1.7655232
49,2010/3/16,-1.5391867,-1.4616685,-2.0018797,-1.503052,-1.8810294,-1.7614529,-1.6904972,-1.7149913,-1.5242163,-1.7118657,-1.7637848
50,2010/3/17,-1.5238804,-1.451432,-2.0083945,-1.5013111,-1.8917086,-1.7501149,-1.6883957,-1.7039871,-1.5246376,-1.7152295,-1.7620463
51,2010/3/18,-1.5247397,-1.4411954,-2.0149093,-1.4995703,-1.9023877,-1.7387768,-1.6862946,-1.6929828,-1.5250589,-1.7185934,-1.7603077
52,2010/3/19,-1.5381863,-1.4390979,-2.0126154,-1.4973781,-1.9109448,-1.729947,-1.686884,-1.6889863,-1.5257406,-1.7205639,-1.7575772
53,2010/3/22,-1.5247849,-1.4756336,-1.9593827,-1.4884286,-1.9254504,-1.7166567,-1.7028115,-1.7138722,-1.5291575,-1.7191445,-1.7441658
54,2010/3/23,-1.5059437,-1.487071,-1.9427215,-1.485827,-1.9300226,-1.7130133,-1.708334,-1.722231,-1.5309254,-1.7183176,-1.7399731
55,2010/3/24,-1.5204685,-1.4757422,-1.9593384,-1.4949472,-1.9265178,-1.733542,-1.7204108,-1.732547,-1.5520177,-1.7066267,-1.7443151
56,2010/3/25,-1.5249659,-1.4644135,-1.9759552,-1.5040672,-1.9230131,-1.7540704,-1.7324874,-1.7428629,-1.5731097,-1.6949356,-1.7486571
57,2010/3/26,-1.5230213,-1.4530847,-1.9925723,-1.5131875,-1.9195085,-1.7745991,-1.7445643,-1.753179,-1.594202,-1.6832446,-1.7529991
58,2010/3/29,-1.508078,-1.4351537,-2.0326066,-1.5160286,-1.9062467,-1.8033097,-1.7510426,-1.7635977,-1.6187502,-1.6595142,-1.7450914
59,2010/3/30,-1.5079656,-1.4332695,-2.043449,-1.5107253,-1.9011257,-1.8044995,-1.7456175,-1.761837,-1.6170602,-1.6544955,-1.7371191
60,2010/3/31,-1.5166099,-1.4313854,-2.0542915,-1.5054218,-1.8960049,-1.8056895,-1.7401925,-1.7600768,-1.6153705,-1.6494769,-1.7291468
61,2010/4/1,-1.4971328,-1.4281617,-2.0619392,-1.5039074,-1.8893532,-1.8062265,-1.7324364,-1.759979,-1.6130823,-1.6439899,-1.7245872
62,2010/4/5,-1.4763103,-1.405832,-2.0703177,-1.5238769,-1.852128,-1.8042971,-1.6857525,-1.7705259,-1.5997614,-1.618872,-1.7296182
63,2010/4/6,-1.4718727,-1.3935806,-2.0642114,-1.5298926,-1.8395954,-1.8145671,-1.6829593,-1.760613,-1.5946758,-1.6137664,-1.7271575
64,2010/4/7,-1.4874145,-1.3813293,-2.058105,-1.5359085,-1.8270631,-1.8248372,-1.6801664,-1.7507005,-1.5895902,-1.6086609,-1.7246969
65,2010/4/8,-1.4785317,-1.3690777,-2.0519986,-1.5419241,-1.8145304,-1.8351071,-1.6773732,-1.7407876,-1.5845045,-1.6035552,-1.7222364
66,2010/4/9,-1.4609661,-1.3568263,-2.0458922,-1.5479399,-1.801998,-1.8453772,-1.6745801,-1.730875,-1.5794189,-1.5984497,-1.7197757
67,2010/4/12,-1.4563118,-1.320823,-2.0160794,-1.5024054,-1.7685817,-1.8221834,-1.6715267,-1.6992755,-1.5364819,-1.6062295,-1.773107
68,2010/4/13,-1.4545053,-1.3088491,-2.005724,-1.4849174,-1.7575947,-1.8124902,-1.6707022,-1.6886746,-1.5211638,-1.6096618,-1.7930896
69,2010/4/14,-1.425267,-1.3011391,-2.0053508,-1.4738063,-1.7456193,-1.805299,-1.6729746,-1.6761518,-1.5105296,-1.614666,-1.8061941
70,2010/4/15,-1.4230462,-1.3005778,-2.0217123,-1.4733858,-1.7319865,-1.802302,-1.680439,-1.6604062,-1.5077479,-1.6223056,-1.8077669
71,2010/4/16,-1.465916,-1.3000164,-2.038074,-1.4729655,-1.7183536,-1.799305,-1.6879034,-1.6446606,-1.5049659,-1.6299453,-1.80934
72,2010/4/19,-1.4540209,-1.2890273,-2.0670502,-1.4576572,-1.688371,-1.7994066,-1.7056687,-1.6194948,-1.488379,-1.669473,-1.8117826
73,2010/4/20,-1.4328356,-1.2795364,-2.0641143,-1.4437563,-1.6852137,-1.8051356,-1.7086918,-1.6249299,-1.4776884,-1.6930517,-1.8111715
74,2010/4/21,-1.4355236,-1.2700453,-2.0611784,-1.4298553,-1.6820564,-1.8108647,-1.7117153,-1.6303649,-1.4669979,-1.7166307,-1.8105602
75,2010/4/22,-1.429583,-1.2605543,-2.0582423,-1.4159546,-1.6788993,-1.8165936,-1.7147386,-1.6358,-1.4563072,-1.7402093,-1.809949
76,2010/4/23,-1.4108659,-1.2554867,-2.0663598,-1.4046427,-1.6926999,-1.8318999,-1.7305808,-1.6346351,-1.4507085,-1.7454033,-1.8121927
77,2010/4/26,-1.4222194,-1.245692,-2.1042266,-1.3738728,-1.754836,-1.8895289,-1.7937808,-1.6230702,-1.4401379,-1.7385056,-1.8224134
78,2010/4/27,-1.4846061,-1.2483613,-2.1143067,-1.3602495,-1.7667263,-1.9043511,-1.8092444,-1.6223611,-1.435181,-1.7376674,-1.8228455
79,2010/4/28,-1.4676198,-1.2607591,-2.1202183,-1.3411068,-1.7641536,-1.9119804,-1.815522,-1.6268089,-1.4278741,-1.7392247,-1.8183995
80,2010/4/29,-1.4337095,-1.273157,-2.12613,-1.3219638,-1.7615808,-1.9196098,-1.8217996,-1.6312567,-1.420567,-1.740782,-1.8139536
81,2010/4/30,-1.4779762,-1.2855548,-2.1320417,-1.3028209,-1.7590082,-1.9272392,-1.8280773,-1.6357045,-1.4132601,-1.7423393,-1.8095076
82,2010/5/3,-1.4436044,-1.3051885,-2.123807,-1.3214804,-1.7450483,-1.921057,-1.815867,-1.6412985,-1.4433672,-1.739809,-1.7837021
83,2010/5/4,-1.5072241,-1.3090092,-2.1170335,-1.3395029,-1.7394266,-1.9144869,-1.8069813,-1.641961,-1.4614735,-1.7378483,-1.7731661
84,2010/5/5,-1.5245814,-1.31283,-2.1102602,-1.3575253,-1.7338053,-1.9079168,-1.7980957,-1.6426237,-1.4795798,-1.7358876,-1.7626302
85,2010/5/6,-1.6113712,-1.3216283,-2.1000953,-1.3640605,-1.7200034,-1.9200679,-1.7885412,-1.6387315,-1.4852166,-1.7241851,-1.7414775
86,2010/5/7,-1.6520251,-1.3324039,-2.0885835,-1.3660324,-1.7029524,-1.9396554,-1.7787211,-1.63303,-1.4859002,-1.7086128,-1.7161077
87,2010/5/10,-1.5385728,-1.3585846,-2.0614312,-1.3722664,-1.6600943,-1.9889431,-1.7546349,-1.6247864,-1.4920752,-1.6691175,-1.652266
88,2010/5/11,-1.5475464,-1.3533605,-2.069141,-1.3750674,-1.6646392,-1.9838634,-1.7588056,-1.6421528,-1.5034958,-1.6723453,-1.6588347
89,2010/5/12,-1.5115639,-1.3481364,-2.076851,-1.3778682,-1.669184,-1.9787837,-1.7629764,-1.6595193,-1.5149165,-1.6755731,-1.6654031
90,2010/5/13,-1.5437846,-1.3429122,-2.0845609,-1.3806692,-1.673729,-1.9737041,-1.7671473,-1.6768858,-1.5263373,-1.6788011,-1.6719718
91,2010/5/14,-1.5938296,-1.3382313,-2.0917187,-1.3832831,-1.6782914,-1.9699222,-1.7699629,-1.6929115,-1.537416,-1.6808001,-1.678624
92,2010/5/17,-1.5909058,-1.3535773,-2.0833306,-1.3810058,-1.6929401,-2.0287795,-1.7050897,-1.6684539,-1.5521541,-1.6203113,-1.7031053
93,2010/5/18,-1.6286067,-1.3586924,-2.0805345,-1.3802465,-1.6978229,-2.0483985,-1.6834654,-1.6603013,-1.5570668,-1.6001484,-1.7112657
94,2010/5/19,-1.6421692,-1.3641773,-2.0674543,-1.3813816,-1.6995947,-2.056069,-1.6686358,-1.6711212,-1.5607377,-1.5899779,-1.7160951
95,2010/5/20,-1.746999,-1.3698051,-2.0503938,-1.3832498,-1.7001624,-2.0591145,-1.6564367,-1.6892841,-1.563928,-1.5836749,-1.719635
96,2010/5/21,-1.7076766,-1.3754331,-2.033333,-1.3851179,-1.70073,-2.06216,-1.6442373,-1.7074473,-1.5671183,-1.5773718,-1.7231748
97,2010/5/24,-1.7419349,-1.4022976,-2.0350244,-1.391701,-1.6884811,-2.0773313,-1.6236922,-1.7489486,-1.5829027,-1.5626774,-1.7323841
98,2010/5/25,-1.7410017,-1.4151093,-2.0560195,-1.3942735,-1.679007,-2.0847204,-1.6230468,-1.7577639,-1.590565,-1.5594078,-1.7349089
99,2010/5/26,-1.7559712,-1.4279208,-2.0770142,-1.3968458,-1.6695328,-2.0921094,-1.6224014,-1.7665789,-1.5982273,-1.5561383,-1.7374337
100,2010/5/27,-1.6706765,-1.4390751,-2.0965037,-1.400314,-1.660774,-2.0991995,-1.6212583,-1.7762487,-1.6062003,-1.5538715,-1.7401657
101,2010/5/28,-1.7035102,-1.4232147,-2.0914578,-1.4183838,-1.6636735,-2.101416,-1.6120002,-1.7998497,-1.61924,-1.5679501,-1.7462767
102,2010/6/1,-1.7491653,-1.3651246,-2.0746439,-1.4807283,-1.6731392,-2.1056724,-1.5777379,-1.8826586,-1.6623247,-1.6096858,-1.7595098
103,2010/6/2,-1.6818877,-1.3566327,-2.0742369,-1.4851187,-1.6731026,-2.1015403,-1.5722928,-1.8902932,-1.6628695,-1.6036897,-1.7501838
104,2010/6/3,-1.6712264,-1.3481412,-2.07383,-1.4895091,-1.6730657,-2.0974083,-1.5668477,-1.8979276,-1.6634144,-1.5976936,-1.7408576
105,2010/6/4,-1.7635622,-1.3396494,-2.073423,-1.4938995,-1.673029,-2.0932763,-1.5614026,-1.9055624,-1.6639593,-1.5916975,-1.7315315
106,2010/6/7,-1.7994877,-1.3356218,-2.1033735,-1.499082,-1.6838386,-2.102702,-1.5358506,-1.8991966,-1.6475967,-1.6097565,-1.6983031
107,2010/6/8,-1.7707032,-1.3360865,-2.115984,-1.5001364,-1.688362,-2.1076827,-1.5265567,-1.8946085,-1.6406262,-1.6188139,-1.6867847
108,2010/6/9,-1.7864171,-1.335958,-2.1272879,-1.5007905,-1.6927909,-2.1119275,-1.5170618,-1.8897771,-1.633792,-1.626613,-1.6764706
109,2010/6/10,-1.709738,-1.3270174,-2.1191914,-1.4955008,-1.695816,-2.105245,-1.5045816,-1.8813319,-1.6289849,-1.6157284,-1.6840442
110,2010/6/11,-1.6982148,-1.3180767,-2.111095,-1.490211,-1.6988413,-2.0985627,-1.4921012,-1.8728867,-1.6241779,-1.6048436,-1.6916177
111,2010/6/14,-1.7029778,-1.2899401,-2.0897417,-1.4769642,-1.6978616,-2.0880075,-1.4480845,-1.8519626,-1.6116158,-1.5855721,-1.716804
112,2010/6/15,-1.6417437,-1.279202,-2.0856588,-1.4752597,-1.6871407,-2.0943007,-1.4266145,-1.8495477,-1.60935,-1.5929816,-1.7277484
113,2010/6/16,-1.6432099,-1.268464,-2.081576,-1.4735551,-1.67642,-2.100594,-1.4051449,-1.8471329,-1.6070842,-1.600391,-1.7386923
114,2010/6/17,-1.6398292,-1.2577258,-2.0774934,-1.4718504,-1.6656991,-2.1068876,-1.383675,-1.844718,-1.6048186,-1.6078006,-1.7496367
115,2010/6/18,-1.6363583,-1.2555234,-2.0771883,-1.4741783,-1.6621746,-2.111533,-1.3696436,-1.845706,-1.601833,-1.6139336,-1.7509335
116,2010/6/21,-1.6465477,-1.2873371,-2.0932777,-1.4993142,-1.6839927,-2.118052,-1.3610318,-1.8639858,-1.5896368,-1.6265874,-1.7114005
117,2010/6/22,-1.6892681,-1.2973322,-2.0982149,-1.5061582,-1.6907187,-2.1203418,-1.358493,-1.8695596,-1.585831,-1.6299938,-1.6990292
118,2010/6/23,-1.6971521,-1.299021,-2.0973487,-1.4920859,-1.6899912,-2.1242263,-1.3604757,-1.8680542,-1.5855603,-1.6223394,-1.6976469
119,2010/6/24,-1.7418367,-1.3007097,-2.0964823,-1.4780139,-1.6892639,-2.128111,-1.3624583,-1.8665485,-1.5852895,-1.6146848,-1.6962645
120,2010/6/25,-1.7342833,-1.3023987,-2.0956159,-1.4639418,-1.6885366,-2.1319952,-1.3644412,-1.8650429,-1.5850188,-1.6070303,-1.6948823
121,2010/6/28,-1.7396764,-1.2947633,-2.0735137,-1.4657133,-1.6732497,-2.120242,-1.3609672,-1.8636987,-1.5746858,-1.581434,-1.6962517
122,2010/6/29,-1.8227589,-1.2891388,-2.0614183,-1.4769678,-1.6649768,-2.11065,-1.357525,-1.8640199,-1.5689335,-1.5722637,-1.6980457
123,2010/6/30,-1.849561,-1.283514,-2.0493226,-1.4882227,-1.6567038,-2.1010575,-1.3540827,-1.8643408,-1.5631809,-1.5630934,-1.6998396
124,2010/7/1,-1.8581195,-1.2765973,-2.0481122,-1.4905815,-1.6515077,-2.0943573,-1.3493109,-1.8637166,-1.5660542,-1.556824,-1.6999305
125,2010/7/2,-1.8704423,-1.267784,-2.0628796,-1.4798826,-1.6508279,-2.0919023,-1.3425881,-1.8617055,-1.5815887,-1.5548127,-1.6975219
126,2010/7/6,-1.8563491,-1.2568972,-2.1174245,-1.4525443,-1.6484004,-2.0759192,-1.3361666,-1.8623502,-1.6163682,-1.5351102,-1.7083932
127,2010/7/7,-1.7750022,-1.2707794,-2.1279774,-1.4562429,-1.6479925,-2.0677245,-1.3485105,-1.8684326,-1.6064198,-1.522241,-1.7250841
128,2010/7/8,-1.750323,-1.2846617,-2.1385303,-1.4599414,-1.6475846,-2.0595295,-1.3608544,-1.874515,-1.5964713,-1.5093718,-1.741775
129,2010/7/9,-1.7313708,-1.2985436,-2.1490827,-1.4636399,-1.6471765,-2.0513349,-1.373198,-1.8805972,-1.5865229,-1.4965025,-1.7584656
130,2010/7/12,-1.7294391,-1.3222392,-2.1818457,-1.4799826,-1.6646205,-2.0728438,-1.4180901,-1.8604391,-1.5829161,-1.537354,-1.7523012
131,2010/7/13,-1.6891959,-1.3295748,-2.1928015,-1.485595,-1.6710207,-2.0814588,-1.4333009,-1.8525156,-1.5825366,-1.5534627,-1.748483
132,2010/7/14,-1.6896052,-1.3342907,-2.1976647,-1.4851781,-1.6783838,-2.0906653,-1.4399564,-1.8549471,-1.5770066,-1.5628157,-1.7474036
133,2010/7/15,-1.686453,-1.3352442,-2.1937797,-1.4761031,-1.6871302,-2.1007214,-1.4343262,-1.8722495,-1.5640802,-1.5624666,-1.7502576
134,2010/7/16,-1.7635622,-1.3361977,-2.1898944,-1.4670279,-1.6958766,-2.1107774,-1.4286957,-1.8895521,-1.5511537,-1.5621173,-1.7531116
135,2010/7/19,-1.7478358,-1.3419122,-2.181968,-1.4575839,-1.7162416,-2.1273208,-1.4138998,-1.9224505,-1.5300184,-1.5429037,-1.7673142
136,2010/7/20,-1.7179025,-1.345511,-2.181539,-1.4649897,-1.7195432,-2.1247485,-1.4102111,-1.9221342,-1.5334458,-1.5257169,-1.7753962
137,2010/7/21,-1.751925,-1.3491096,-2.1811104,-1.4723954,-1.7228451,-2.1221762,-1.4065224,-1.9218179,-1.5368733,-1.5085301,-1.7834784
138,2010/7/22,-1.6932192,-1.3527085,-2.1806817,-1.4798013,-1.7261468,-2.1196039,-1.4028338,-1.9215018,-1.5403006,-1.4913437,-1.7915604
139,2010/7/23,-1.6716329,-1.3437363,-2.182959,-1.4723308,-1.7318612,-2.131565,-1.4219755,-1.9148744,-1.5251588,-1.4932256,-1.7878656
140,2010/7/26,-1.6422638,-1.3040699,-2.1925356,-1.4348316,-1.7514517,-2.1821885,-1.5025558,-1.8885918,-1.4608998,-1.5182111,-1.7648373
141,2010/7/27,-1.6450322,-1.3017219,-2.1985698,-1.4288958,-1.7529055,-2.189776,-1.5223315,-1.8825068,-1.4463556,-1.5178512,-1.7620579
142,2010/7/28,-1.6633478,-1.3146541,-2.2085972,-1.4321837,-1.7472262,-2.1843128,-1.532152,-1.8801826,-1.441473,-1.5052829,-1.7661595
143,2010/7/29,-1.6743364,-1.3275864,-2.2186248,-1.4354717,-1.7415466,-2.1788497,-1.5419726,-1.8778583,-1.4365902,-1.4927142,-1.7702612
144,2010/7/30,-1.674169,-1.3405187,-2.2286525,-1.4387598,-1.7358673,-2.1733868,-1.5517933,-1.875534,-1.4317075,-1.4801456,-1.7743628
145,2010/8/2,-1.616729,-1.3214602,-2.1961462,-1.4411595,-1.7328632,-2.1670856,-1.5388774,-1.8725071,-1.4330865,-1.4472299,-1.7761528
146,2010/8/3,-1.6294067,-1.3066334,-2.1761434,-1.4408662,-1.7339174,-2.166463,-1.5283649,-1.872076,-1.4358938,-1.4369595,-1.7752094
147,2010/8/4,-1.613499,-1.2918067,-2.1561408,-1.4405729,-1.7349716,-2.16584,-1.5178528,-1.8716451,-1.4387009,-1.4266894,-1.7742659
148,2010/8/5,-1.6168227,-1.2932547,-2.1688597,-1.4406018,-1.7327896,-2.1647234,-1.5079782,-1.8769882,-1.4204046,-1.4166915,-1.7742975
149,2010/8/6,-1.6266311,-1.3000522,-2.1923342,-1.4407365,-1.7295437,-2.1634445,-1.4983134,-1.884229,-1.3951714,-1.4067831,-1.7746496
150,2010/8/9,-1.6122128,-1.3200996,-2.2463186,-1.4346138,-1.7158048,-2.1680927,-1.4741801,-1.9064616,-1.335357,-1.3805244,-1.7771667
151,2010/8/10,-1.627995,-1.3260782,-2.2307491,-1.4192467,-1.7030551,-2.1869655,-1.4760606,-1.9149138,-1.3478496,-1.3788484,-1.7809882
152,2010/8/11,-1.703365,-1.3320568,-2.2151794,-1.4038792,-1.6903051,-2.2058384,-1.4779412,-1.9233661,-1.3603425,-1.3771725,-1.78481
153,2010/8/12,-1.7175862,-1.3380353,-2.19961,-1.3885117,-1.6775553,-2.2247114,-1.4798217,-1.9318184,-1.3728355,-1.3754964,-1.7886316
154,2010/8/13,-1.7282172,-1.3430861,-2.1860125,-1.3744773,-1.6657556,-2.2401857,-1.4813561,-1.9393191,-1.3837231,-1.3741026,-1.7915628
155,2010/8/16,-1.7278996,-1.3299105,-2.2054257,-1.3730767,-1.659369,-2.182857,-1.4753896,-1.9327741,-1.3673801,-1.3785366,-1.7731783
156,2010/8/17,-1.695945,-1.3255187,-2.2118964,-1.3726099,-1.6572402,-2.1637478,-1.4734007,-1.9305923,-1.3619326,-1.3800145,-1.7670503
157,2010/8/18,-1.692038,-1.3289545,-2.2137332,-1.3619742,-1.6612225,-2.168936,-1.4856832,-1.9262323,-1.3538759,-1.3687184,-1.7580484
158,2010/8/19,-1.7370765,-1.3348908,-2.2140892,-1.3480903,-1.6671568,-2.1818862,-1.5025246,-1.9211767,-1.3449855,-1.3533412,-1.7481284
159,2010/8/20,-1.746753,-1.3408271,-2.2144454,-1.3342066,-1.6730912,-2.1948361,-1.5193658,-1.916121,-1.3360953,-1.3379644,-1.7382088
160,2010/8/23,-1.7574283,-1.3627863,-2.1983538,-1.3085568,-1.6797009,-2.1853065,-1.5486158,-1.891484,-1.3176517,-1.292328,-1.7364151
161,2010/8/24,-1.7959758,-1.3716321,-2.1866794,-1.305892,-1.6777873,-2.1643376,-1.5505418,-1.8797891,-1.3145297,-1.2772982,-1.7461021
162,2010/8/25,-1.7873164,-1.3804781,-2.1750045,-1.3032272,-1.675874,-2.1433682,-1.5524678,-1.8680942,-1.3114078,-1.2622681,-1.7557895
163,2010/8/26,-1.8076584,-1.3882047,-2.16669,-1.3009369,-1.6729854,-2.1244807,-1.5536964,-1.8592055,-1.3070265,-1.2482363,-1.7642307
